code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
002569,*ST步森,-0.38,132295260.89,-8.1807318637,-5.0982,-51397403.41,23.29,-478.4179,0.239447933893,-85.57,-0.112643780015,27.233744926,服装家纺,2026-07-23,2024-12-31
835330,东奇科技,-0.08,1714154.29,214.2089259491,,-1220314.91,-80.95,,-0.35,,0.085417282997,47.1261627213,,2026-07-22,2024-12-31
688825,长鑫科技,-0.13,24178248674.03,166.0708381202,,-7144887248.88,56.2730436019,,0.716963580166,-17.54,0.119393215093,5.5782042915,半导体,2026-07-22,2024-12-31
688613,奥精医疗,-0.09,206033014.77,-9.0265148138,20.0777,-12662162.69,-123.35,-304.9641,10.349376541184,-0.91,-0.144618656024,71.0722644152,医疗器械,2026-07-22,2024-12-31
839768,瑞科汉斯,-0.05,91940027.25,-24.4488087603,,-5495124.43,76.62,,2.13,-2.44,0.115802647076,35.713439937,,2026-07-21,2024-12-31
688512,慧智微,-0.96,523986948.28,-5.0790175168,7.7701,-438416952.82,-7.3219078595,-21.8651,3.920260443477,-22.05,-0.640350983106,1.9011852648,半导体,2026-07-21,2024-12-31
920258,聚仁新材,0.2315,478791102.57,69.6085036549,,83350225.94,12.3309868863,,1.91,12.92,0.251909901194,28.5974650563,,2026-07-20,2024-12-31
874571,宇特光电,0.88,253188550.25,19.3236778452,,46447072.92,10.9392451282,,5.05,19.07,0.765532484151,34.1570266328,,2026-07-20,2024-12-31
874332,文峰光电,0.97,194049602.25,-6.0753377418,-18.0111,58128209.53,-16.387778973,-12.3288,8.58,11.79,1.541859024167,55.1577395362,,2026-07-20,2024-12-31
873124,聚仁新材,0.2315,478791102.57,69.6085036549,,83350225.94,12.3309868863,,1.91,12.92,0.251909901194,28.5974650563,,2026-07-20,2024-12-31
430471,豪威尔,0.01,39133431.45,-34.5677615014,,-125949.38,-102.09,,1.57,-0.13,-0.016767956532,30.2900185105,,2026-07-20,2024-12-31
002330,得利斯,-0.053,2964826760.02,-4.1022502543,26.0432,-33672271.06,0.96,-435.257,3.652020822969,-1.44,0.029667966518,6.6025771374,食品加工,2026-07-18,2024-12-31
000890,法尔胜,-0.25,312269052.36,-29.9736025756,-42.363,-105932594.97,-1026.25,-275.864,0.041053883476,-2303.38,0.028219669665,1.3456917995,环保设备Ⅱ,2026-07-18,2024-12-31
874586,方意股份,1.37,253212293.28,23.5065504297,336.7061,46136103.0,-2.3567150617,339.8631,8.16,20.96,1.314772856034,37.1473742375,,2026-07-17,2024-12-31
874421,旭阳新材,0.62,1108400820.31,10.9150187254,,73660644.57,-17.8178286451,,5.48,12.02,0.35853469493,20.160001675,,2026-07-17,2024-12-31
874103,钜芯科技,0.59,564429302.17,1.1105091658,-19.9528,52849438.47,-19.61,-20.4784,4.825163844556,13.09,-0.177236132111,16.3607383857,,2026-07-17,2024-12-31
870383,中科巨龙,-0.07,1481160.81,118.010471403,,-816579.59,38.87,,0.23,-27.73,-0.047677601818,46.7701700803,,2026-07-17,2024-12-31
603313,梦百合,-0.27,8449386211.83,5.9362429158,6.6391,-151420324.4,-242.04,100.76,6.358633070159,-3.99,1.689318581288,36.8522625625,家居用品,2026-07-17,2024-12-31
301707,展芯股份,0.26,412588338.05,-11.4134613031,,95354261.16,-46.7396441519,,2.696618892833,10.38,0.267217024722,75.1197553316,半导体,2026-07-17,2024-12-31
920065,千岸科技,1.98,1667143900.91,19.0938889679,32.3321,144186819.4,49.5309908143,75.1898,6.83,34.13,2.362541953402,41.3546630182,互联网电商,2026-07-16,2024-12-31
874600,千岸科技,1.98,1667143900.91,19.0938889679,32.3321,144186819.4,49.5309908143,75.1898,6.83,34.13,2.362541953402,41.3546630182,,2026-07-16,2024-12-31
874500,杰理科技,1.98,3120102908.06,6.4680094133,-5.7706,791367592.56,27.030258188,-18.3783,9.15,24.21,1.137343012664,35.7734972535,,2026-07-16,2024-12-31
833393,ST速达科,-0.2,1407836.32,-57.2370462089,,-24830326.12,35.84,,0.5,-31.57,0.008870902671,-78.777883071,,2026-07-16,2024-12-31
603468,津富士达,1.0994,4880161301.06,34.7650312966,,407872205.42,43.3048727617,,6.845368118855,17.03,0.851011233836,14.4978051805,摩托车及其他,2026-07-16,2024-12-31
001232,嘉立创,2.11,7968888075.53,18.476819753,,1054091495.38,43.7026295118,,11.61968823704,19.97,2.99871389032,28.8415532628,元件,2026-07-16,2024-12-31
874798,环能涡轮,2.46,426472781.3,21.1040376492,4.5239,161119007.89,74.91958787,81.2385,11.2,24.9,2.032552348182,43.445071539,,2026-07-15,2024-12-31
874687,珈凯生物,1.39,242436196.25,11.4638823346,-13.7603,56941181.35,19.8278300929,-17.7794,9.83,15.31,2.031919406668,63.0894266392,,2026-07-15,2024-12-31
600593,大连圣亚,-0.54,505241578.97,7.9339318424,-65.5224,-70182227.63,-304.16,-288.7906,1.153359032531,-37.83,1.515014386957,59.7252576609,旅游及景区,2026-07-14,2024-12-31
920238,长鹰硬科,0.84,971864780.43,10.3000272559,-2.4391,63486277.14,-14.4083980624,-10.064,8.91,10.26,0.298759242609,19.5484216226,通用设备,2026-07-13,2024-12-31
874396,长鹰硬科,0.84,971864780.43,10.3000272559,-2.4391,63486277.14,-14.4083980624,-10.064,8.91,10.26,0.298759242609,19.5484216226,,2026-07-13,2024-12-31
002866,传艺科技,-0.25,1954948035.16,10.2296032521,4.9835,-73474117.16,-276.0,-1003.2606,6.936460695305,-3.59,0.299178696991,21.4106476107,消费电子,2026-07-13,2024-12-31
600498,烽火通信,0.61,28548830852.28,-8.2903267473,1.2402,702705979.99,39.05,75.2254,11.156407577605,5.52,3.915842102797,21.2483900775,通信设备,2026-07-11,2024-12-31
874669,德硕科技,1.45,964099321.75,20.0790781284,34.7645,72403754.65,18.863940505,145.4583,7.7,20.77,2.8428757934,17.5586119823,,2026-07-10,2024-12-31
874543,百利食品,1.55,1911965995.33,19.1098841051,0.9741,275981652.09,24.0696466359,-1.5049,5.55,32.58,1.715338094551,31.2023841516,,2026-07-10,2024-12-31
871700,飞宇电力,-0.53,123294028.22,-15.9304046203,,-14898395.23,-1245.07,,1.12,-38.31,0.087815016515,10.6087648841,,2026-07-10,2024-12-31
688017,绿的谐波,0.3321,387411303.84,8.7727482444,7.6375,56168149.88,-33.26,-111.9956,20.296597331012,2.79,0.165802443743,37.540059892,自动化设备,2026-07-10,2024-12-31
400133,丹邦3,-0.59,9906736.08,3.3132658628,,-325386613.21,-4.69,,0.19,-123.55,-0.021529981676,65.5451512745,,2026-07-10,2024-12-31
301677,欣兴工具,2.47,467272653.03,9.8811686282,,185472785.94,4.5338967713,,15.344939804,16.7,2.5812542212,56.4894704576,通用设备,2026-07-10,2024-12-31
920176,维琪科技,1.41,247634214.52,50.2344001845,12.3254,70643953.63,67.0574436402,3.7948,10.55,14.46,1.0957583926,65.7636898704,化妆品,2026-07-09,2024-12-31
874747,维琪科技,1.41,247634214.52,50.2344001845,12.3254,70643953.63,67.0574436402,3.7948,10.55,14.46,1.0957583926,65.7636898704,,2026-07-09,2024-12-31
301383,天键股份,1.3,2227346071.01,26.8479087501,-23.8382,211750174.63,55.59,-39.513,12.653207946084,10.78,1.463368338265,18.7707528979,消费电子,2026-07-09,2024-12-31
874955,博测达,0.75,276348706.78,48.8288313448,,39241680.69,91.6059552123,,30.221407172732,20.1,6.155814929803,34.5746933334,,2026-07-08,2024-12-31
874769,莫森泰克,2.49,1955641499.18,24.4224155971,33.5717,264226013.85,36.8364859375,33.1594,9.36,29.93,2.866176042351,19.912711221,,2026-07-08,2024-12-31
301125,腾亚精工,0.05,606634214.34,31.1439371579,-16.5759,10393725.39,118.09,-68.0505,4.25685214357,1.75,0.156289473421,24.2678261727,通用设备,2026-07-08,2024-12-31
833484,万邦工具,0.32,71394712.24,15.7857868894,,13022218.42,321.54,,3.45,9.66,0.294688271137,35.7257699621,,2026-07-07,2024-12-31
920079,乔路铭,1.14,3374911652.06,32.0179402733,31.1807,416718901.57,37.993293385,28.3538,3.45,39.67,1.146056656322,21.8161382992,汽车零部件,2026-07-06,2024-12-31
875159,泰克曼,,297044715.55,41.8052953744,,78425842.93,85.3134747205,,3.42990870364,56.55,1.809265685441,48.5401326709,,2026-07-06,2024-12-31
300656,民德电子,-0.6644,409439142.53,2.4855029105,51.2409,-113915823.75,-1007.28,-4059.368,5.955756738674,-10.49,0.650468865544,34.0658031003,其他电子Ⅱ,2026-07-06,2024-12-31
874672,爱思益普,-0.75,195245664.98,30.5805517844,,-14297345.69,73.5161821673,,12.53,-6.16,0.864076594287,38.7600222764,,2026-07-03,2024-12-31
874637,百瑞吉,0.87,231227211.85,16.676323533,76.8223,52311626.37,4.4595414068,345.345,4.0,24.33,1.131579153833,82.1948080113,,2026-07-03,2024-12-31
874445,科金明,1.64,880164596.73,43.2682601412,35.2197,45110654.01,0.0109138237,358.1647,10.55,16.58,2.42448612878,28.0704191373,,2026-07-03,2024-12-31
874236,华晟智能,1.66,730407846.74,14.6980810934,82.8143,82871888.04,25.8102058173,310.4663,5.85,33.08,5.2532358236,24.9201579915,,2026-07-03,2024-12-31
873392,华夏电梯,-0.08,117153904.72,-23.9255474388,,-4800718.47,-52.61,,0.79,-9.49,-0.03859575,23.9764982543,,2026-07-03,2024-12-31
872824,先歌国际,0.26,462177424.12,2.1041265962,20.1514,52866553.68,2.1539985161,142.0456,2.0,14.0,0.2673220485,41.4285152146,,2026-07-03,2024-12-31
834044,富泰和,0.87,856418379.99,16.9828163581,-8.3625,76487468.91,41.9596898501,-46.8231,6.54,13.94,1.742885889044,28.7559620396,,2026-07-03,2024-12-31
920117,龙鑫智能,1.78,604357331.39,3.7876765309,20.261,120153821.38,-15.8584761485,-11.7701,8.13,24.81,1.106296898387,34.2600317371,通用设备,2026-07-02,2024-12-31
874321,力克川,0.6,218573627.44,6.806671337,,42202834.38,213.8900901775,,2.9,23.32,0.98443461972,34.6618185722,,2026-07-02,2024-12-31
