code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
874103,钜芯科技,,439179551.43,,-5.8449,42313888.98,,-23.8439,,10.88,,16.8172592826,,2026-07-17,2024-09-30
600448,华纺股份,0.004,2156916801.27,-3.1785278065,0.0357,2523323.83,-24.34,1642.939,1.994173692326,0.23,0.159393094495,12.088570591,纺织制造,2026-07-14,2024-09-30
002667,*ST威领,-0.4766,461882081.69,-55.4773708113,8.995,-112828816.61,-52.15,-75.8945,2.322950766098,-18.22,-0.395136530402,7.0316255095,专用设备,2026-07-07,2024-09-30
603843,*ST正平,-0.1229,824089402.89,-29.4948087741,-13.9423,-85999699.02,27.25,87.7062,1.127018588664,-10.36,-0.125406395628,7.1374317621,基础建设,2026-06-30,2024-09-30
603389,亚振家居,-0.2,149539763.34,-0.2081900421,-29.9386,-53373078.99,27.095489361,-14342.3514,1.230458923662,-15.25,-0.111043939304,36.4441329602,家居用品,2026-06-30,2024-09-30
000972,中基健康,-0.0565,297820015.92,-13.1871520861,-58.1406,-43544332.71,-201.24,-1051.1653,0.207449458107,-23.96,-0.015661629988,13.9677934378,农产品加工,2026-06-26,2024-09-30
688158,优刻得,-0.36,1094060664.22,-0.4659333422,-4.6974,-165282661.57,41.7554119176,-22.0244,5.457692176579,-6.48,0.212229493306,19.5494248843,IT服务Ⅱ,2026-06-16,2024-09-30
000668,荣丰控股,-0.23,38738035.51,-4.344702237,96.1211,-34330080.52,-4.67,-40.3397,7.267803004306,-3.17,-0.487956066215,-1.680871891,房地产开发,2026-06-06,2024-09-30
002816,*ST和科,-0.3046,5542852.26,-91.6643398331,-58.0799,-30457409.12,-73.8,39.8444,2.4505101056,-11.7,-0.4584702294,-33.5317557246,专用设备,2026-05-30,2024-09-30
300513,恒实科技,-0.1594,825241234.75,-13.1339813624,-42.4831,-50016694.52,-244.88,102.2726,7.483198154918,-2.1,-0.719623442778,18.8566356936,通信服务,2026-05-29,2024-09-30
688353,华盛锂电,-0.83,331847093.12,-16.4435637139,26.9103,-131696649.35,-613.54,0.9153,22.422080522257,-3.61,-0.578619566144,-20.6904481291,电池,2026-05-28,2024-09-30
002496,辉丰股份,0.0009,153558410.52,-4.5776117277,-17.8726,1304298.96,101.28,-145.6838,0.994935386069,0.09,-0.018201807102,22.2200462381,农化制品,2026-05-09,2024-09-30
688159,有方科技,1.03,2569560980.08,262.6327801809,-10.5544,95278381.32,318.2082620796,-40.1356,9.152600778666,12.02,0.106122546572,9.5676981269,通信设备,2026-05-01,2024-09-30
688478,晶升股份,0.4,325309422.51,35.6905084511,7.6532,54378787.19,25.28,-3.9975,11.375750935041,3.43,-0.186597017307,29.491574606,半导体,2026-04-30,2024-09-30
688439,振华风光,1.2422,792385495.64,-18.7391971526,-30.6447,248442887.98,-37.36,-81.2614,24.18399189605,5.19,-0.6317582871,67.3398689976,军工电子Ⅱ,2026-04-30,2024-09-30
688189,ST南新,-0.1797,251110585.69,-55.3230797074,-54.6771,-49309597.29,-8895.45,-720.4146,4.505400256305,-4.4997,0.109727703353,60.7579848101,化学制药,2026-04-30,2024-09-30
603927,中科软,0.35,4124212773.12,5.1934757426,-14.7837,289781129.91,-21.69,-38.2066,3.882776970964,8.88,-0.904245740265,30.0680057659,软件开发,2026-04-30,2024-09-30
603690,至纯科技,0.284,2639233906.23,20.0390142028,55.2383,108844029.2,-1.64,1072.6573,12.93545529243,3.84,-1.097282155944,35.383786901,半导体,2026-04-30,2024-09-30
603535,嘉诚国际,0.29,950724039.35,-1.696826174,-11.6601,148459125.46,-1.5,-8.3441,7.171687773106,6.56,0.257476843683,32.7500081425,物流,2026-04-30,2024-09-30
603398,*ST沐邦,-0.75,250570744.01,-75.3491675931,-45.558,-308475640.21,-1940.3,30.2925,4.238149175031,-17.43,-0.384968742869,-48.2410762268,光伏设备,2026-04-30,2024-09-30
603189,*ST网达,0.04,243586072.95,13.9299386874,-40.5374,10732534.95,120.84,82.5937,5.560888063054,0.7,0.323399446123,27.361912934,软件开发,2026-04-30,2024-09-30
600540,新赛股份,-0.1018,618298525.33,15.2454310733,-34.511,-59155128.59,-526.92,-2282.4285,1.15274916758,-8.4536,0.594657942774,-3.5684515531,种植业,2026-04-30,2024-09-30
