code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
603843,*ST正平,0.03,958947543.31,-48.0675614507,79.3023,23985648.53,-53.53,511.4227,2.685216633807,1.26,-0.214088773298,11.8944267646,基础建设,2026-06-30,2022-06-30
600540,新赛股份,-0.1057,317932337.16,-50.4809054681,59.4207,-59492185.39,-1349.98,-143.7264,1.731241357999,-6.303,0.332359771791,0.5159695062,种植业,2026-04-30,2022-06-30
600525,ST长园,0.1154,3399629043.41,27.0642335657,22.5261,150626987.04,320.09,112.0756,2.682179704335,3.43,-0.212430145316,36.3750900216,电网设备,2026-04-29,2022-06-30
300982,苏文电能,0.73,893371941.83,22.8304181913,19.6542,102963893.79,-15.72,43.9329,10.648988773785,7.09,-2.586669197603,25.2002793225,基础建设,2026-04-29,2022-06-30
300746,汉嘉数智,0.13,1112415358.15,-5.0340808656,14.1644,29731019.37,-62.86,8.5389,5.794845695721,2.26,-0.018336475054,11.6289173502,工程咨询服务Ⅱ,2026-04-28,2022-06-30
200530,冰山B,0.04,1264351970.32,15.5413126236,24.2234,30896438.41,302.74,439.5657,3.587436089595,0.98,-0.22462467679,12.7172298351,通用设备,2026-04-24,2022-06-30
000530,冰山冷热,0.04,1264351970.32,15.5413126236,24.2234,30896438.41,302.74,439.5657,3.587436089595,0.98,-0.22462467679,12.7172298351,通用设备,2026-04-24,2022-06-30
600300,维维股份,0.03,2120888545.3,4.2055421894,12.0782,49685933.91,-45.28,-36.1245,1.80275633256,1.64,-0.152657593319,15.9081004269,饮料乳品,2026-04-04,2022-06-30
688132,邦彦技术,-0.04,129318332.24,207.778787463,291.3124,-5054213.71,68.9895782005,175.2414,4.910461794662,-0.9,0.11566115337,62.6733398862,军工电子Ⅱ,2026-03-20,2022-06-30
002726,ST龙大,0.02,6815217068.63,-35.7092929507,4.0287,24360726.51,-88.25,-61.1195,2.888061362637,1.11,0.672284964363,4.4146714947,食品加工,2026-01-31,2022-06-30
688270,ST臻镭,,100864214.97,20.4508105808,122.0354,47179666.45,23.18,482.0926,18.439573700027,2.87,-0.164931994781,92.84336743,半导体,2025-12-25,2022-06-30
200505,京粮B,0.1,5512781270.32,3.4633236818,-17.7256,72908330.15,-17.46,-2.9114,4.112223840996,2.47,-0.240195816962,4.3248074968,农产品加工,2025-10-18,2022-06-30
000505,京粮控股,0.1,5512781270.32,3.4633236818,-17.7256,72908330.15,-17.46,-2.9114,4.112223840996,2.47,-0.240195816962,4.3248074968,农产品加工,2025-10-18,2022-06-30
832637,华源磁业,0.0105,34656176.48,-13.5773071699,,921674.48,90.96,,0.258912930867,4.15,-0.073019689171,20.8700775868,,2025-08-08,2022-06-30
874017,伟焕机械,0.69,208984180.86,,,37612764.43,,,4.408550819633,17.04,0.728839293578,30.4459697993,,2025-07-07,2022-06-30
603887,城地香江,0.02,982718132.82,-21.3590699678,-23.9009,10933156.76,-89.57,-166.4984,6.880448271402,0.32,-0.153480430316,24.7460452391,IT服务Ⅱ,2025-06-30,2022-06-30
688246,嘉和美康,-0.19,251918066.48,19.9370032226,56.9863,-25814136.97,4.9087232117,107.3384,12.396091641913,-1.5,-1.649792482025,49.0749404985,软件开发,2025-05-01,2022-06-30
603959,ST百利,,946429744.5,174.212953817,82.6953,61892718.6,68.4,1.2461,1.450867665072,9.1,0.254651004157,16.3403109706,专业工程,2025-05-01,2022-06-30
300959,线上线下,0.35,728381590.58,13.6421617969,19.516,28353514.4,-28.16,-35.2672,14.20892022525,2.48,-1.790829201375,8.2395421502,通信服务,2025-04-29,2022-06-30
300152,*ST动力,0.0212,103046895.66,20.5877317115,-18.6601,15097075.93,165.49,572.3877,0.701488799256,3.51,-0.088440226894,29.0035316043,环境治理,2025-04-29,2022-06-30
688053,ST思科瑞,0.73,125925157.51,14.398543468,48.4055,55071224.11,6.54,91.7184,4.971845878133,16.35,0.028335146,73.1499207954,军工电子Ⅱ,2025-04-26,2022-06-30
300730,科创信息,-0.06,138534914.52,20.8896316336,55.7825,-13304550.6,-4.41,128.3052,1.996555922247,-3.29,-0.580550519497,29.7706934045,软件开发,2025-04-25,2022-06-30
600684,珠江股份,-0.88,806695510.84,-61.8221795428,109.748,-752399828.71,-328.2,-395.8644,1.626326483216,-35.9,-0.36124456326,25.2766003926,房地产服务,2025-04-02,2022-06-30
874111,兢强科技,0.76,599081515.95,23.3239494846,,45658788.48,0.2081617971,,,9.28,,11.0248271148,,2025-02-20,2022-06-30
874058,九州风神,-0.0944,357263085.1,-9.4317426928,,-7062046.15,-117.8160542019,,6.433143095816,-1.46,-0.004672089543,29.4113809409,,2025-02-20,2022-06-30
