seq,code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
5461,831336,苏丝股份,-0.05,40390527.15,-18.5794113699,,-5171342.73,38.75,,0.655135229906,-7.18,0.099381164906,17.097067177,,2025-08-26,20250630
5462,831330,普适导航,0.06,50239666.82,22.0639799085,,2981966.24,196.12,,3.366808098503,5.72,-0.414901622931,59.6031926471,,2025-08-26,20250630
5463,831323,长先新材,-0.02,55443001.19,-3.7371002005,,-955727.73,-166.36,,1.073813069836,-1.46,0.128203006496,28.8685651326,,2025-08-26,20250630
5464,831321,顺电股份,-0.04,736297506.05,-17.0966110365,,-4816079.79,71.19,,2.25345083174,-1.57,-0.163072064376,15.5903546646,,2025-08-26,20250630
5465,831276,松科快换,0.04,21399025.72,53.9808036028,,1776145.18,166.45,,3.073593478425,0.86,0.08291706726,40.0158119909,,2025-08-26,20250630
5466,831272,第九境,0.11,119767747.6,75.48564626,,3348844.58,-9.08,,1.028878778332,11.32,-0.315919400523,9.9396664699,,2025-08-26,20250630
5467,831269,博凡动力,0.1,98785984.65,39.5484474177,,5383474.19,22.78,,3.478904679112,2.87,-0.231935138114,24.9049021753,,2025-08-26,20250630
5468,831244,星展测控,-0.12,68614253.24,16.5185042885,,-14198209.96,29.12,,1.453218702353,-7.76,0.0017782044,38.6796377673,,2025-08-26,20250630
5469,831239,云南文化,-0.03,16643741.51,-18.4265313031,,-1219001.72,81.58,,0.683854150943,-4.69,0.115239742588,27.8848863233,,2025-08-26,20250630
5470,831232,红旗种业,-0.07,154240502.36,46.6681290831,,-7038101.68,-251.87,,1.430074020508,-4.55,-0.20313137246,10.8698173784,,2025-08-26,20250630
5471,831211,尊马管件,0.05,44062447.79,-7.5329569159,,1016542.38,-48.8,,4.799957467499,1.11,0.455740136245,15.9999345102,,2025-08-26,20250630
5472,831207,南方制药,0.03,82322172.98,4.9719171046,,4907377.63,-18.43,,3.573577281023,0.72,0.005896332839,21.8727501573,,2025-08-26,20250630
5473,831176,天鸿股份,0.03,21045302.69,-13.0375768143,,1294767.5,9.5,,0.814651896547,3.92,-0.050217003814,27.0071971581,,2025-08-26,20250630
5474,831171,海纳川,-0.11,127726673.16,50.2204306959,,-9662999.76,-33.15,,2.45976705912,-4.22,0.04395285286,17.9818366452,,2025-08-26,20250630
5475,831123,大成空间,-0.04,3584778.14,-58.2279860091,,-927036.14,-269.99,,0.138122155856,-26.26,-0.034250332883,29.511807668,,2025-08-26,20250630
5476,831099,维泰股份,-0.08,809765995.74,-20.0262159585,211.6934,-29822631.48,33.85,144.6184,8.163400013599,-1.01,1.360808915192,15.6511584133,,2025-08-26,20250630
5477,831097,思为同飞,-0.05,2695448.06,16.400896125,,-916939.77,-34.1,,0.506881040158,-9.73,-0.09221693043,60.3388358372,,2025-08-26,20250630
5478,831096,物润船联,-0.03,25267457.54,-18.8024087548,,-1280269.56,-2439.77,,2.003062004438,-1.55,0.123968988861,16.0608085858,,2025-08-26,20250630
5479,831053,美佳新材,-0.04,584167648.17,-0.6480901803,,-7715741.7,-409.98,,3.728857009905,-0.99,-0.054766666429,4.888201969,,2025-08-26,20250630
5480,831049,赛莱拉,-0.02,56487632.93,-23.0041681685,,-2952824.38,67.59,,0.490918136545,-3.1,0.01785616874,65.5188904549,,2025-08-26,20250630
5481,831040,优波科,0.01,12062816.93,-1.3763428426,,169015.59,-41.92,,1.011223382121,0.58,-0.001436175329,34.0829135007,,2025-08-26,20250630
5482,831036,裕国股份,-0.46,204601950.1,1.446831547,,-40608354.35,43.4,,3.893016828114,-11.25,-0.015863173143,2.8324165372,,2025-08-26,20250630
5483,831034,红光股份,0.0046,79082515.58,4.1073880951,,324752.01,111.93,,1.772863707541,0.3,0.000596235095,16.8775158733,,2025-08-26,20250630
5484,831019,博硕光电,0.003,17979462.69,229.0878094197,,1013336.45,-73.6,,1.511396831357,0.2,0.025021298884,46.1631543896,,2025-08-26,20250630
5485,831014,海联捷讯,0.04,35868726.12,18.8097667847,,1325170.15,-5.69,,2.941455310303,1.37,-0.012557329091,22.8397792623,,2025-08-26,20250630
5486,831009,合锐赛尔,0.08,321280754.99,-23.9871910149,,9474858.97,-77.18,,2.820447717766,2.88,0.195065357783,21.291040197,,2025-08-26,20250630
5487,831006,久易股份,1.22,916894775.62,6.0223037694,,91933125.09,-43.95,,11.782889092081,12.69,1.043186320097,18.8082638123,,2025-08-26,20250630
5488,831004,宝泰股份,-0.05,209918499.73,7.222612644,,-3486049.28,7.81,,4.544247085694,-1.06,-0.147393627639,10.598122242,,2025-08-26,20250630
5489,830995,九洲光电,0.0,48102324.88,-32.5694743714,,280820.95,108.63,,0.146383097772,1.11,0.102638830872,25.9743550466,,2025-08-26,20250630
5490,830994,金友智能,0.03,181016815.85,21.4151562891,,2782297.85,28.84,,1.011673101693,2.78,-0.275651563347,17.8882387738,,2025-08-26,20250630
5491,830988,兴和股份,0.44,451947231.14,14.9003300324,,49152440.92,79.18,,4.959187494435,8.59,-0.288155324486,24.1339884846,,2025-08-26,20250630
5492,830976,电通微电,-0.15,80559471.9,-3.2747982486,,-9259913.93,-404.1,,0.95218660525,-14.78,0.016382150287,9.4050341211,,2025-08-26,20250630
5493,830961,圣华农科,-0.0106,8401987.13,-53.9208319588,,-349960.81,-539.08,,1.06779881697,-0.99,-0.024626778182,18.9596616295,,2025-08-26,20250630
5494,830928,康定电子,-0.04,50094076.03,-1.2422906683,,-1803148.59,55.35,,1.186430401455,-3.62,0.012694571152,19.6993377901,,2025-08-26,20250630
5495,830922,裕荣光电,-0.01,49095625.66,48.7279704026,,-572455.62,72.18,,0.926664739599,-1.02,-0.134099322506,10.4438477585,,2025-08-26,20250630
5496,830921,海阳股份,0.04,141627020.37,-13.785259507,,3623578.89,-76.19,,3.20168378683,1.41,0.483017750496,16.3744457868,,2025-08-26,20250630
5497,830920,聚融集团,0.07,107818198.72,7.6969013155,,5113566.38,-55.75,,3.204427264335,1.99,0.284625393546,23.7654801455,,2025-08-26,20250630
5498,830905,成聪软件,-0.159,4514539.87,-16.7140878386,,-1927514.64,18.18,,0.505649620655,-27.16,-0.195783652084,59.3341336467,,2025-08-26,20250630
5499,830885,波斯科技,0.11,151841005.33,19.4698935065,,12062126.79,49.28,,3.883304520362,3.0,0.017147708849,24.2820806869,,2025-08-26,20250630
5500,830882,佳龙股份,0.21,257432087.48,3.4501931342,,12203865.4,22.81,,2.608031237654,8.41,-0.322091873791,19.9020262359,,2025-08-26,20250630
5501,830867,ST全华,-0.06,122716.57,-89.9327337362,,-753741.21,-27.24,,-0.125456709877,,0.010438293981,40.1918094679,,2025-08-26,20250630
5502,830856,ST合矿,-0.05,1937575.56,-45.0311052802,,-2772619.67,-4.14,,-0.146397104377,,0.000824826172,4.7526404596,,2025-08-26,20250630
5503,830841,长牛股份,-0.012,4507061.32,-27.6532363905,,-748424.95,80.54,,0.05719769914,-19.37,-0.026405529537,58.0461931678,,2025-08-26,20250630
5504,830837,古城香业,0.05,63469958.11,-2.6127915253,,8581151.32,18.17,,3.631244307155,1.53,-0.061873378093,47.9804389932,,2025-08-26,20250630
5505,830833,九生堂,0.04,10040296.33,0.0173791006,,2463941.38,0.74,,1.852424655782,2.03,0.089320480736,81.8430617974,,2025-08-26,20250630
5506,830818,巨峰股份,0.3,492030156.99,26.612382356,,56622163.4,5.9,,3.93255549014,7.67,0.195535404861,29.425286888,,2025-08-26,20250630
5507,830775,吉华材料,0.02,44487225.51,-23.9879901811,,1674227.36,-44.43,,1.639193443286,1.39,0.119528122571,19.5754817033,,2025-08-26,20250630
5508,830770,牛商股份,-0.11,51809045.18,-6.2462811923,,-5626672.38,-52.22,,0.002012047316,-192.94,-0.097837817831,66.1193430047,,2025-08-26,20250630
5509,688772,珠海冠宇,0.1,6097625736.75,14.0337974477,44.0653,116824051.52,14.77,692.9197,6.017969942846,1.61,0.75357411226,23.3118256278,电池,2025-08-26,20250630
5510,688698,伟创电气,0.67,897375256.79,16.3869487203,31.8042,140914739.94,4.87,48.7171,10.393747127888,6.52,-0.102179209909,38.1975859014,自动化设备,2025-08-26,20250630
5511,688679,通源环境,-0.08,642166932.22,-2.6254358371,39.0154,-9991758.97,-443.81,-187.8284,8.574805083542,-0.88,0.11014454383,14.7718696963,环境治理,2025-08-26,20250630
5512,688669,聚石化学,0.02,1976721908.25,-10.0526405089,-21.6998,2874009.54,82.48,-165.6471,10.76621639829,0.2202,1.038440304212,13.4684653268,塑料,2025-08-26,20250630
5513,688629,华丰科技,0.33,1104889030.65,128.2631022686,72.4583,150699833.59,940.6421860179,273.7346,3.496259100567,9.81,-0.511722229082,32.8635990536,军工电子Ⅱ,2025-08-26,20250630
5514,688623,双元科技,0.62,161498577.41,-9.3930611667,7.6864,36507243.39,-28.53,-55.8527,35.511257967086,1.7,1.637241058153,39.3461337239,自动化设备,2025-08-26,20250630
5515,688612,威迈斯,0.65,2959987110.5,6.8178653584,18.6996,272171038.88,26.18,69.8871,7.963253650914,8.11,1.148181959151,20.6843507463,汽车零部件,2025-08-26,20250630
5516,688610,埃科光电,0.54,207106350.71,64.3881329366,76.7,36035785.29,127.4,217.8814,21.899636011471,2.45,0.058473540588,41.1566445489,通用设备,2025-08-26,20250630
5517,688602,康鹏科技,0.06,436438594.81,27.9416064646,-20.5267,31016753.93,257.08,-98.7342,5.410168690484,1.11,0.149496440298,22.8893202292,化学制药,2025-08-26,20250630
5518,688575,亚辉龙,0.05,808437686.92,-15.7903030539,-6.5052,26269284.37,-84.82,58.8619,4.677860683124,0.95,-0.004154452508,62.1002269615,医疗器械,2025-08-26,20250630
5519,688543,国科军工,0.37,417439216.11,-13.3722548293,135.2663,77111074.36,-3.18,68.7612,10.631262562198,3.36,0.36451019878,38.4121139011,地面兵装Ⅱ,2025-08-26,20250630
5520,688536,思瑞浦,0.5,949149546.38,87.3261960905,25.0266,65686720.71,200.0735384963,222.0709,40.323234776765,1.23,0.500649511026,46.3814776743,半导体,2025-08-26,20250630
5521,688526,科前生物,0.47,487290650.57,21.667392046,-1.259,219896297.5,44.09,3.1621,8.696304350622,5.37,0.373987346258,67.2826086211,动物保健Ⅱ,2025-08-26,20250630
5522,688522,纳睿雷达,0.19,154895285.23,112.8364385505,66.1871,56946565.26,866.97,62.8434,7.497480163821,2.52,-0.053071351338,72.3173078597,军工电子Ⅱ,2025-08-26,20250630
5523,688516,奥特维,0.98,3379377117.38,-23.5739726107,20.2811,307618012.48,-59.54,17.8019,11.794096197986,7.25,1.504397748602,27.707199553,光伏设备,2025-08-26,20250630
5524,688458,美芯晟,0.05,265086086.05,36.828750315,11.8249,5006836.19,131.25,-63.6163,16.614177860441,0.27,-0.351144176861,35.0050321738,半导体,2025-08-26,20250630
5525,688403,汇成股份,0.12,866193107.24,28.5817324887,31.2445,96039809.48,60.94,36.6163,3.81145253285,2.94,0.461261029036,23.5304285761,半导体,2025-08-26,20250630
5526,688388,嘉元科技,0.09,3962917818.8,63.5509052902,0.0664,36754088.63,134.9379479045,-49.716,15.939975042814,0.53,0.13073923123,5.0822467439,电池,2025-08-26,20250630
5527,688362,甬矽电子,0.07,2010287410.3,23.36942642,12.6199,30319086.18,150.45,-76.7633,6.114980999787,1.21,1.680690742307,15.6092822391,半导体,2025-08-26,20250630
5528,688360,德马科技,0.31,780296477.48,12.3570718176,22.3212,82055393.84,-3.31,59.3817,5.458640275709,5.77,-0.329367017051,29.9607303541,通用设备,2025-08-26,20250630
5529,688359,三孚新科,-0.23,227299034.98,-23.2575446534,-18.5755,-22310520.99,-280.0107762816,-612.6527,6.395665464425,-4.01,0.110886543292,38.8641876318,电子化学品Ⅱ,2025-08-26,20250630
5530,688321,微芯生物,0.0726,406598517.7,34.5637518875,50.5788,29592228.83,172.1649050309,354.4909,3.656204278955,1.85,0.152180072708,86.7782928196,化学制药,2025-08-26,20250630
5531,688283,坤恒顺维,0.11,102359904.48,26.6853591121,135.1657,12811937.27,-8.49,1969.754,8.080654882266,1.31,-0.201755884811,60.3259376058,通信设备,2025-08-26,20250630
5532,688252,天德钰,0.38,1208151911.75,43.3478183169,17.9717,152374187.29,50.89,15.925,5.641516004271,6.78,0.302424548943,24.4069776567,半导体,2025-08-26,20250630
5533,688251,井松智能,0.01,357375924.1,3.1751330832,247.4783,498725.8,-98.05,269.4643,9.524765938899,0.06,0.123400766706,18.8323016805,IT服务Ⅱ,2025-08-26,20250630
5534,688237,超卓航科,0.05,164429468.66,-9.3213275262,9.5855,4372012.3,-71.51,8.4489,13.39447541112,0.36,-0.769097055008,21.7672973048,航空装备Ⅱ,2025-08-26,20250630
5535,688168,安博通,-1.42,428537935.15,123.9824604506,-60.917,-108841509.02,-77.5336021435,-23.574,13.209218966324,-10.19,-2.675660402422,88.0501638199,软件开发,2025-08-26,20250630
5536,688163,赛伦生物,0.3,100819362.78,2.8157633117,193.4985,32976733.37,2.07,677.6672,10.227622824986,2.98,-0.196220883755,77.3422366497,生物制品,2025-08-26,20250630
5537,688162,巨一科技,0.29,1898705743.09,25.9949477269,-2.1331,39792209.15,69.48,-49.754,17.378491837992,1.69,0.999121033843,15.521405892,专用设备,2025-08-26,20250630
5538,688141,杰华特,-0.67,1187346067.54,58.2035672484,24.8139,-295089956.24,12.4377947203,-60.203,4.104717663758,-15.41,-0.217498602376,28.1570975725,半导体,2025-08-26,20250630
5539,688138,清溢光电,0.29,622030230.72,10.8996013804,8.3601,92037635.94,3.52,-22.1226,8.605561501239,4.79,0.48162827986,31.0375554539,半导体,2025-08-26,20250630
5540,688135,利扬芯片,-0.04,284036747.38,23.0903981803,18.3754,-7061056.54,16.3802928978,106.9011,5.292541405152,-0.64,0.497882081154,25.0214378582,半导体,2025-08-26,20250630
5541,688103,国力电子,0.37,569195920.92,70.4919767863,47.3174,35733577.74,142.68,102.9886,11.75937160538,3.09,-0.132350986307,28.1124412489,其他电子Ⅱ,2025-08-26,20250630
5542,688072,拓荆科技,0.34,1954146173.65,54.2474181675,75.7357,94287965.15,-26.96,264.1624,19.347097413613,1.76,5.598328322438,31.958085805,半导体,2025-08-26,20250630
5543,688028,沃尔德,0.2885,335054644.74,6.0916949275,16.8868,43622679.03,-19.57,6.7715,12.839664442902,2.22,0.404589095247,43.9524889035,通用设备,2025-08-26,20250630
5544,688019,安集科技,2.24,1141453109.75,43.1695873611,9.332,375634437.13,60.53,22.4981,18.06634145787,12.98,1.459489179239,56.3927253789,电子化学品Ⅱ,2025-08-26,20250630
5545,688010,福光股份,-0.18,298732529.07,10.4677479403,61.7229,-28772323.02,17.7591904748,55.3101,10.533041399606,-1.71,-0.173632588177,16.95728912,光学光电子,2025-08-26,20250630
5546,605500,森林包装,0.08,1160187025.36,3.907481365,57.5522,31134021.99,-60.98,-108.1111,6.165796461631,1.21,-0.133494756057,7.8476399615,造纸,2025-08-26,20250630
5547,605388,均瑶健康,0.01,766343268.48,1.3846419951,-9.1218,7466072.75,-78.52,-131.5485,2.873489216515,0.4237,-0.205007126518,32.5488781933,饮料乳品,2025-08-26,20250630
5548,605369,拱东医疗,0.23,556922772.0,0.5776065248,10.5761,50349314.66,-47.16,-16.3269,7.688500434678,2.91,0.405606420321,31.3072786598,医疗器械,2025-08-26,20250630
5549,605365,立达信,0.138,3039147907.17,2.0104320907,-2.4172,69149957.22,-53.64,-99.4599,7.299662306271,1.82,0.209326124237,26.3206999766,照明设备Ⅱ,2025-08-26,20250630
5550,605319,无锡振华,0.81,1287210536.46,15.189359349,14.3656,201356861.85,27.17,12.9753,10.178021683243,7.98,0.414976837886,29.0383746367,汽车零部件,2025-08-26,20250630
5551,605318,法狮龙,-0.06,231026036.5,-5.3523050106,63.2067,-7612092.04,-26.2964876203,104.3838,5.09205464676,-1.15,-0.111915840867,21.3368156753,装修建材,2025-08-26,20250630
5552,605196,华通线缆,0.27,3425494761.38,12.946838805,23.037,137789990.71,-29.3,130.3858,6.325040078021,4.28,0.18569242769,14.5353106697,电网设备,2025-08-26,20250630
5553,605189,富春染织,0.07,1469683995.3,8.7667165058,19.4526,13436303.11,-83.92,77.8796,9.141528077606,0.72,-2.596609511305,9.9633716253,纺织制造,2025-08-26,20250630
5554,605188,国光连锁,0.0402,1448387868.4,6.5005323839,-18.1299,19897933.86,4.15,-108.5111,2.338919408559,1.76,0.287097238225,22.0933937215,一般零售,2025-08-26,20250630
5555,605162,新中港,0.15,364384135.73,-17.737620138,9.3821,61810409.91,-4.62,199.9711,3.168371717139,4.58,0.511917853369,31.6084911351,电力,2025-08-26,20250630
5556,605138,盛泰集团,0.06,1787215574.97,-6.1671897323,-2.1332,31207006.31,21.47,-46.8309,4.370040698661,1.23,0.80006427772,16.7855277517,服装家纺,2025-08-26,20250630
5557,605117,德业股份,1.68,5535465365.91,16.5804271364,15.6963,1522164569.91,23.18,15.7435,10.37244198301,15.21,1.676121971665,37.4785588819,光伏设备,2025-08-26,20250630
5558,605080,浙江自然,1.04,685479494.96,14.2193287088,-7.7902,145586882.61,44.53,-48.3654,15.246610784582,6.89,0.82124573577,35.1185484001,文娱用品,2025-08-26,20250630
5559,605056,咸亨国际,0.15,1583411701.57,33.7364410963,47.4962,61642631.92,44.87,85.7573,3.948195059503,3.61,-0.336078784189,22.6806312858,通用设备,2025-08-26,20250630
5560,605050,福然德,0.31,5215031849.65,2.251963403,13.8633,153355605.5,30.53,-31.1706,8.676244007313,3.57,0.388107356228,5.5972574286,物流,2025-08-26,20250630
5561,603987,康德莱,0.28,1124892164.45,0.1723872921,5.2181,125031829.55,18.94,5.969,5.952925109746,4.87,0.169432133702,32.6617616667,医疗器械,2025-08-26,20250630
5562,603979,金诚信,1.78,6316025397.7,47.82094959,24.697,1110910265.44,81.29,63.2965,15.664234996993,11.65,2.766827616628,34.3700024707,工业金属,2025-08-26,20250630
5563,603956,威派格,-0.15,331487929.19,-27.4266770365,110.707,-80066240.84,-3.7156954685,78.362,3.458751128199,-4.32,-0.13618960125,42.2766561191,专用设备,2025-08-26,20250630
5564,603926,铁流股份,0.21,1185484606.4,-0.4100279023,14.6274,48800622.27,-14.53,-16.367,7.194520075031,2.86,-0.011545887654,16.4035107019,汽车零部件,2025-08-26,20250630
5565,603912,佳力图,-0.03,320826457.6,32.201800992,36.2241,-17771622.73,-262.89,61.5022,3.280324287862,-0.97,-0.186249950943,16.9159633828,通用设备,2025-08-26,20250630
5566,603883,老百姓,0.52,10774312515.0,-1.5114750266,-1.7686,397863893.0,-20.86,-41.2585,8.858448644934,5.87,2.139263983622,33.078175754,医药商业,2025-08-26,20250630
5567,603859,能科科技,0.45,738003896.33,4.9087487073,19.1942,110600901.53,18.75,25.7491,12.261600562769,3.75,0.148749018856,52.4039099676,IT服务Ⅱ,2025-08-26,20250630
5568,603836,海程邦达,0.09,4224005157.2,-6.404863285,0.9091,17915492.38,-74.85,387.8233,8.735186715184,0.99,0.255325227071,5.9284533053,物流,2025-08-26,20250630
5569,603826,坤彩科技,0.0754,572407102.79,7.6144545322,22.0398,49411840.35,11.93,7.1657,2.922964042735,2.61,-0.012660606273,28.7523539414,非金属材料Ⅱ,2025-08-26,20250630
5570,603825,ST华扬,-0.82,614958978.82,-56.4968719844,151.7885,-208833661.97,-103.44,-175.2669,0.875577137878,-64.73,-1.75880497813,14.012630736,广告营销,2025-08-26,20250630
5571,603788,宁波高发,0.47,786803152.86,7.8302679155,3.5669,103885304.72,11.93,24.7383,9.030420724952,4.9,-0.200888733596,22.7320281343,汽车零部件,2025-08-26,20250630
5572,603766,隆鑫通用,0.5231,9751952970.07,27.2096149756,9.8857,1074220859.69,82.26,11.9276,4.594838917439,11.05,0.88731840979,18.9392015927,摩托车及其他,2025-08-26,20250630
5573,603757,大元泵业,0.61,964603955.75,14.5529270112,53.966,100849567.2,-27.99,57.1824,10.082766014597,5.94,0.511128230943,26.9813849133,通用设备,2025-08-26,20250630
5574,603666,亿嘉和,-0.0958,267746646.29,88.8039447989,9.6348,-19787383.9,76.7300534659,-463.2628,10.361652990078,-0.77,-0.093648075709,40.4194070736,自动化设备,2025-08-26,20250630
5575,603600,永艺股份,0.4,2188797967.09,6.6587904762,16.6463,132548678.17,4.92,30.3044,6.924438964338,5.78,0.411173179315,21.8191839891,家居用品,2025-08-26,20250630
5576,603551,奥普科技,0.35,820039809.36,-4.9220473202,36.9378,132907795.68,7.85,61.9478,3.366753460186,8.95,0.165647022175,44.4554460038,厨卫电器,2025-08-26,20250630
5577,603519,立霸股份,0.29,817417407.31,-0.0249506737,-4.7984,76449856.26,0.45,20.2059,4.308722537151,5.75,0.581403359188,15.6495138697,家电零部件Ⅱ,2025-08-26,20250630
5578,603488,展鹏科技,-0.12,137815079.9,-6.0074472418,54.0779,-36234491.24,-890.15,-39.5512,3.237895604151,-3.76,-0.23958310046,2.2816312208,专用设备,2025-08-26,20250630
5579,603421,鼎信通讯,-0.34,704126659.99,-50.9851335,109.7461,-219169984.39,-350.5219697613,41.8468,4.473863912503,-7.24,-0.349702354424,28.075751596,通信设备,2025-08-26,20250630
5580,603399,永杉锂业,-0.28,2391564156.39,-28.6305367523,18.4586,-144069444.03,-315.62,-288.3835,3.18465292192,-8.5,-0.851015000666,1.5824971912,能源金属,2025-08-26,20250630
5581,603395,红四方,0.17,1813865351.99,-8.179734183,-2.6143,43966505.69,-47.1,8.0535,5.369045723962,3.14,-0.076000672808,11.0077500048,农化制品,2025-08-26,20250630
5582,603383,顶点软件,0.26,245525750.25,-7.9714221857,-27.0542,52877871.89,8.4,47.9667,6.849249748739,3.57,-0.61762336219,70.0302079334,软件开发,2025-08-26,20250630
5583,603382,海阳科技,0.58,2357914201.82,-14.0140407105,-10.5667,78846154.29,1.61,49.8448,9.686087155988,6.28,0.782963589715,9.5595596165,化学纤维,2025-08-26,20250630
5584,603369,今世缘,1.7875,6951162381.59,-4.8391937662,-63.6835,2228715544.5,-9.46,-64.438,12.983122816927,13.45,0.862328974586,73.4082684475,白酒Ⅱ,2025-08-26,20250630
5585,603363,傲农生物,0.14,3956933251.63,-15.008661572,21.9105,360801140.43,166.8142337372,-34.7264,1.221448311574,12.53,-0.121433722678,8.3079394335,饲料,2025-08-26,20250630
5586,603345,安井食品,2.31,7604440456.71,0.8036771506,11.2427,675939959.13,-15.79,-28.6696,45.477839876476,5.1,-0.555487196932,20.5219650636,食品加工,2025-08-26,20250630
5587,603332,苏州龙杰,0.16,700730431.04,-6.9799744957,26.0474,33250815.16,8.81,53.4827,5.79441721742,2.59,-0.231833365624,8.6582280321,化学纤维,2025-08-26,20250630
5588,603313,梦百合,0.2,4315732412.99,9.3509867184,11.2653,114554258.07,117.82,-4.9133,6.564581033421,3.08,0.434418765356,39.2141194247,家居用品,2025-08-26,20250630
5589,603299,苏盐井神,0.4404,2358409297.51,-16.5648320644,-13.9708,344207998.8,-28.51,13.1101,7.778007144189,5.67,0.199133329839,34.9185182207,化学原料,2025-08-26,20250630
5590,603277,银都股份,0.57,1426256508.03,4.3499083728,32.4249,346648705.39,0.0,-26.4223,4.799700270884,11.66,0.240729867455,43.1359019094,通用设备,2025-08-26,20250630
5591,603275,众辰科技,0.61,326640415.07,2.158485648,17.868,91161525.94,-13.64,9.4534,19.320086787117,3.39,0.331820238897,40.463039989,自动化设备,2025-08-26,20250630
5592,603257,中国瑞林,0.75,921208349.65,2.5867713291,68.1278,74746110.91,26.77,339.3762,20.239651201833,3.58,-0.912664065833,22.3238563489,工程咨询服务Ⅱ,2025-08-26,20250630
5593,603239,浙江仙通,0.4,671894628.88,21.1022751477,-4.1637,107035553.11,17.1,-39.4989,4.467408194999,9.34,0.012844343935,29.9372102327,汽车零部件,2025-08-26,20250630
5594,603219,富佳股份,0.13,1479407946.23,45.222666686,17.3095,75417595.34,-29.7,-58.211,2.728319159405,4.75,-0.149395209476,15.0254696628,小家电,2025-08-26,20250630
5595,603215,比依股份,0.29,1157436756.6,34.5301432381,18.2452,53712184.36,-21.04,157.8068,6.27463735436,4.44,0.471755700439,14.3556878916,小家电,2025-08-26,20250630
5596,603207,小方制药,0.75,269789667.43,3.0562524545,9.023,120821251.32,1.69,1.8982,6.951143358606,9.63,0.562151876252,68.3170245161,化学制药,2025-08-26,20250630
5597,603201,常润股份,0.57,1400377037.07,-3.4015292856,17.7965,107302382.02,23.98,6.0631,8.837112498749,6.59,0.594782091865,21.8888775734,汽车零部件,2025-08-26,20250630
5598,603198,迎驾贡酒,1.41,3160331278.53,-16.8920983847,-45.6391,1130183128.19,-18.19,-63.5894,12.2176879087,12.27,0.39580850145,73.6156092061,白酒Ⅱ,2025-08-26,20250630
5599,603196,璞源材料,0.1616,378056580.58,-7.9201032008,-4.4334,38287562.64,239.3254911669,309.2576,2.846791781165,5.84,0.072007894424,62.6899676277,服装家纺,2025-08-26,20250630
5600,603161,科华控股,0.29,1079850843.0,-10.5792317421,5.4496,55595054.28,-20.99,17.1028,7.529532626806,3.77,1.581198959835,15.4879331015,汽车零部件,2025-08-26,20250630
5601,603151,邦基科技,0.3836,2392742694.51,167.2530456871,22.4029,64447449.38,175.08,30.1671,7.706094887275,4.93,-3.230084746582,8.7350878981,饲料,2025-08-26,20250630
5602,603131,上海沪工,0.02,430751340.83,-11.3110637396,7.3823,4790150.11,-87.79,-143.2137,3.795229088345,0.39,0.096500180507,19.8085590461,通用设备,2025-08-26,20250630
5603,603122,合富中国,-0.02,367658196.46,-23.5328458472,9.2108,-7338190.56,-132.58,77.7211,2.792971289553,-0.63,0.217891081881,15.9861910426,医疗服务,2025-08-26,20250630
5604,603121,华培动力,0.06,578090195.57,-10.3209108666,9.3342,20175905.94,-67.08,-60.0814,3.497644450539,1.64,0.132740302927,24.1527329749,汽车零部件,2025-08-26,20250630
5605,603116,红蜻蜓,-0.04,1023446741.88,-11.7632536716,-18.0414,-22972716.03,-204.6245681427,-765.4224,4.582001350397,-0.82,0.197857108824,40.3498659795,服装家纺,2025-08-26,20250630
5606,603105,芯能科技,0.21,363060120.79,7.2121355136,58.4002,105345298.27,1.14,181.9913,4.102628057815,4.73,0.219627135181,56.8158682427,电力,2025-08-26,20250630
5607,603089,正裕工业,0.53,1355988190.23,39.619312752,20.1507,118503244.61,420.67,192.2942,6.175247817398,9.2,0.496289823209,24.2948642778,汽车零部件,2025-08-26,20250630
5608,603085,天成自控,0.06,1155716403.27,31.396370674,14.3183,23270918.55,47.55,-88.7585,2.14526422075,2.72,0.473121837723,16.6338155992,汽车零部件,2025-08-26,20250630
5609,603082,北自科技,0.47,945698196.7,1.4080208857,14.3317,76146512.36,6.82,-19.6118,9.562600744622,4.79,0.278097299914,16.9359887255,自动化设备,2025-08-26,20250630
5610,603079,圣达生物,0.22,400730585.4,4.2280542249,-2.815,37805384.4,129.2,-25.8578,8.252994155138,2.95,0.12148606903,27.8257633539,化学制品,2025-08-26,20250630
5611,603069,海汽集团,-0.09,362593411.83,-20.4391088533,-3.8229,-27775415.68,-239.91,57.6906,2.626839178133,-3.48,0.291687286487,11.2476259412,铁路公路,2025-08-26,20250630
5612,603038,华立股份,0.07,533221862.75,40.0532869082,41.9366,18114348.3,-1.49,53.5717,5.077461337439,1.33,-0.300939454588,28.7567100717,装修建材,2025-08-26,20250630
5613,603035,常熟汽饰,0.57,2780104299.29,17.1840050446,7.8409,216235495.26,-15.63,46.687,13.717985510958,4.15,0.231352610947,15.4009123693,汽车零部件,2025-08-26,20250630
5614,603026,石大胜华,-0.28,3010867093.61,14.8741665476,-10.4143,-56337773.6,-248.03,2.593,19.015434623742,-1.45,0.444756205398,4.755178247,电池,2025-08-26,20250630
5615,603017,中衡设计,0.21,520529822.82,-21.927723194,14.3868,57312533.04,-19.35,68.1418,5.531660962377,3.85,0.23443469385,31.0635309047,工程咨询服务Ⅱ,2025-08-26,20250630
