seq,code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
2165,873809,温多利,0.39,90287624.7,-17.0146512848,10.2327,19606605.84,-30.02,4.2583,6.1950144026,6.54,0.2652557876,40.1385262714,,2025-08-28,20250630
2166,873699,旭宇光电,0.06,103338226.32,-15.5486826207,44.5548,4113412.18,-59.34,562.4849,4.05737018966,1.42,0.17024624795,19.3650540876,,2025-08-28,20250630
2167,873691,绿晶生物,0.66,115504137.44,11.9280290978,,41099770.75,14.65,,7.197729866158,8.86,0.344625675693,68.4097031858,,2025-08-28,20250630
2168,873528,城市大脑,-0.12,23184397.06,-1.7256486415,,-3763579.52,-131.67,,2.892424222621,-4.15,-0.40276942601,14.4452798204,,2025-08-28,20250630
2169,873486,三匹马,-0.02,,,,-122690.44,49.1467679776,,0.95836743,-2.53,-9.616e-06,,,2025-08-28,20250630
2170,873463,北直通航,0.28,90196674.69,804.7147882136,,14353292.12,231.77,,1.48674564556,20.37,0.325301296525,31.3910349659,,2025-08-28,20250630
2171,873437,天一恩华,0.49,289282702.72,-10.3985088723,,63505513.78,-13.6,,4.37619473086,11.86,-1.141870199913,37.3125285491,,2025-08-28,20250630
2172,873378,卡尔斯,0.03,89860517.17,-12.5728255671,,5277852.89,-71.94,,1.756397351271,1.49,-0.000476746846,27.7858564098,,2025-08-28,20250630
2173,873360,嘉骏森林,0.01,21988315.22,-39.4161481232,,361369.94,-76.11,,2.3688447374,0.31,-0.0096379808,15.516156176,,2025-08-28,20250630
2174,873358,康诚新材,-0.15,27446757.82,-31.7137529892,,-2410530.16,-16.1,,0.432317594512,-29.05,-0.088507493902,18.4139047429,,2025-08-28,20250630
2175,873344,智者品牌,0.97,388937837.55,11.4179736854,,34959739.87,32.21,,4.603931881994,23.55,-0.76561487867,32.4198345716,,2025-08-28,20250630
2176,873334,德速智能,-0.19,165438588.01,13.6713164238,,-1973571.25,-191.79,,21.792577269872,-0.88,0.371593885447,14.9901580752,,2025-08-28,20250630
2177,873333,ST树拍,-0.01,91981.13,-77.0076812099,,-88677.6,76.57,,0.055973917,-14.68,-0.004244958,9.2205107722,,2025-08-28,20250630
2178,873268,升达股份,0.04,63492265.41,15.2652769954,,1304504.1,165.75,,1.534614035,2.87,0.140647737333,19.084293625,,2025-08-28,20250630
2179,873247,苏北股份,0.12,429687358.76,91.2665519698,,20757914.81,34.85,,2.393514245071,5.05,-0.043108699585,8.0686599206,,2025-08-28,20250630
2180,873245,马钢表面,0.0,114812776.73,0.6484689594,,751407.28,757.66,,1.310887670145,0.15,0.138987849382,10.3579018108,,2025-08-28,20250630
2181,873182,锦兆股份,0.19,59342037.26,39.7328440527,,3158526.79,39.24,,2.450829850488,7.88,0.942123703014,23.2773959874,,2025-08-28,20250630
2182,873161,舒朋士,0.1,20848153.99,65.9696527973,,1966805.64,17.39,,2.5220900305,3.98,0.2624300475,46.8509556514,,2025-08-28,20250630
2183,873147,万物信息,0.04,1874414.7,-4.4078040033,,189862.7,250.17,,0.59734311,6.57,0.115838464,58.8836904661,,2025-08-28,20250630
2184,873114,易德人力,0.0,59553165.42,19.1521775953,,65060.5,104.87,,1.18821335013,0.11,0.099220814437,15.109298652,,2025-08-28,20250630
2185,873110,山安蓝天,0.63,291712486.83,7.8451372928,,63715254.78,1.24,,8.092553905615,7.0,0.153206175201,30.8508188724,,2025-08-28,20250630
2186,873099,无线数字,-0.11,20906375.34,93.4256154145,,-1148317.09,-17.38,,0.422858628,-23.91,-0.252807564,6.3959022942,,2025-08-28,20250630
2187,873087,友诚科技,0.42,267489865.51,5.1968354035,,35269180.97,14.54,,8.145203482898,5.13,0.424535873302,36.1580534932,,2025-08-28,20250630
2188,873064,义达跨境,0.5,1023272729.78,-54.7658414533,,14992292.66,-51.6,,10.406933323667,4.94,0.800619943333,9.7202792565,,2025-08-28,20250630
2189,873060,园仔山,-0.2482,52481323.34,-2.5802026331,,-8965663.21,52.94,,0.951129802879,-23.08,0.136271285991,0.9165404746,,2025-08-28,20250630
2190,873054,奔彩股份,0.2126,28337224.58,12.9482942587,,3188462.87,9.52,,3.008492674,7.32,0.138704625333,43.8694110106,,2025-08-28,20250630
2191,873048,ST佳农,-0.11,24214263.27,-49.7472185565,,-3822975.49,-1081.77,,1.116714999821,-9.59,0.00384896064,8.8007275143,,2025-08-28,20250630
2192,873033,康远股份,0.02,374224304.77,127.7597187588,,1798400.3,114.44,,1.835267336881,1.03,-0.058833923944,4.8887077822,,2025-08-28,20250630
2193,873018,永昌股份,0.48,344915027.22,52.4427946046,,14178885.81,-6.95,,3.897389625983,13.4,0.45653502735,12.4767960987,,2025-08-28,20250630
2194,873006,和天下,0.0164,166332148.86,-32.5273341484,,10162637.64,2469.1,,1.765943131364,0.92,0.13567134326,14.0779791162,,2025-08-28,20250630
2195,872955,中都物业,0.12,26459044.04,9.6387226494,,802119.84,-21.27,,1.963558351471,6.19,-0.269376805882,14.0561231327,,2025-08-28,20250630
2196,872936,恒欣设计,0.13,464328081.56,0.2594805537,,6552582.95,-27.76,,2.638905738643,4.66,-0.046776218092,14.1597103817,,2025-08-28,20250630
2197,872890,ST悠车位,-0.1,110547.36,-94.1578487712,,-1030811.6,29.026080577,,-0.045509786,,-0.016056007,-174.2073623468,,2025-08-28,20250630
2198,872873,国仪测控,0.15,25345866.46,-11.2932375605,,6138436.8,79.34,,2.170927543561,6.93,0.017796542377,54.8062632695,,2025-08-28,20250630
2199,872839,锦星股份,-0.07,3382192.08,1002.5243015056,,-661449.28,-947.27,,0.121385236,-75.25,0.110634908,9.1000000213,,2025-08-28,20250630
2200,872816,ST毕托巴,0.05,21175109.52,-26.7416794362,,5298604.0,31.02,,1.326145097467,4.02,-0.105042881478,88.1035115893,,2025-08-28,20250630
2201,872775,中国珠宝,0.28,1219300572.97,-19.533960316,,32004049.93,-1.98,,2.542025518218,10.18,0.253877524417,7.1764425196,,2025-08-28,20250630
2202,872726,中机试验,0.22,255780610.05,4.6761998288,96.781,23838075.47,11.57,130.8067,4.188892416935,5.04,-0.155409090276,28.8741723134,,2025-08-28,20250630
2203,872560,理德铭,0.84,201039742.57,-29.7197214442,,6342041.42,155.6268533995,,11.559160148739,7.51,3.92287903427,60.3565308873,,2025-08-28,20250630
2204,872544,创业测绘,0.47,31705820.64,21.117147277,,4749301.02,74.73,,4.563756098,10.8,0.259066176,31.6894406995,,2025-08-28,20250630
2205,872523,权星智控,0.4,67974442.42,45.2532603992,,11894951.52,151.81,,2.511154447667,17.14,0.832986405,34.3188422288,,2025-08-28,20250630
2206,872515,启创环境,0.04,43599750.4,-43.6585819132,,2812847.1,-85.69,,3.61702459199,1.22,0.001641703677,34.3933773758,,2025-08-28,20250630
2207,872453,ST龙国,0.0,1050163.87,81.626957218,,83451.51,104.42,,0.024544365,18.58,-0.0020665455,87.9797302491,,2025-08-28,20250630
2208,872418,泰铂科技,0.59,250591516.67,42.0524050649,,15197738.59,15.04,,8.592751393364,7.1,-3.108643547044,25.858705283,,2025-08-28,20250630
2209,872380,ST金鑫能,0.08,87052015.18,-17.1818885162,,5135283.28,22.92,,1.373571298346,6.15,0.118768897464,14.0411411324,,2025-08-28,20250630
2210,872330,思伟科技,-0.09,2109852.89,-41.5188928988,,-935471.57,-87.12,,0.022463586,-135.11,-0.10139899,44.9092576308,,2025-08-28,20250630
2211,872264,ST四宝,-0.04,84375.0,-10.7142857143,,-765757.92,-311.51,,0.021733556092,-98.75,2.2146677e-05,10.9037037037,,2025-08-28,20250630
2212,872192,中智天弘,0.0,,-100.0,,-86761.4,-102.87,,1.212845419183,-1.29,0.000575239787,,,2025-08-28,20250630
2213,872186,长江期货,0.05,141669570.34,-43.6364317258,,28194020.37,-9.19,,1.770982437415,2.68,0.927682662289,,,2025-08-28,20250630
2214,872153,孔凤春,0.47,119518291.17,3.2478048851,,5676386.51,2.67,,3.892252831667,12.94,0.7322515025,62.1119981078,,2025-08-28,20250630
2215,872013,纬而视,-0.32,3242314.76,-93.6212644732,,-16360785.6,-1198.36,,1.415348950596,-20.46,0.049712865665,-103.7337581006,,2025-08-28,20250630
2216,871995,ST陆玛,-0.05,551985.47,-69.3619745209,,-1016320.2,1.32,,0.15497391355,-27.43,0.002590570759,62.177341371,,2025-08-28,20250630
2217,871952,国创节能,0.11,178457894.58,50.2901559512,,7591846.8,574.8,,4.128749349765,2.73,0.267900944102,27.5132122317,,2025-08-28,20250630
2218,871824,双星药业,0.08,28933461.06,-3.6858537161,,4392444.07,-53.89,,2.862897513156,2.8,-0.086468492072,72.8571212628,,2025-08-28,20250630
2219,871811,中能科技,-0.1,135222035.77,18.826253484,,-4326851.54,-11.82,,1.677719474,-5.13,-0.022452610889,12.9587104204,,2025-08-28,20250630
2220,871741,安泰科,-0.3,6833458.6,-17.511782397,,-12774526.36,0.16,,3.798527427907,-7.3,-0.364977654186,1.9382678341,,2025-08-28,20250630
2221,871721,润元户外,0.2,69859200.91,-8.245890679,,4067762.49,-28.16,,5.497832029,3.67,0.5824438235,28.2063395849,,2025-08-28,20250630
2222,871710,鸿网股份,-0.098,709632261.3,-0.3612709193,,-18791070.58,-164.7,,1.912716117917,-4.98,-0.155250092247,1.567809055,,2025-08-28,20250630
2223,871643,祥生科技,-0.13,36939662.96,-40.1702833637,,-8376433.21,39.5637541857,,3.130190433683,-4.19,-0.202659251749,4.914536367,,2025-08-28,20250630
2224,871635,中能北方,0.26,27566572.82,34.5419797212,,4094664.67,68.27,,1.015022913125,26.05,-0.23793101125,44.8011851914,,2025-08-28,20250630
2225,871575,精英在线,-0.76,6505490.7,-17.3504682792,,-3814676.29,-128.04,,1.185301288,-48.69,-0.823795488,31.7525943124,,2025-08-28,20250630
2226,871556,埃文低碳,-0.09,45174100.07,-56.6824842704,,-7614845.14,-226.41,,1.807171979129,-4.68,-0.061204018572,19.9290159097,,2025-08-28,20250630
2227,871554,众汇控股,-0.01,8298964.61,581.0972307334,,-137876.51,82.04,,0.242959339167,-4.62,-0.029712749167,0.1477208372,,2025-08-28,20250630
2228,871536,江苏泰尔,0.04,41893986.55,-17.0210445319,,1522671.92,-24.74,,1.508791487857,2.44,0.002860653095,28.4736524555,,2025-08-28,20250630
2229,871529,鼎峰科技,0.04,39338220.48,-15.4283310128,,1834380.6,-70.02,,3.674975425744,1.22,0.327124686102,14.1516340141,,2025-08-28,20250630
2230,871381,剑门旅游,-0.0165,37965479.86,-5.3362870997,,-4130412.57,-233.26,,2.11482491664,-0.78,-0.24847459804,22.346181719,,2025-08-28,20250630
2231,871323,千年工艺,0.06,15327837.0,-19.9071684531,,565418.12,-79.19,,1.958126973,2.59,0.001023247,45.9246647782,,2025-08-28,20250630
2232,871252,必安必恒,-0.02,,,,-144057.68,13.4,,0.144622828649,-14.0,-0.024077029314,,,2025-08-28,20250630
2233,871195,皇封参,0.01,24945558.22,26.4381230037,,871271.01,113.98,,3.679268709375,0.3,-0.08549748225,20.9836945874,,2025-08-28,20250630
2234,871124,ST德元,-0.17,3832296.84,-81.9959711401,,-2523858.64,16.9,,-0.803036492667,,-0.047177589333,7.9024846624,,2025-08-28,20250630
2235,871088,百草堂,-0.0082,22715047.21,7.3278045402,,-1071908.97,-485.89,,0.173926591611,-4.62,-0.008575000332,43.5534185711,,2025-08-28,20250630
2236,870986,一号农场,0.055,81407320.52,-4.8119669533,,3011387.26,-55.07,,2.475802330475,2.26,0.022420998554,21.2412603063,,2025-08-28,20250630
2237,870981,希源股份,0.22,404290356.87,24.5709962717,,24928874.27,-41.04,,1.858204128417,12.52,0.359070113906,14.35081367,,2025-08-28,20250630
2238,870876,鼎安交通,-0.0539,15265384.86,10.6478116802,,-1078875.84,-26.18,,1.7302113075,-3.0,0.183358756,27.1844126307,,2025-08-28,20250630
2239,870861,ST避暑,-0.045,12577141.14,-9.8636110986,,-1763850.86,-18.25,,1.082238879744,-4.09,0.008184852821,1.0342557864,,2025-08-28,20250630
2240,870840,鼎欣科技,0.32,527530735.04,23.870706906,,20839427.79,7.25,,7.145273959473,4.64,-0.933798655935,18.9264474538,,2025-08-28,20250630
2241,870790,蓝色星际,-0.38,36350490.49,-76.322738176,,-73219003.57,-1555.78,,3.027105660221,-11.82,-0.074987775842,26.6707826478,,2025-08-28,20250630
2242,870779,科源新材,-0.01,92118026.2,46.6845926447,,-448248.94,78.6,,1.100479128,-0.77,-0.011286309905,8.4256976731,,2025-08-28,20250630
2243,870762,中明科技,0.04,38027415.63,2.9535987944,,752979.87,-67.79,,1.0923994175,3.51,-0.091781497,31.9366231147,,2025-08-28,20250630
2244,870627,点春科技,-0.25,2303268.35,-21.2624167829,,-2703652.57,12.62,,0.326089609091,-54.74,-0.123268244545,61.6416684578,,2025-08-28,20250630
2245,870558,ST富润科,-0.05,,-100.0,,-2639222.49,-248.77,,0.351563584808,-13.46,0.048558257885,,,2025-08-28,20250630
2246,870549,中凯国际,0.35,74912923.99,27.386771449,,5780043.36,13.67,,0.773877943097,57.63,0.003521360288,18.1681462491,,2025-08-28,20250630
2247,870415,ST绿金高,-0.1,42099538.42,26.6399079122,,-5826354.13,-51.48,,-0.383578012395,,0.038988475346,12.5114296681,,2025-08-28,20250630
2248,870372,楼兰酒庄,-0.05,28360565.79,-5.6757479257,,-6301905.24,-16.88,,1.080139228275,-4.62,-0.109914895833,44.6996739905,,2025-08-28,20250630
2249,870328,和和新材,0.36,193746469.2,0.2048760704,,15448092.66,-1.67,,4.257882787623,8.63,0.275180060947,28.3326907461,,2025-08-28,20250630
2250,870324,思维福特,0.13,47327906.26,7.599792317,,4561683.18,-12.43,,1.815465105235,6.09,0.08654723317,26.7763484199,,2025-08-28,20250630
2251,870309,中天新能,0.01,40597858.45,42.5452275406,,656914.0,-37.25,,1.614947069573,0.61,0.062303605703,15.4412765583,,2025-08-28,20250630
2252,870293,雅美特,-0.06,48677625.07,13.1353006189,,-2646281.87,43.76,,0.773887005373,-7.71,0.082103099973,26.6358146301,,2025-08-28,20250630
2253,870277,太康高科,-0.16,2190636.9,-78.5021716244,,-2021128.58,-190.88,,2.174064471713,-7.43,-0.79910638446,52.6893471027,,2025-08-28,20250630
2254,870144,荷金股份,-0.01,1506674.76,-13.2062755305,,-3114032.05,6.16,,0.296762907692,-3.86,-0.012291096284,47.7183556191,,2025-08-28,20250630
2255,870122,一景乳业,0.02,85307858.9,-12.6144842869,,2070027.18,130.43,,1.155827740062,1.89,0.116402231739,43.0530453508,,2025-08-28,20250630
2256,870086,柯美特,0.04,401484953.02,-3.2453489997,,2543987.96,-82.56,,3.776998315526,1.06,-0.321735441619,10.2871867972,,2025-08-28,20250630
2257,870014,金牛电气,0.07,66955705.46,-4.6868260279,,7370169.08,-2.23,,1.764894724797,3.85,0.071157732171,24.4387132472,,2025-08-28,20250630
2258,870005,中关科技,-0.1192,8291535.95,1.3547562063,,-6358168.74,34.28,,0.774910261462,-14.28,-0.101317864271,34.2386675656,,2025-08-28,20250630
2259,839911,真石数科,-0.09,445234.12,-91.6975867148,,-5177294.38,-34.72,,0.6993319311,-11.45,0.06736360025,-1047.9875531552,,2025-08-28,20250630
2260,839894,长城搅拌,0.32,300514973.73,-15.9259682069,,43821521.22,-49.21,,4.955703016222,6.77,0.563371530074,29.0588480887,,2025-08-28,20250630
2261,839813,微特电机,0.77,385817631.84,45.5126468858,,35622013.6,138.4,,7.664308318703,10.61,-0.284366141838,14.8775052571,,2025-08-28,20250630
2262,839582,力通科技,0.02,33170456.73,-14.8988626239,,1263555.63,-55.73,,2.09506568538,1.18,-0.392702177973,28.1438670139,,2025-08-28,20250630
2263,839509,瞳景物联,-0.1,12003166.72,-73.6387520371,,-4752449.09,-199.31,,0.615107981857,-15.07,-0.006958407384,7.1998331787,,2025-08-28,20250630
2264,839502,通普股份,0.003,28701978.87,5.6366065671,,230138.45,-23.37,,1.146408183204,0.26,0.06999412322,30.7418567199,,2025-08-28,20250630
2265,839438,由我科技,-0.02,137844353.22,-8.0240409176,,-1685186.33,43.37,,0.719931444063,-3.33,-0.162724081136,19.3953306722,,2025-08-28,20250630
2266,839305,尼普顿,0.66,138341184.46,14.5965799242,,29652330.46,9.09,,5.783844266368,12.2,0.949985819955,39.9177842127,,2025-08-28,20250630
2267,839228,天讯达,-0.09,556567634.88,-29.8487109285,,-5148367.94,-151.3,,1.179496773833,-7.02,0.576226085833,3.246808416,,2025-08-28,20250630
2268,839206,睿路传播,0.07,61290578.85,-28.036083066,,2077550.54,-67.17,,2.229355833279,3.08,1.08269769619,16.7861994992,,2025-08-28,20250630
2269,839012,东舟船舶,0.32,148492754.75,24.1875861909,,16229095.3,132.49,,4.525237620367,6.7,0.284887508569,24.1761927917,,2025-08-28,20250630
2270,838984,天星股份,-0.16,27995544.07,-40.8866789641,,-7838786.95,-999.1752839304,,1.037147797561,-14.32,-0.086015914228,-0.1879085467,,2025-08-28,20250630
2271,838951,超然科技,0.004,24835018.29,72.079750887,,41457.63,104.84,,1.16266889,0.37,0.095934045,18.6402326181,,2025-08-28,20250630
2272,838901,万鸿泰,-0.06,1083354.77,-74.6155415513,,-1290233.19,-134.94,,0.1982232585,-27.99,-0.044164049,,,2025-08-28,20250630
2273,838858,伊斯佳,0.1,80987967.59,18.2894120988,,3834084.85,-17.51,,3.706110675956,2.58,0.119542484571,31.2487171898,,2025-08-28,20250630
2274,838775,科贝科技,-0.03,140140574.16,-19.4841661664,,-1796310.74,-122.77,,2.497216210143,-1.17,-0.285532434064,18.9103218956,,2025-08-28,20250630
2275,838573,巨龙通信,0.02,11641673.43,-63.6156769879,,616530.34,-69.15,,1.116609417788,1.79,0.011383493077,7.0306625153,,2025-08-28,20250630
2276,838526,鑫英泰,0.05,28937985.3,99.9966477841,,3202069.98,141.39,,2.445205339802,2.21,-0.131604494663,46.8027900339,,2025-08-28,20250630
2277,838504,光环国际,-0.27,25101947.08,-35.3108798841,,-8107454.79,-123.76,,1.237372359403,-19.65,-0.520272869215,73.5314741967,,2025-08-28,20250630
2278,838498,耐特阀门,0.129,61643819.51,25.2584620501,,6441101.54,21.77,,2.158836655,5.98,0.229581665,30.3677628168,,2025-08-28,20250630
2279,838478,东仁新材,0.03,134198622.54,0.3466855423,,2849289.03,-12.3,,1.353493546175,2.04,0.220108134467,8.0889132798,,2025-08-28,20250630
2280,838460,汇博医疗,-0.07,31928928.11,-47.0143606224,,-5241372.77,-170.41,,0.565037820816,-9.04,0.069803552857,65.1505564745,,2025-08-28,20250630
2281,838395,科融数据,0.08,75351087.79,-3.9053464207,,4426722.56,-54.41,,2.249557318405,3.72,-0.338316369237,30.345189513,,2025-08-28,20250630
2282,838213,金万达,0.62,84714737.16,7.3598909163,,6236329.29,2.76,,7.249335597,8.03,-0.229973292,24.9586726924,,2025-08-28,20250630
2283,838146,福百盛,1.29,848900096.6,21.2102967844,,113738024.83,360.59,,6.515081883278,20.32,1.38056690652,14.4387450409,,2025-08-28,20250630
2284,837983,海峡人力,0.19,1624789221.78,-3.0081570542,,10597689.28,-30.23,,3.439546353614,5.54,-0.634172505888,2.99844665,,2025-08-28,20250630
2285,837891,浙伏医疗,0.07,119650696.9,-0.3558622954,,6397500.45,-46.13,,2.725566114631,2.56,0.225660906457,33.1313469349,,2025-08-28,20250630
2286,837852,邦客乐,-0.07,20709081.55,-11.6277350087,,-1984735.8,-698.8925111065,,0.707664284,-8.93,-0.023258101667,3.5058904387,,2025-08-28,20250630
2287,837718,中泓在线,0.05,33896604.85,-6.6807431328,,1499996.73,-68.06,,1.731857652258,2.84,-0.135685351723,55.4411013527,,2025-08-28,20250630
2288,837595,ST坦程,-0.58,1384901.85,7.0506904014,,-10569938.37,-65.95,,-0.632147863536,,-1.327734766298,-73.3238200238,,2025-08-28,20250630
2289,837560,人和商务,0.08,14474980.55,-6.8997519462,,974016.14,65.92,,2.534151055807,3.37,-1.076553695616,41.7793921664,,2025-08-28,20250630
2290,837146,天成环保,0.33,39643456.86,24.3857392147,,12893619.26,48.49,,0.546690293011,87.02,-0.030924185605,21.5659058951,,2025-08-28,20250630
2291,837073,喜悦娱乐,0.03,11846758.12,-29.7333928297,,910402.51,153.5,,0.311168972121,9.28,0.086056003939,33.5548542456,,2025-08-28,20250630
2292,836780,新之科技,0.06,36475224.29,-88.44066154,-51.1629,3185295.9,27487.42,122.1256,2.430474742927,2.66,0.390542051575,18.080028042,,2025-08-28,20250630
2293,836456,南字科技,0.13,162651332.81,13.7215821909,,7743319.15,1177.5,,1.638323313167,7.87,-0.087227767833,12.412596092,,2025-08-28,20250630
2294,836329,宝坤新材,-0.01,,-100.0,,-461855.84,54.07,,0.078925016509,-17.0,-0.000389405359,,,2025-08-28,20250630
2295,836275,晶杰通信,0.01,136445343.0,2.9553155743,,216719.01,111.81,,1.463174092749,0.68,0.127309727185,12.8823388938,,2025-08-28,20250630
2296,836274,泓杰股份,0.29,262274513.91,17.1138200721,,21183335.38,33.18,,5.822381864583,4.84,0.282464284861,26.5369177517,,2025-08-28,20250630
2297,836212,嘉宇特装,-0.05,6219232.35,-62.7374126353,,-1297822.05,-213.51,,-0.019390417829,,0.010466646512,34.0425068698,,2025-08-28,20250630
2298,836171,神马华威,0.1121,78580751.47,-19.09329481,,2865520.79,-52.92,,3.020334043944,3.78,-0.323790883371,12.7709388524,,2025-08-28,20250630
2299,836033,元潮科技,-0.0019,,,,-59769.75,65.6646824251,,0.153208340968,-1.25,8.132903e-06,,,2025-08-28,20250630
2300,836012,百姓网,-0.013,7785499.79,-43.7487320479,,-4918214.88,-104.1,,0.600245596892,-0.71,-0.020613061642,51.7005602539,,2025-08-28,20250630
2301,835993,泽衡环保,0.58,73145550.23,-15.2532030649,,34766167.29,-33.39,,6.0663834705,9.91,0.327275033333,75.0273341816,,2025-08-28,20250630
2302,835982,联盛科技,0.44,22185195.54,13.8121144121,,7085653.75,-6.02,,2.209061223815,22.22,0.434400237531,70.3655059152,,2025-08-28,20250630
2303,835906,科润股份,0.23,221344259.33,27.440838822,,23880357.01,46.21,,2.617060018046,8.77,0.045151810469,37.4782039169,,2025-08-28,20250630
2304,835775,用尚科技,0.13,41882179.58,38.0291833645,279.5116,2677681.44,36.66,263.6237,3.932139134,3.46,-0.3051900855,48.0734034902,,2025-08-28,20250630
2305,835755,创研股份,0.71,358654992.3,17.5048741502,,20963249.99,6.02,,3.65986181923,19.19,-1.595521401707,12.2531736693,,2025-08-28,20250630
2306,835526,捷林科技,0.02,96632613.8,-24.4952945802,,2190856.02,194.18,,1.475538357044,1.34,0.30796498039,21.5888854494,,2025-08-28,20250630
2307,835051,中科物联,0.13,71080183.97,33.0529221617,,11276310.4,124.95,,2.195619828907,6.22,-0.05824507309,29.7176956364,,2025-08-28,20250630
2308,834985,平治东方,-0.07,16184225.29,5.2472373086,,-2401363.61,21.32,,0.693927376918,-9.33,-0.106697110418,52.9642442341,,2025-08-28,20250630
2309,834878,ST华尊,-0.15,4564175.51,-60.5788639419,,-4108611.13,44.48,,-0.294081933915,,0.039879798855,78.6388775396,,2025-08-28,20250630
2310,834797,荣达禽业,0.016,195963679.01,-1.2055407785,,1163178.95,-71.74,,3.081104600874,0.53,-0.083890235165,17.3353081508,,2025-08-28,20250630
2311,834762,清鹤科技,0.0,50178813.98,-31.7290798282,,227708.51,101.87,,0.126559854419,2.82,-0.043976672365,42.8411425558,,2025-08-28,20250630
2312,834757,ST声望,0.027,11794412.35,-2.3970202999,,563978.33,1204.74,,-0.274147773333,,-0.078382084762,57.4544411278,,2025-08-28,20250630
2313,834686,华夏科技,-0.05,19903092.19,129.1621117267,,-2797449.99,-46.16,,0.124393563833,-37.12,0.078945169167,31.639196462,,2025-08-28,20250630
2314,834630,新片场,-0.23,77613395.72,-22.0019514358,,-9402354.35,28.94,,2.440168567092,-8.94,-0.215233765237,29.0082722591,,2025-08-28,20250630
2315,834498,易简集团,-0.15,7534259.92,22.7939780612,,-10018078.58,-1966.59,,1.163933463095,-12.24,-0.001795205048,59.3278995875,,2025-08-28,20250630
2316,834370,威旗科技,-0.1,12206205.12,-16.8138463355,,-1469980.28,51.06,,2.473977528667,-3.93,-0.333447259333,31.0182624557,,2025-08-28,20250630
2317,834324,安碧捷,-0.11,2709723.9,-47.6647691751,,-4574398.81,-84.2,,1.581772210476,-6.66,-0.014542707143,6.2075372329,,2025-08-28,20250630
2318,834134,中业科技,0.0544,20903263.27,-45.5371777107,,2858636.98,290.95,,0.152826040918,43.26,-0.097244699675,30.8705064212,,2025-08-28,20250630
2319,834089,浙商创投,0.0,29781708.78,28.4917995188,-3.5927,3559498.77,148.59,71.6543,1.736291149647,0.3,0.170552718147,,,2025-08-28,20250630
2320,833979,天图投资,0.11,112615612.29,115.0473829288,-134.8304,76005145.54,110.26,-77.9559,9.383303640525,1.17,0.50501671987,,,2025-08-28,20250630
2321,833881,一森股份,0.02,23380675.79,-1.0321584022,,-6341859.75,-494.1,,2.259534205436,-2.67,0.001393282755,30.3071588847,,2025-08-28,20250630
2322,833836,盛祥电子,0.02,263098679.12,4.8286032295,,3893850.43,140.16,,1.801380491224,0.23,-0.087339274389,9.7043039499,,2025-08-28,20250630
2323,833768,上海寰创,0.43,137236979.11,16.6700206905,,34084076.17,77.43,,3.642095295257,11.92,0.598135465191,52.5951839498,,2025-08-28,20250630
2324,833631,汇通金科,0.05,240757163.05,-7.0956823296,,5552501.85,-70.29,,2.427892792037,2.27,-0.360718229262,12.6960567996,,2025-08-28,20250630
2325,833628,金山地质,-0.14,15332498.6,-11.4431232949,,-3267073.22,-6187.37,,1.042761534863,-12.91,-0.003829436452,4.2965413348,,2025-08-28,20250630
2326,833599,营财安保,0.16,185362278.08,9.9414112492,,5250863.48,3.01,,3.209155351074,5.1,-0.168483011516,11.1698436027,,2025-08-28,20250630
2327,833585,千叶珠宝,0.13,288235838.34,-20.8624329117,,14755805.11,40.6,,11.510183612453,1.17,-0.16087900283,16.5446820925,,2025-08-28,20250630
2328,833556,ST施勒,-0.05,30996215.92,-15.8850489265,,-1859236.2,34.51,,-0.2288181535,,0.0025127335,10.9893936047,,2025-08-28,20250630
2329,833499,中国康富,0.04,1284474873.54,5.8690938475,-9.1852,100348725.09,-28.07,-43.575,2.105769722045,1.93,0.300631252353,37.5828127801,,2025-08-28,20250630
2330,833495,微瑞思创,0.13,111510076.92,8.3432809549,,3753010.05,2.73,,5.067082210357,2.62,-0.986000210018,10.9564683009,,2025-08-28,20250630
2331,833484,万邦工具,0.1728,37869439.29,20.1286536786,,7082724.05,102.01,,3.575703362135,4.91,0.16720406784,37.1472907805,,2025-08-28,20250630
2332,833457,云朵科技,-0.04,23448874.54,16.454824305,,-2090100.57,-731.08,,1.043062435763,-3.82,0.013261057532,36.3686095699,,2025-08-28,20250630
2333,833444,华恒股份,0.0,288453873.88,-17.4157498013,,849947.88,-97.01,,2.934327851769,0.11,0.125209496616,26.2720125477,,2025-08-28,20250630
2334,833395,帕卓管路,0.11,76973162.43,41.4005785245,,3752709.55,-22.16,,1.857375872443,5.91,0.25814781733,36.9840194833,,2025-08-28,20250630
2335,833349,ST鼎隆,-0.0682,20674603.6,-51.4488425281,,-3567666.9,-191.58,,0.966082824217,-6.82,-0.365563920422,22.0899609413,,2025-08-28,20250630
2336,833302,国投羌山,-0.124,139712834.27,27.4785168277,,-29856682.9,36.31,,1.295814377448,-9.13,0.057397932321,1.7202624673,,2025-08-28,20250630
2337,833265,润杰农科,0.05,152989165.37,-9.1002735833,,1111478.99,-23.33,,1.553564899524,3.04,0.249789757143,29.6553335854,,2025-08-28,20250630
2338,833205,博采网络,-0.1594,384339169.63,2.624105231,,-26112051.06,-2312.88,,1.042090857326,-14.21,0.164688636827,1.5049761947,,2025-08-28,20250630
