code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
833535,新青年,-0.2,16400227.86,29.5378442939,,-2210818.96,128.73,,1.862337311818,-10.24,0.139083170909,29.1658369069,,2026-07-22,2024-06-30
874103,钜芯科技,0.29,282709644.4,,42.6142,29065231.78,,49.0909,4.544864690889,7.41,-0.413421614778,16.4048719026,,2026-07-17,2024-06-30
600448,华纺股份,0.002,1409032577.42,2.526657858,13.0331,836086.69,-55.13,-111.5663,1.991494771292,0.07,0.029625136917,11.2016024079,纺织制造,2026-07-14,2024-06-30
002667,*ST威领,-0.2094,276993633.74,-62.4117311861,57.9963,-50932992.47,-39.63,-123.5112,2.578427620714,-7.83,-0.458291807271,16.715445375,专用设备,2026-07-07,2024-06-30
603843,*ST正平,-0.11,553078964.83,-13.788248505,32.2281,-78397670.14,7.22,-273.3805,1.135773290475,-9.41,-0.119228587472,5.109351508,基础建设,2026-06-30,2024-06-30
603389,亚振家居,-0.11,102562773.53,-2.9786442336,119.7939,-28089106.84,40.3571272874,100.628,1.326686439152,-7.75,-0.100200880602,44.8404748498,家居用品,2026-06-30,2024-06-30
874414,上舜科技,0.56,78199814.64,,,16900997.08,,,3.620807508667,16.98,0.518429396667,42.5955975258,,2026-06-29,2024-06-30
000972,中基健康,0.0153,245129564.67,-14.8630062772,5.551,11801438.44,-69.01,-2.7408,0.279169867183,5.63,0.056579019194,17.310240675,农产品加工,2026-06-26,2024-06-30
874226,博韬合纤,0.9,427679222.77,,11.0,37017152.13,,-3.3913,,8.11,,15.2684374371,,2026-06-23,2024-06-30
002529,海源复材,-0.1977,104161839.77,-33.5564496434,41.673,-51408780.69,-34.7,-15.6073,1.538800387769,-11.81,-0.005996491038,-4.7542370324,专用设备,2026-06-22,2024-06-30
874593,安特磁材,0.6,305780234.51,,,35956929.59,,,,10.53,,19.8290825917,,2026-06-16,2024-06-30
874049,文依电气,0.34,136393647.36,10.2688033208,,19139802.22,15.44,,6.1035420638,5.7,0.005611632534,43.6249101932,,2026-06-16,2024-06-30
