code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
603843,*ST正平,-0.05,283748260.89,-16.1727730035,-61.1407,-31856457.05,-369.96,87.7523,2.163216804633,-2.08,-0.600350007757,8.5536937438,基础建设,2026-06-30,2023-03-31
300076,*ST宁视,-0.0088,19243646.0,16.9363202858,-78.2277,-3712327.22,-199.55,59.6016,2.368099037453,-0.37,-0.026082271675,13.5093408494,光学光电子,2026-04-30,2023-03-31
002726,ST龙大,0.01,3476825794.2,4.0865114331,-25.4591,15339099.2,-9.56,-24.6421,2.868937847537,0.68,-0.077217270548,4.6712951348,食品加工,2026-04-30,2023-03-31
605199,ST葫芦娃,0.1,527261635.05,32.0909148255,15.0109,40560003.62,35.59,193.9923,2.635403236843,3.92,-0.295757008185,54.0170481877,中药Ⅱ,2026-04-29,2023-03-31
603329,上海雅仕,-0.0493,587920009.13,-16.8687694408,-1.223,-7834602.54,-113.63,-182.056,7.09912993241,-0.69,-0.900900075112,8.4093023493,物流,2026-04-29,2023-03-31
600525,ST长园,0.0122,1792319764.54,17.3180893533,-22.3494,15989534.78,-67.3,-95.0902,3.673594773416,0.31,-0.128803838045,34.638016584,电网设备,2026-04-29,2023-03-31
300746,汉嘉数智,0.04,233071720.19,-55.1285644954,-75.3533,9351447.87,-34.41,145.3211,5.769597298515,0.72,-0.066862166756,22.2368265175,工程咨询服务Ⅱ,2026-04-28,2023-03-31
300122,智飞生物,0.8467,11172773125.45,26.3723928367,7.0115,2032024553.16,5.68,5.1857,16.417648226456,8.05,-0.650018019519,30.303273673,生物制品,2026-04-28,2023-03-31
200530,冰山B,0.03,1055105512.64,87.1150598518,19.1686,24486912.44,299.03,133.5479,3.594203974823,0.84,-0.187882836693,16.9100721181,通用设备,2026-04-24,2023-03-31
000530,冰山冷热,0.03,1055105512.64,87.1150598518,19.1686,24486912.44,299.03,133.5479,3.594203974823,0.84,-0.187882836693,16.9100721181,通用设备,2026-04-24,2023-03-31
688646,ST逸飞,0.12,114100735.37,219.3134393414,-55.7632,8675946.16,409.89,-83.6632,8.1137942966,1.51,-0.741952600262,30.313068963,自动化设备,2026-04-18,2023-03-31
