code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
300982,苏文电能,1.09,727321420.04,38.3975345284,18.3677,127651959.1,60.05,15.1007,9.030605407705,13.52,-0.309294368067,29.3016070829,基础建设,2026-04-29,2021-06-30
200530,冰山B,-0.017,1094285620.97,25.2898263109,22.5923,-14584210.01,38.21,149.5439,3.956854831969,-0.43,-0.034259259724,13.1483818258,通用设备,2026-04-24,2021-06-30
000530,冰山冷热,-0.017,1094285620.97,25.2898263109,22.5923,-14584210.01,38.21,149.5439,3.956854831969,-0.43,-0.034259259724,13.1483818258,通用设备,2026-04-24,2021-06-30
000892,欢瑞世纪,0.0116,61646354.78,143.2876036858,19.9663,11350800.42,109.21,-138.816,1.917741394206,0.61,-0.056896403951,63.8017311492,影视院线,2026-04-23,2021-06-30
603377,ST东时,0.11,548003126.65,128.6965932112,44.4566,75878804.75,332.35,12.4658,2.863042342547,3.43,0.316520659743,50.0443613208,教育,2026-04-20,2021-06-30
600300,维维股份,0.06,2035293421.77,-19.4667439043,-10.4417,90802848.53,-35.85,-58.5007,1.733973698176,3.09,0.056855302949,18.6328225608,饮料乳品,2026-04-04,2021-06-30
002726,ST龙大,0.31,10600625473.6,-8.6147439406,-27.5872,306840465.9,1.26,-56.4141,3.403090384162,12.39,-0.00370635434,6.182765401,食品加工,2026-01-31,2021-06-30
688270,ST臻镭,,83738925.86,,101.5091,40917388.92,,229.7151,4.91598918022,10.71,0.175233971306,86.6609318363,半导体,2025-12-25,2021-06-30
832327,海颐软件,0.16,135206547.2,23.0835684611,,7083325.9,20.26,,7.925914367586,2.05,-1.986411082529,49.8110964555,,2025-07-25,2021-06-30
300128,锦富技术,-0.0359,415214864.25,-29.0636114729,-3.6407,-39292807.4,-174.06,-78.3082,1.083517025506,-3.26,0.054490546277,18.6584479893,消费电子,2025-07-03,2021-06-30
600156,华升股份,0.0194,491310592.02,6.0494587743,-10.6192,7812740.86,-64.38,212.8794,1.813508045056,1.08,-0.055964128928,2.752838172,纺织制造,2025-05-14,2021-06-30
300959,线上线下,0.56,640943096.35,49.4763556181,-8.238,39465660.21,13.95,-11.5622,13.616612133625,5.52,0.129518881625,11.0067177339,通信服务,2025-04-29,2021-06-30
300152,*ST动力,-0.0375,85453880.09,-51.1677962868,138.4972,-26716363.35,18.15,-82.6402,1.022651737977,-3.63,0.000451724705,18.416959035,环境治理,2025-04-29,2021-06-30
688053,ST思科瑞,0.69,110075839.86,,65.038,51688332.08,,85.4858,3.632598729867,20.92,0.139593560933,78.2858365283,军工电子Ⅱ,2025-04-26,2021-06-30
002329,皇氏集团,0.0125,1279389595.38,26.1946960542,12.7237,10504621.82,1232.13,4.4851,2.344403955788,0.52,0.00669816497,22.354033895,饮料乳品,2025-04-25,2021-06-30
300137,先河环保,0.18,538722232.36,12.4756933866,81.9364,94795775.32,-15.85,258.3299,3.766283501819,2.77,-0.23077426544,48.3910292356,环保设备Ⅱ,2025-02-12,2021-06-30
002512,ST达华,-0.1467,1472406829.08,16.9523949307,-4.2707,-168218353.53,-955.49,26.0186,1.037643195609,-13.29,-0.037643131769,6.6226288078,计算机设备,2025-01-27,2021-06-30
000833,粤桂股份,0.1023,1096170795.87,-38.4905870474,-16.6953,68352286.48,302.16,5529.1156,4.3576522131,2.37,0.111851069096,20.7168220697,综合Ⅱ,2025-01-25,2021-06-30
002178,延华智能,-0.01,358287210.65,31.8997492094,20.6944,-7400236.31,53.1,146.8713,0.78379031532,-1.32,-0.142819636338,12.4258984571,软件开发,2025-01-18,2021-06-30
600576,祥源文旅,0.0159,103817422.61,-16.7625908071,65.5792,9828349.0,67.02,-23.6346,1.671341660652,0.95,0.005985265082,59.028639692,旅游及景区,2025-01-03,2021-06-30
837527,和田维药,0.9,61912344.14,44.7364140651,,15145002.6,80.38,,7.414995638095,12.94,1.141811086905,69.6135292383,,2024-09-10,2021-06-30
002569,*ST步森,0.26,131879636.84,-8.8549402574,43.3124,36888811.23,195.36,413.2421,1.681942995278,16.91,-0.1119983656,26.8540891821,服装家纺,2024-09-07,2021-06-30
300335,迪森股份,0.05,604797688.83,30.3937355154,-5.1463,19475565.02,458.62,105.2614,3.638468989895,1.28,0.156486024258,24.4513866292,电力,2024-08-28,2021-06-30
837510,明辉股份,0.08,203681388.77,39.4559321381,,11527231.04,39.71,,2.070385276341,4.06,-0.302469393551,16.1561208654,,2024-08-21,2021-06-30
300277,汽轮科技,0.0228,80945214.76,20.9187414675,247.9717,7648181.27,-14.6,182.2688,1.427932733731,1.57,0.045232941582,25.48550765,IT服务Ⅱ,2024-08-02,2021-06-30
920056,能之光,0.43,234873667.08,,,13296356.56,,,,11.2,,13.2032499239,塑料,2024-05-24,2021-06-30
300398,飞凯材料,0.33,1202549895.8,45.0148956312,13.6276,168019958.3,52.22,46.3231,5.377215529407,5.77,0.298633645273,39.7763808097,电子化学品Ⅱ,2024-05-14,2021-06-30
400255,亚星3,-0.18,486560765.59,-47.7136319079,-20.8829,-38627526.3,1.8339038953,-3590.1033,-0.092519127182,,1.153633628455,10.4680794902,,2024-04-30,2021-06-30
688151,华强科技,0.74,616130514.48,-5.4019141058,14.0864,190977291.94,4.1389736767,-8.2687,5.123661748288,15.23,0.236421124936,44.119454645,医疗器械,2024-04-27,2021-06-30
