code,name,sector,roe,net_margin,gross_margin,rev_yoy,profit_yoy,eps,revenue,net_profit,bps,rev_qoq,profit_qoq,cps,industry,pub_date,report_date
000657,中钨高新,稀土与钨金属,6.59,6.166590284658556,20.1706001904,16.309222998,-39.3,0.2268,7613676126.79,469504212.34,4.124344284055,29.436,30.1573,-0.262149215928,小金属,2025-08-27,2024-06-30
000938,紫光股份,网络交换设备,2.91,2.635940283692056,19.0334313797,5.2863999415,-2.13,0.3498,37950866107.59,1000362167.74,12.088973692719,23.1585,41.8197,-1.125555731668,IT服务Ⅱ,2025-08-30,2024-06-30
000977,浪潮信息,AI 服务器与算力硬件,3.24,1.403402513917098,7.7402594553,69.242486922,90.56,0.4023,42195350606.66,592170611.17,12.501728491252,38.9081,-5.1896,-3.07944921469,计算机设备,2025-08-27,2024-06-30
002050,三花智控,热管理部件,8.32,11.074198987192231,27.4616995137,9.1560284383,8.59,0.4,13676072161.08,1514515444.75,4.833651608622,12.3759,33.8145,0.311210695363,家电零部件Ⅱ,2025-08-29,2024-06-30
002371,北方华创,刻蚀与制程设备,10.81,22.387579169909056,45.7314847106,47.9078110412,54.54,3.8952,12463584943.88,2790294946.72,50.908337203761,9.452,45.0168,-0.590749250032,半导体,2025-08-29,2024-06-30
002384,东山精密,PCB 印制电路板,3.05,3.3713084785264913,13.0672031434,21.6688325151,-32.01,0.33,16628586195.56,560600936.27,10.627696727929,14.7063,-6.2541,1.221714320342,元件,2025-08-27,2024-06-30
002460,赣锋锂业,锂矿与锂电材料,-1.63,-7.929832319393701,10.8007718396,-47.1551984339,-113.0,-0.38,9588814082.87,-760376878.19,21.965702697391,-10.4189,26.7547,1.95447257849,能源金属,2025-08-23,2024-06-30
002466,天齐锂业,锂矿与锂电材料,-10.65,-81.10470287491552,51.8140299516,-74.1428594497,-180.68,-3.18,6418578589.96,-5205769094.18,27.162920421733,48.336,66.4086,1.362377532364,能源金属,2025-08-30,2024-06-30
002837,英维克,数据中心温控设备,7.13,10.712986337491024,28.4730081955,38.2356917037,99.63,0.19,1712557931.47,183466097.22,3.497757244727,29.6748,96.0314,-0.06173453957,专用设备,2025-08-19,2024-06-30
002851,麦格米特,工业电源与控制,6.92,7.842660127865895,25.6534666089,22.0489235996,-19.27,0.6314,4011199616.98,314584753.01,8.883250748982,19.0771,27.1145,0.13153624468,其他电源设备Ⅱ,2025-08-30,2024-06-30
