code,name,sector,roe,net_margin,gross_margin,rev_yoy,profit_yoy,eps,revenue,net_profit,bps,rev_qoq,profit_qoq,cps,industry,pub_date,report_date
000657,中钨高新,稀土与钨金属,4.03,2.2034711188060516,18.8732881777,19.2124374558,40.0,0.1656,7051218601.14,155371565.4,4.12100896342,4.8504,-5.9229,-0.140245623388,小金属,2021-10-26,2020-09-30
000938,紫光股份,网络交换设备,4.27,2.9924789670364214,19.8766848233,8.9872404758,4.32,0.433,41365702958.17,1237859960.59,10.187052407768,1.4756,-34.0985,0.731942058115,IT服务Ⅱ,2021-10-30,2020-09-30
000977,浪潮信息,AI 服务器与算力硬件,5.34,1.3808311704920113,11.575249797,19.0234875056,21.37,0.4519,45503069072.24,628320561.28,8.051098939659,-20.1267,-17.297,-3.797664827091,计算机设备,2021-10-27,2020-09-30
002050,三花智控,热管理部件,11.37,12.710591064518265,28.6929256893,-0.3202452786,3.4,0.31,8593215985.99,1092248543.27,2.675283291349,15.5417,3.8519,0.437135522019,家电零部件Ⅱ,2021-10-26,2020-09-30
002371,北方华创,刻蚀与制程设备,5.39,8.514618491507232,35.1674250326,40.1570349599,48.86,0.6655,3835578894.53,326584909.81,12.693136768236,33.8585,-9.5714,0.333252722382,半导体,2021-10-29,2020-09-30
002384,东山精密,PCB 印制电路板,9.79,5.2361894182550435,17.2292408238,11.5121592985,7.6,0.56,18252878959.61,955755316.61,7.291173235624,11.3236,46.3991,0.904952862504,元件,2021-10-26,2020-09-30
002460,赣锋锂业,锂矿与锂电材料,3.54,8.489234349561231,18.8156787767,-7.5415953983,0.4,0.25,3892964913.58,330482914.66,6.964321674331,15.1338,16.9818,0.150883479471,能源金属,2021-10-27,2020-09-30
002466,天齐锂业,锂矿与锂电材料,-17.22,-45.46257065387715,44.1736504029,-36.0891718265,-890.95,-0.75,2426784456.69,-1103278598.24,3.963448312482,-39.8137,-107.2207,0.450315247197,能源金属,2021-10-30,2020-09-30
002837,英维克,数据中心温控设备,9.44,11.506126533289134,34.3582379327,25.247372319,20.2,0.381,1063094602.22,122321010.1,4.174100977308,-13.5106,-29.0987,0.001965050788,专用设备,2021-10-26,2020-09-30
002851,麦格米特,工业电源与控制,13.03,11.367483394208747,29.2014578871,-7.3805238077,1.2,0.5918,2456199818.97,279208106.55,5.587278796875,3.7391,28.8279,0.639758588501,其他电源设备Ⅱ,2021-10-26,2020-09-30
