code,name,sector,roe,net_margin,gross_margin,rev_yoy,profit_yoy,eps,revenue,net_profit,bps,rev_qoq,profit_qoq,cps,industry,pub_date,report_date
000657,中钨高新,稀土与钨金属,5.56,6.502545550666458,21.1845767022,3.0886354294,8.7,0.2358,7848834825.12,510374059.7,4.183806418946,31.4129,30.9676,-0.169808243647,小金属,2025-08-27,20250630
000938,紫光股份,网络交换设备,7.54,2.194823610598613,15.235295394,24.963627826,4.05,0.3639,47424779079.45,1040890248.51,4.933115882032,28.1159,98.6379,-0.984541108096,IT服务Ⅱ,2025-08-30,20250630
000977,浪潮信息,AI 服务器与算力硬件,3.96,0.9959105036748281,4.5464488226,90.0504013662,34.87,0.5425,80192433185.82,798644865.25,13.87532904199,-28.8621,-27.3812,-3.787401793984,计算机设备,2025-08-27,20250630
002050,三花智控,热管理部件,10.39,12.9740376173403,28.1158482711,18.9141681683,39.31,0.57,16262787448.45,2109940161.19,7.00908611698,12.0463,33.5513,0.307566411328,家电零部件Ⅱ,2025-08-29,20250630
002371,北方华创,刻蚀与制程设备,9.81,19.874047299215857,42.1683743905,29.5096575939,14.97,4.4496,16141546184.74,3207978523.58,46.830201125698,-3.2965,2.9458,-4.422617292844,半导体,2025-08-29,20250630
002384,东山精密,PCB 印制电路板,3.95,4.470649680122669,13.5927005881,1.9639535165,35.21,0.45,16955163898.89,758005980.61,11.394211455978,-2.8983,-33.7205,1.364985662922,元件,2025-08-27,20250630
002460,赣锋锂业,锂矿与锂电材料,-1.29,-6.342325071840407,11.1374790404,-12.6472116709,30.13,-0.27,8376096469.08,-531239266.4,19.939234515589,22.0716,50.704,0.148894213608,能源金属,2025-08-23,20250630
002466,天齐锂业,锂矿与锂电材料,0.2,1.7466619583223117,39.7292635118,-24.7079291895,101.62,0.05,4832680736.98,84410596.0,25.536433586226,-12.9914,-119.0497,1.109212898555,能源金属,2025-08-30,20250630
002837,英维克,数据中心温控设备,7.17,8.380440696540251,26.1457347852,50.2512360964,17.54,0.22,2573139460.9,215640426.56,3.107501387501,75.9145,249.1529,-0.241415225926,专用设备,2025-08-19,20250630
002851,麦格米特,工业电源与控制,2.85,3.7141740584982395,22.0699070874,16.5171071311,-44.82,0.3199,4673733754.96,173590606.69,11.356300114662,1.7728,-38.1529,0.35074548341,其他电源设备Ⅱ,2025-08-30,20250630
300054,鼎龙股份,半导体工艺材料,6.64,17.963535905512543,49.2346618368,14.004303248,42.78,0.33,1731520814.31,311042363.19,5.082939815402,10.168,20.6087,0.465012811952,电子化学品Ⅱ,2025-08-22,20250630
300308,中际旭创,高速光模块,18.84,27.01396421694156,39.3270577222,36.9537051158,69.4,3.64,14789074837.8,3995115384.7,20.536434329775,21.5865,52.396,2.896598128944,通信设备,2025-08-27,20250630
300373,扬杰科技,功率半导体器件,6.63,17.405769792135423,33.7863208158,20.5777780055,41.55,1.12,3454861057.06,601345162.23,16.774646473935,18.7872,20.3038,1.394117767024,半导体,2025-08-20,20250630
300394,天孚通信,光无源器件与光引擎,20.13,36.61569472802097,50.7884244269,57.8383922928,37.46,1.158,2455890299.5,899241294.92,6.029100246576,59.984,66.3419,0.782307148697,通信设备,2025-08-26,20250630
300475,香农芯创,存储芯片与模组,5.24,0.9217470863504098,2.6507597842,119.3533397223,0.95,0.34,17123170813.04,157832328.06,6.888787520791,16.5898,743.4947,-1.074366932876,其他电子Ⅱ,2025-08-27,20250630
300476,胜宏科技,PCB 印制电路板,21.48,23.731054395558267,36.2224525223,85.9956315529,366.89,2.5,9030866364.08,2143119809.25,12.699230332708,9.4191,32.784,1.379554637303,元件,2025-08-27,20250630
300502,新易盛,高速光模块,38.12,37.771677265831606,47.4263202934,282.6398357668,355.68,3.97,10437170265.5,3942294268.37,12.187596020644,57.5644,50.6982,0.960051106472,通信设备,2025-08-26,20250630
300604,长川科技,半导体测试设备,11.96,19.707047351843247,54.9268132576,41.798908578,98.73,0.68,2166848184.49,427021797.76,6.016491475519,65.7891,184.7021,-0.127903712485,半导体,2025-07-22,20250630
300620,光库科技,光无源器件与光引擎,2.63,8.693524077317907,30.9227392294,41.5807801297,70.96,0.2082,596647483.56,51869692.64,8.046136930313,24.9622,278.2918,0.042050066629,通信设备,2025-08-18,20250630
300661,圣邦股份,模拟与光芯片设计,4.32,11.042518429341253,50.1616259222,15.3736834186,12.42,0.3258,1818780295.23,200839149.29,7.635583415317,30.3533,136.0386,0.387987899383,半导体,2025-08-29,20250630
300666,江丰电子,半导体基础材料,5.44,12.061367834761032,29.7234387177,28.7110740238,56.79,0.95,2094692015.46,252648508.99,17.766060650349,9.3748,-39.295,1.050704421939,半导体,2025-08-26,20250630
300757,罗博特科,自动化与真空设备,-2.99,-13.410177184397623,27.7619204341,-65.5279506378,-161.47,-0.21,248543963.75,-33330185.92,10.182708668457,57.0755,72.6401,-0.091489208714,自动化设备,2025-08-28,20250630
301018,申菱环境,数据中心温控设备,5.77,8.941635661416443,24.4140253132,28.9509961505,35.95,0.57,1682178715.68,150414291.93,9.953857567635,67.6569,77.8493,-0.418498942863,通用设备,2025-08-29,20250630
301165,锐捷网络,网络交换设备,9.5,6.799749505325092,33.1903078416,31.8372851427,194.0,0.5684,6649166033.63,452126634.48,5.928062768854,62.1933,221.4617,-0.394615779259,通信设备,2025-08-22,20250630
301308,江波龙,存储芯片与模组,0.22,0.14482896433684403,12.9554848245,12.7986823962,-97.51,0.04,10195655370.19,14766262.08,16.079328313613,39.5339,209.7265,1.65312708954,半导体,2025-08-23,20250630
301392,汇成真空,自动化与真空设备,5.64,16.213388181754958,31.072522027,-9.7086594698,-27.82,0.43,263019244.17,42644331.05,7.6015295268,70.0668,312.4394,2.0226269172,专用设备,2025-08-21,20250630
301629,矽电股份,设备零部件与耗材,2.24,11.759737971233884,40.1278973717,-36.8823118807,-62.29,0.58,181603703.69,21356119.7,27.864358633396,-3.3889,-14.3647,-0.616347660046,半导体,2025-08-30,20250630
