code,name,sector,roe,net_margin,gross_margin,rev_yoy,profit_yoy,eps,revenue,net_profit,bps,rev_qoq,profit_qoq,cps,industry,pub_date,report_date
000657,中钨高新,稀土与钨金属,5.55,2.229076103737521,18.4102842194,12.5494995175,78.3,0.23,9919458028.34,221112268.53,4.080789151326,31.4522,40.9948,-0.163105812032,小金属,2022-04-29,2020-12-31
000938,紫光股份,网络交换设备,6.2,3.0160680556599053,19.7122014714,11.0627920341,2.78,0.634,60083923906.8,1812172035.54,9.882528407156,16.0075,44.6019,1.751788258708,IT服务Ⅱ,2022-03-26,2020-12-31
000977,浪潮信息,AI 服务器与算力硬件,12.06,2.3262934608504686,11.7032308815,22.040633538,57.9,1.0428,63037990367.04,1466448647.76,8.564788089864,15.2341,276.4314,1.602999432291,计算机设备,2022-04-09,2020-12-31
002050,三花智控,热管理部件,15.04,12.074144846456765,27.8419382621,7.2854458063,2.88,0.41,12109833368.44,1462158821.57,2.80231384502,7.3764,-17.5718,0.581173552163,家电零部件Ⅱ,2022-03-25,2020-12-31
002371,北方华创,刻蚀与制程设备,8.51,8.86602741433308,36.6869933525,49.2256316291,73.75,1.0935,6056043031.2,536930435.37,13.658383552676,33.8773,47.6032,2.790018430253,半导体,2022-04-28,2020-12-31
002384,东山精密,PCB 印制电路板,14.41,5.446587748234867,15.7087303036,19.2783001917,117.76,0.93,28093409430.26,1530132196.09,7.643234458266,42.3566,29.244,1.714851701269,元件,2022-04-20,2020-12-31
002460,赣锋锂业,锂矿与锂电材料,11.07,18.549259832066678,21.3783452102,3.4121194409,186.16,0.79,5523986077.27,1024658530.56,7.554880272142,8.2984,298.9567,0.55700770195,能源金属,2022-03-31,2020-12-31
002466,天齐锂业,锂矿与锂电材料,-30.14,-56.60727890077568,41.4947010984,-33.0776767873,69.35,-1.24,3239452205.58,-1833765744.87,3.52456053631,48.3124,-79.6073,0.471487686953,能源金属,2022-04-30,2020-12-31
002837,英维克,数据中心温控设备,13.75,10.66625507411098,32.426206112,27.3479351554,13.48,0.57,1703335763.28,181682137.28,4.357165150987,63.1473,27.9983,0.030226456677,专用设备,2022-04-26,2020-12-31
002851,麦格米特,工业电源与控制,17.89,11.934675715332247,28.3855224306,-5.1451058627,11.6,0.8438,3376442661.13,402967482.32,6.1154711581,0.6103,-1.2036,0.924665289065,其他电源设备Ⅱ,2022-04-22,2020-12-31
