K,LB,Trail,MAX_POS,Sector,Floor,Sharpe,Ret%,CAGR%,MDD%,Calmar,Trades,Win%,NegYrs,AvgHold
1.5,10,0.35,3,3,0,1.3505857089182176,1818.3331417580287,67.21348911779444,49.673569119421025,1.3531036788640134,178,54.49438202247191,0,21.910112359550563
1.5,14,0.18,5,3,0,1.3431650213239354,1384.8432859783222,59.9231251696458,47.38225445818847,1.2646744198827384,295,53.559322033898304,0,20.528813559322035
1.5,10,0.35,5,3,0.8,1.341709476130263,1581.4256740193903,63.42125657961801,46.36331408484674,1.3679189641955825,241,55.601659751037346,0,21.767634854771785
1.5,10,0.2,5,3,0.8,1.3383379259620922,1499.259513784406,62.00253298420382,49.66792291907044,1.2483415721899935,244,55.73770491803278,0,20.78688524590164
1.5,10,0.35,3,1,0,1.3381397634900671,1776.1069845044228,66.56702533246755,53.892222505211606,1.2351879777463293,176,53.97727272727273,0,22.039772727272727
1.5,14,0.22,8,3,0.8,1.3366095020634225,1405.4224974461886,60.306672803394925,37.800954785076144,1.595374327084565,345,52.7536231884058,1,22.153623188405795
1.5,10,0.18,3,1,0,1.3336025313099475,1636.5578133565155,64.34141559012293,50.35187998558058,1.2778354176358178,178,53.93258426966292,0,20.370786516853933
1.5,14,0.18,8,1,0.8,1.3284398652220224,1327.8171632226504,58.83686566184294,33.80004241177119,1.740733486220492,337,51.33531157270029,1,20.875370919881306
1.5,14,0.3,8,3,0.8,1.327277315536279,1433.2140287543727,60.81782576837425,38.72581473106941,1.5704724662533849,344,52.32558139534884,1,22.78488372093023
1.5,14,0.3,8,1,0,1.3264724692062047,1355.0087109373344,59.3592074854673,41.37140196707955,1.434788396407286,369,53.387533875338754,1,23.15718157181572
1.5,10,0.18,5,3,0.8,1.3243431751265313,1415.4846550133047,60.49263329815322,47.78534126275994,1.265924480177278,245,54.285714285714285,0,20.183673469387756
1.5,10,0.3,5,3,0,1.3240043594637698,1436.199405789464,60.8722777400845,48.50125962446969,1.2550659139865603,265,54.71698113207547,0,22.071698113207546
1.5,14,0.22,8,1,0,1.3177851270242598,1276.6872984907,57.83201265224784,39.749832279094775,1.4548995388507047,371,53.908355795148246,1,22.485175202156334
1.5,14,0.3,3,1,0.8,1.3143090550726602,1620.5025644411226,64.07597261995011,36.051056228677886,1.7773674150767036,185,56.21621621621622,0,21.94054054054054
1.5,14,0.35,8,3,0.8,1.3113645674841128,1398.8169170444608,60.18403494913738,41.10193846719514,1.4642626891471873,344,52.32558139534884,1,22.936046511627907
1.5,10,0.28,5,1,0.8,1.3081023558022788,1467.0968601415661,61.43076047927261,47.74952277644516,1.2865209306254344,235,55.319148936170215,0,21.646808510638298
1.5,10,0.35,5,3,0,1.3063218179889202,1388.9489449548635,59.999993973407406,50.69599506263508,1.1835253238303578,265,54.71698113207547,0,22.173584905660377
1.5,14,0.35,8,1,0,1.3042522096930098,1297.573466355481,58.24615144594312,43.55186298207721,1.3373974718352004,369,53.387533875338754,1,23.260162601626018
1.5,10,0.3,5,1,0.8,1.3030842022339668,1450.0874421312294,61.124446237637066,48.26354912312901,1.266472262155806,235,54.8936170212766,0,21.672340425531914
1.5,14,0.25,8,1,0,1.3027232449011545,1252.9980590603977,57.3559646769251,40.14599286644847,1.4286846726578195,370,53.783783783783775,1,22.772972972972973
1.5,14,0.25,8,3,0.8,1.2998959339693377,1309.7758417189968,58.48574457447493,37.106618378702244,1.576153988961804,345,52.7536231884058,1,22.41449275362319
1.5,10,0.28,5,3,0,1.2969741610644336,1340.7452696925475,59.08622607971397,48.115414040128066,1.2280103425990743,265,55.094339622641506,0,21.973584905660378
1.5,14,0.28,8,1,0,1.2950290603174663,1252.081716970772,57.33741240267438,41.012857823755965,1.3980350418171228,370,53.783783783783775,1,23.013513513513512
1.5,14,0.28,8,3,0.8,1.2922934254359655,1311.787389864252,58.52507664251465,38.3548120806163,1.5258861526815295,345,52.7536231884058,1,22.63478260869565
1.5,10,0.22,5,1,0.8,1.2916452236551572,1367.537828794941,59.59717897017529,50.36409947971381,1.1833266073620652,235,54.8936170212766,0,21.29787234042553
1.5,10,0.25,5,1,0.8,1.2902157367683433,1380.541389030831,59.842393698051,46.3324284711629,1.2915876778463413,235,54.8936170212766,0,21.52340425531915
1.5,14,0.18,3,3,0.8,1.2899721347738755,1442.501658159526,60.98694166126122,39.31623728838372,1.5511896831307477,189,55.55555555555556,0,20.264550264550266
1.5,14,0.2,8,3,0.8,1.2869009303458987,1237.6932199109579,57.04473219261816,45.62309694694162,1.2503476530530049,348,52.29885057471264,1,21.626436781609197
1.5,14,0.3,3,1,0,1.2868295571927242,1528.9561636948947,62.52209385363343,41.792758828161666,1.4960030303504037,189,56.08465608465608,0,21.92063492063492
1.5,14,0.2,3,1,0.8,1.2867108659860873,1438.5096187563856,60.91435505826863,35.75728664786751,1.7035508219106283,187,56.68449197860963,0,20.732620320855617
1.5,14,0.22,3,1,0.8,1.2859609613504799,1463.5400199211642,61.36693497645105,33.368588874662194,1.8390629345147065,186,56.451612903225815,0,21.14516129032258
1.5,14,0.35,3,1,0.8,1.2853241493418897,1514.0935509482852,62.26305038929143,39.72613291296982,1.567307105519041,185,56.21621621621622,0,21.98918918918919
1.5,14,0.3,3,3,0,1.28511808443622,1527.9917490150249,62.505344231450536,40.32613408087613,1.5499959432285986,190,55.78947368421052,0,21.710526315789473
1.5,14,0.22,3,3,0,1.2847264975565125,1485.6455195811516,61.76167976220155,37.454868190363875,1.6489626781837443,191,56.02094240837696,0,20.963350785340314
