date,equity,cash,positions
20200519,14564281.77,1696730.41,3
20200520,13931645.93,1696898.74,3
20200521,13121926.66,3161588.03,3
20200522,12293558.49,8977854.90,1
20200525,12175558.75,5645081.54,2
20200526,12399425.48,5645641.56,2
20200527,12212182.99,8801058.72,1
20200528,11964115.75,1996510.47,3
20200601,13271172.87,1996708.54,3
20200602,13404467.28,1996906.62,3
20200603,13629571.35,1997104.73,3
20200604,13534315.48,1879459.83,3
20200605,13386721.07,1879646.28,3
20200608,13597278.99,1879832.76,3
20200609,13389089.08,1880019.25,3
20200610,13338476.73,1880205.76,3
20200611,13572910.23,1880392.29,3
20200612,13264241.45,5329359.75,2
20200615,13861153.69,1996224.44,3
20200616,14099922.08,1996422.48,3
20200617,13848618.71,1996620.54,3
20200618,14389241.55,1996818.61,3
20200619,14473525.92,1997016.71,3
20200622,14501047.07,1997214.83,3
20200623,15182836.96,1997412.96,3
20200624,15293907.75,1997611.12,3
20200629,14517637.98,3213841.04,3
20200630,14911368.77,3214159.87,3
20200701,14921841.43,3214478.74,3
20200702,14854150.15,3214797.64,3
20200703,14628767.74,3215116.56,3
20200706,15353450.18,3215435.52,3
20200707,15424684.33,3215754.52,3
20200708,15808281.71,3216073.54,3
20200709,15823519.10,3216392.59,3
20200710,16100220.29,3216711.68,3
20200727,15381511.36,12058976.27,1
20200728,15210852.42,12060172.59,1
20200729,15534030.57,12061369.04,1
20200730,15877685.47,8728901.58,2
20200731,16003500.38,5396103.52,3
20200803,16358847.96,5396638.85,3
20200804,15960371.96,5397174.23,3
20200805,16142910.05,5397709.67,3
20200806,16071764.76,5398245.15,3
20200807,15587425.21,5621352.56,3
20200810,15362563.80,5621910.24,3
20200811,15157740.80,5186253.63,3
20200812,14900347.21,4880555.52,3
20200813,14682034.26,4518162.04,3
20200814,14993539.78,4518610.27,3
20200819,13929867.13,3963531.93,3
20200820,13595443.86,3815386.03,3
20200821,13376587.74,3815764.54,3
20200824,13977715.03,3816143.09,3
20200825,13839182.23,6869306.66,2
20200826,13597136.82,6799389.96,2
20200827,13377455.26,6616060.00,2
20200828,13437535.69,6552545.02,2
20200831,14022338.35,6553195.08,2
20200901,14157881.15,3220181.17,3
20200902,13671496.22,3220500.64,3
20200903,13758330.11,3220820.13,3
20200904,13764687.51,3221139.66,3
20200907,13736293.08,3221459.21,3
20200908,14199857.10,3221778.80,3
20200909,13506462.34,3404489.83,3
20200910,13944841.39,3404827.58,3
20200911,13423722.82,6122029.60,2
20200914,14524388.47,6122636.94,2
20200915,14542792.21,6123244.34,2
20200916,14382106.79,2790187.79,3
20200917,14595841.01,2790464.59,3
20200918,14401866.27,3771824.27,3
20200921,14405342.27,3772198.46,3
20200922,13707172.01,7459515.49,2
20200923,13521457.84,7057785.11,2
20200924,13116852.77,13116852.77,0
20200925,13118154.05,13118154.05,0
20200928,13119455.45,13119455.45,0
20200929,13120756.98,13120756.98,0
20200930,13099800.79,6454730.60,2
20201009,13292374.34,3121706.93,3
20201012,13556273.08,3122016.63,3
20201013,13638772.38,3122326.35,3
20201014,13386040.40,3122636.10,3
20201015,13426590.22,3025104.79,3
20201016,13641450.29,3025404.90,3
20201019,13496757.53,3025705.04,3
20201020,13680813.27,3026005.21,3
20201021,13554167.90,3026305.41,3
20201022,13674215.67,3026605.64,3
20201023,13398107.14,3307661.65,3
20201026,13497359.17,3307989.79,3
20201027,13641653.20,3308317.97,3
20201028,13595827.68,3204017.85,3
20201029,13369371.79,3204335.70,3
20201030,13123082.50,3193049.89,3
20201102,13376417.38,3193366.66,3
20201103,13881910.12,3193683.47,3
20201104,14046409.71,3194000.30,3
20201105,14447806.06,3194317.17,3
20201106,14396108.78,3194634.06,3
20201109,14717707.41,3194950.99,3
20201110,14211028.75,3195267.95,3
20201111,13794453.26,3826847.98,3
20201112,13526263.54,3827227.63,3
20201113,13243618.72,6761335.12,2
20201116,12915207.01,9854864.21,1
20201117,12839345.23,12839345.23,0
20201118,12818361.12,6173290.93,2
20201119,12753158.77,2840239.34,3
20201120,13059188.61,2840521.11,3
20201123,13196060.85,2840802.91,3
20201124,13448010.55,2841084.73,3
20201125,13249748.68,2841366.59,3
20201126,13492899.46,2841648.47,3
20201127,13366444.73,2841930.38,3
20201130,13400501.04,2666399.09,3
20201201,13610581.38,2666663.61,3
20201202,13626621.91,2666928.16,3
20201203,12699944.36,2732339.07,3
20201204,12945533.67,2603698.89,3
20201207,13226153.34,2603957.20,3
20201208,13125591.57,2604215.53,3
20201209,12899230.86,2604473.88,3
20201210,12725770.26,2604732.26,3
20201211,12352960.04,2142687.45,3
20201214,12474244.29,2142900.02,3
20201215,12129769.61,2143112.61,3
20201216,11924574.97,2073410.30,3
20201217,12310181.22,2073615.99,3
20201218,12273395.54,2073821.71,3
20201221,12409246.18,2074027.45,3
20201222,12229723.32,1746162.34,3
20201223,12336239.80,1836704.94,3
20201224,12265108.09,1836887.15,3
20201225,12879213.71,1837069.38,3
20201228,12876901.36,1837251.63,3
20201229,12582658.17,1837433.90,3
20201230,12890037.51,1837616.18,3
20201231,12949264.22,1837798.49,3
20210104,13283237.25,1837980.81,3
20210105,13479855.04,1838163.15,3
20210106,13858400.51,1838345.51,3
20210107,14415126.85,1838527.88,3
20210108,14851682.15,1838710.27,3
20210111,14621842.48,2309536.94,3
20210112,15303720.02,2309766.06,3
20210113,15171059.96,2309995.20,3
20210114,14494073.40,2886053.30,3
20210115,14833610.25,2886339.61,3
20210118,15475888.41,2886625.95,3
20210119,15458438.44,2886912.33,3
20210120,15314349.44,2887198.73,3
20210121,15558690.03,2887485.15,3
20210122,15391302.17,2815291.45,3
20210125,15928734.27,2815570.74,3
20210126,15736185.85,2788431.74,3
20210127,15589883.08,2788708.37,3
20210128,15408443.29,2788985.02,3
20210129,14727431.10,8290112.30,2
20210201,14640390.29,8020629.60,2
20210202,14677519.04,8021425.30,2
20210203,14638854.31,4546388.81,3
20210204,14284234.46,4394799.77,3
20210205,13822708.11,7104119.84,2
20210208,14056845.44,3771160.59,3
20210209,14244225.43,3771534.71,3
20210210,14315251.87,3771908.87,3
20210218,14643017.04,3735814.07,3
20210219,15042815.95,3736184.68,3
20210222,15106614.31,3736555.33,3
20210223,15036315.87,3736926.02,3
20210224,14728525.67,3659532.65,3
20210225,14816495.44,3659895.70,3
20210226,14074735.56,7009961.95,2
20210301,14796636.06,7010657.38,2
20210302,14762501.56,3677688.86,3
20210303,15082307.03,3678053.71,3
20210304,14627013.33,4143257.82,3
20210305,14552229.52,3874315.18,3
20210308,14554056.67,3874699.54,3
20210309,14119779.12,3741681.05,3
20210310,14097393.24,10680220.89,1
20210311,14085663.97,10681280.43,1
20210312,13915353.45,10682340.08,1
20210315,14137142.90,4016071.80,3
20210316,13938140.83,4016470.22,3
20210317,13714585.07,4016868.68,3
20210318,13645622.43,4017267.17,3
20210319,13309815.73,6952660.20,2
20210322,13271257.32,6953349.95,2
20210323,12650883.53,9328348.44,1
20210324,12545841.96,9329273.87,1
20210325,12499820.07,9330199.39,1
20210326,12625491.66,9331125.01,1
20210329,12731588.19,2664722.67,3
20210330,13130937.60,2664987.03,3
20210331,12908622.55,2665251.41,3
20210401,12931582.31,2665515.82,3
20210402,12809481.44,2661230.60,3
20210406,12405426.11,2414489.90,3
20210407,12413464.69,2414729.43,3
20210408,12604026.70,2414968.99,3
20210409,12301827.58,2466794.57,3
20210412,12041347.52,2095665.76,3
20210413,11909636.44,2095873.66,3
20210414,11930607.13,1899803.90,3
20210415,12140706.76,1899992.37,3
20210416,11939914.09,1845633.46,3
20210419,12450386.92,1845816.56,3
20210420,12311676.87,1845999.67,3
20210421,12278249.79,1846182.81,3
20210422,12212724.90,1846365.96,3
20210423,12420549.25,1846549.13,3
20210426,12264825.56,1775495.40,3
20210427,12328950.32,1775671.54,3
20210428,12523853.77,1775847.70,3
20210429,12954088.54,1776023.87,3
20210430,12720224.79,1449447.41,3
20210506,13368580.63,1449591.20,3
20210507,13023631.69,1149911.91,3
20210510,13845461.77,1150025.99,3
20210511,13829595.13,1150140.08,3
20210512,14082957.76,1150254.18,3
20210513,13916250.86,2248967.36,3
20210514,13901111.14,2249190.48,3
20210517,14037951.44,2249413.61,3
20210518,13942677.85,2249636.77,3
20210519,13997006.62,2205995.72,3
20210520,13563916.64,3191654.08,3
20210521,13528609.23,3191970.71,3
20210524,13991314.96,3192287.37,3
20210525,13969326.09,3192604.07,3
20210526,13840986.45,3570676.33,3
20210527,13967292.12,3571030.57,3
20210528,14351874.37,3571384.83,3
20210531,14922018.20,3571739.14,3
20210601,14914862.13,3572093.48,3
20210602,14852264.12,3572447.85,3
20210603,14830655.21,3572802.26,3
20210604,14847078.89,3573156.71,3
20210607,14787788.20,3573511.19,3
20210608,14530831.80,3716755.20,3
20210609,14784637.68,3717123.93,3
20210610,14861389.12,3785393.87,3
20210611,14528949.86,3785769.40,3
20210615,14839121.36,3786144.98,3
20210616,14613666.89,3786520.59,3
20210617,15127235.78,4594587.78,3
20210618,15590118.70,4595043.60,3
20210621,15701165.56,4595499.45,3
20210622,15746560.44,4595955.36,3
20210623,16407001.43,4596411.30,3
20210624,16286016.39,4596867.30,3
20210625,16923159.29,4597323.34,3
20210628,17190565.70,4597779.42,3
20210629,17114237.75,4598235.55,3
20210701,17263063.44,4598691.72,3
20210702,17401282.82,4599147.94,3
20210705,18025832.60,4599604.21,3
20210706,17786399.39,4600060.52,3
20210707,18108888.97,4600516.87,3
20210708,18966025.17,4600973.27,3
20210709,18984039.20,5364690.63,3
20210712,19136517.50,5365222.84,3
20210713,18371445.07,5365755.11,3
20210714,18275055.27,6549858.18,3
20210715,19051163.67,6550507.97,3
20210716,18939795.14,6551157.82,3
20210719,18735715.69,6551807.74,3
20210720,19349425.48,6552457.72,3
20210721,20302011.36,6553107.77,3
20210722,20385400.43,6553757.88,3
20210723,20017274.07,6554408.05,3
20210726,20950905.97,6555058.29,3
20210727,20766445.71,6695942.53,3
20210728,20949996.23,6696606.81,3
20210729,22159910.26,6697271.16,3
20210730,22466566.48,6697935.57,3
20210802,21886585.63,6698600.05,3
20210803,20083071.27,8788564.85,3
20210804,21134178.80,8789436.74,3
20210805,21271882.58,8790308.70,3
20210806,21601441.32,8791180.76,3
20210809,21000686.51,8792052.90,3
20210810,20724268.10,9992102.19,3
20210811,20888910.79,9993093.47,3
20210812,20550773.96,9573193.52,3
20210813,20498339.51,9574143.24,3
20210816,20453452.38,9575093.06,3
20210817,19902093.36,10102949.48,3
20210818,19711732.26,13240123.94,2
20210819,19615992.31,16355412.56,1
20210820,19628098.27,13023371.10,2
20210823,19744356.45,9690999.07,3
20210824,19723579.76,9691960.48,3
20210825,19698800.77,9600755.00,3
20210826,19594348.42,9601707.46,3
20210827,20032368.00,9602660.01,3
20210830,20047377.73,9193198.08,3
20210831,20545429.40,9194110.10,3
20210901,19657079.12,9316035.61,3
20210902,20216418.76,9316959.82,3
20210903,19717345.04,9578900.93,3
20210906,20256572.16,9579851.21,3
20210907,20668768.71,9580801.60,3
20210908,21181069.49,9581752.07,3
20210909,22271060.82,9582702.64,3
20210910,21599972.53,10761513.28,3
20210913,22501705.44,10762580.89,3
20210914,21878004.61,10725530.37,3
20210915,21804737.08,10726594.41,3
20210916,21747433.49,10727658.55,3
20210917,21200098.31,10465934.45,3
20210922,21678753.13,10466972.74,3
20210923,21822637.37,11252619.64,3
20210924,21582465.46,11253735.98,3
20210927,21263872.34,11202480.77,3
20210928,21103348.84,11157499.63,3
20210929,20929116.22,10997671.59,3
20210930,20963889.60,10998762.62,3
20211008,21162946.58,10961030.43,3
20211011,20950795.80,10962117.83,3
20211012,20790601.33,10654432.59,3
20211013,20868334.43,10655489.58,3
20211014,20798705.21,10600250.82,3
20211015,21024508.32,10601302.43,3
20211018,21099951.66,10602354.15,3
20211019,21170357.90,10603405.97,3
20211020,21071842.26,10604457.89,3
20211021,21140759.66,10245763.45,3
20211022,20734462.11,10246779.90,3
20211025,20768663.86,10247796.44,3
20211026,20810633.51,10244754.36,3
20211027,20917523.58,10245770.70,3
20211028,20545659.62,10246787.15,3
20211029,21036347.29,10247803.69,3
20211101,21235137.53,9726194.27,3
20211102,21237745.71,9727159.17,3
20211103,20828036.59,9728124.16,3
20211104,21027730.00,9729089.25,3
20211105,20741537.31,9725532.52,3
20211108,20768519.95,9726497.36,3
20211109,20912111.35,9727462.29,3
20211110,20660955.90,9511425.76,3
20211111,20748426.48,9512369.35,3
20211112,20746051.85,9513313.04,3
20211115,20648284.61,9272040.38,3
20211116,20549204.22,9372203.43,3
20211117,20566168.89,9373133.21,3
20211118,20220570.61,13486207.83,2
20211119,20606062.44,10153881.72,3
20211122,20940494.26,10154889.05,3
20211123,20904399.29,10155896.48,3
20211124,20946022.72,10156904.01,3
20211125,21044899.36,10157911.64,3
20211126,21009373.74,10158919.37,3
20211213,21826755.53,10159927.20,3
20211214,21680678.59,10568490.12,3
20211215,21192436.41,10609228.40,3
20211216,21207134.66,10610280.90,3
20211217,20900493.06,10611333.51,3
20211220,20487827.92,10758918.39,3
20211221,20940713.25,10759985.74,3
20211222,21139927.94,10761053.20,3
20211223,21093705.45,10762120.76,3
20211224,20901436.40,10763188.43,3
20211227,21083741.87,10764256.21,3
20211228,21015550.43,10665720.89,3
20211229,20985329.67,10687685.06,3
20211230,21259022.47,10688745.34,3
20211231,21302832.09,10689805.73,3
20220104,21294778.88,10690866.23,3
20220105,21151502.42,14169081.12,2
20220106,21265233.87,14170486.79,2
20220107,21275658.63,14171892.59,2
20220210,20311136.12,10022560.36,3
20220211,20190554.06,10165081.64,3
20220214,20058932.29,10166090.08,3
20220215,19821299.27,10167098.62,3
20220216,19860026.02,10168107.26,3
20220217,20089964.95,10169116.00,3
20220218,20242783.42,10170124.84,3
20220221,20294803.74,10171133.78,3
20220222,20432496.99,10172142.83,3
20220223,19937408.49,9969803.20,3
20220224,19428822.55,9970792.27,3
20220225,19440371.24,9971781.44,3
20220228,19471012.91,9733989.56,3
20220301,19467750.77,9540437.86,3
20220302,19225618.33,9283958.11,3
20220303,19205636.26,9284879.13,3
20220304,19202425.28,9285800.25,3
20220307,19047582.42,8878140.90,3
20220308,18338873.19,11934119.04,2
20220309,18070136.09,18070136.09,0
20220310,18049670.91,11404600.72,2
20220311,18089861.89,8072068.11,3
20220314,17770867.59,14491359.49,1
20220315,17821006.11,14492797.12,1
20220316,18310398.38,14494234.90,1
20220317,18078952.86,11162008.80,2
20220318,18098956.69,7829452.12,3
20220321,18189787.58,7830228.85,3
20220322,18125253.58,7831005.66,3
20220323,17965160.72,7831782.55,3
20220324,17785443.72,7862533.50,3
20220325,17424807.35,7461467.19,3
20220328,17922176.70,7462207.42,3
20220329,18129150.44,7462947.72,3
20220330,17915866.91,7463688.09,3
20220331,17988074.73,10714582.48,2
20220401,17820373.89,14000951.33,1
20220406,17740259.33,10668676.29,2
20220407,17679325.71,10669734.69,2
20220408,18034537.54,10670793.20,2
20220411,18140334.37,10671851.81,2
20220412,18196565.54,10672910.52,2
20220413,18345467.38,10673969.34,2
20220414,18403814.51,7341364.25,3
20220415,17894748.75,7342092.56,3
20220418,17589669.20,7837385.72,3
20220419,17371932.35,7838163.24,3
20220420,17114847.85,7428324.78,3
20220421,17075127.02,7429061.72,3
20220422,16790038.06,16790038.06,0
20220425,16791703.73,16791703.73,0
20220426,16793369.58,16793369.58,0
20220427,16795035.59,16795035.59,0
20220428,16785572.83,13463037.74,1
20220429,16822241.21,6797045.32,3
20220505,16822406.82,6797719.63,3
20220506,16700381.61,6798394.00,3
20220509,16640469.45,6799068.45,3
20220510,16899520.33,6799742.96,3
20220511,17125697.26,6800417.54,3
20220512,16977629.30,6801092.18,3
20220513,17039151.85,6801766.89,3
20220516,16958884.46,6682984.06,3
20220517,17649838.23,6683647.05,3
20220518,17662836.34,6684310.11,3
20220519,17931329.23,6684973.24,3
20220520,17964148.36,6685636.43,3
20220523,18062745.24,6764558.69,3
20220524,17837600.87,6765229.78,3
20220525,17974010.47,6765900.93,3
20220526,17902258.38,6766572.15,3
20220527,17848134.51,6767243.44,3
20220530,18291801.07,6767914.79,3
20220531,18358342.53,6768586.21,3
20220601,18268615.01,7625036.66,3
20220602,18785793.18,7625793.11,3
20220606,18917804.68,7626549.63,3
20220607,18736337.21,7436387.60,3
20220608,18505300.46,7437125.34,3
20220609,18081559.87,7288781.71,3
20220610,18543086.85,7289504.80,3
20220613,18940833.29,7290227.97,3
20220614,18627868.17,6918340.27,3
20220615,18379762.99,6919026.62,3
20220616,18509836.75,6919713.03,3
20220617,18842128.97,6920399.51,3
20220620,19133651.70,6921086.06,3
20220621,18603389.16,8120765.86,3
20220622,18251670.05,8121571.49,3
20220623,18700166.72,8122377.20,3
20220624,18922833.91,8123182.99,3
20220627,19323038.97,8123988.86,3
20220628,19617765.42,8124794.81,3
20220629,19256634.34,8125600.84,3
20220630,19613612.76,8126406.96,3
20220701,19491088.56,8127213.15,3
20220704,19287942.85,8106290.54,3
20220705,19113174.91,8071528.35,3
20220706,18830920.44,8072329.10,3
20220707,18992777.80,8073129.92,3
20220708,18968182.85,8073930.83,3
20220711,18450531.48,8482926.20,3
20220712,18185818.98,8483767.76,3
20220713,18298815.66,8484609.40,3
20220714,18543703.61,8485451.13,3
20220715,18363774.00,8282957.74,3
20220718,18636475.56,8283779.47,3
20220719,18747065.47,8284601.27,3
20220720,18715463.74,8253440.04,3
20220721,18607222.67,8254258.83,3
20220722,18486173.41,8255077.70,3
20220725,18207638.55,8265231.26,3
20220726,18515362.10,8266051.22,3
20220727,18766070.43,8266871.27,3
20220728,19001046.98,8267691.39,3
20220729,18998229.35,8268511.60,3
20220801,19322516.44,8269331.89,3
20220802,19404013.33,8270152.26,3
20220803,18971219.49,8437131.49,3
20220804,18940655.88,8437968.51,3
20220805,19842304.97,8438805.61,3
20220808,19976651.15,8439642.79,3
20220809,20180543.62,8440480.06,3
20220810,20435161.02,8441317.41,3
20220811,20594501.81,8442154.84,3
20220812,20197641.51,8442992.36,3
20220815,20345276.37,8783978.69,3
20220816,20038561.95,8784850.12,3
20220817,20091389.80,8785721.63,3
20220818,20276310.32,8786593.23,3
20220819,19551377.60,9623846.75,3
20220822,19466565.79,9557983.50,3
20220823,19724229.72,9558931.71,3
20220824,19397371.19,9042530.95,3
20220825,19180893.42,12161748.96,2
20220826,19073162.94,12162955.48,2
20220829,19157213.44,12164162.12,2
20220830,18710987.62,18710987.62,0
20220831,18679457.09,8711851.80,3
20220901,18885307.27,8712716.07,3
20220902,19041465.02,8713580.43,3
20220905,19171476.75,8714444.87,3
20220906,19224123.11,8715309.40,3
20220907,19148677.23,8650753.16,3
20220908,19231013.52,8651611.37,3
20220909,19129795.63,8652469.66,3
20220913,19138345.69,8653328.04,3
20220914,19448552.94,8654186.51,3
20220915,18973898.76,15596393.41,1
20220916,19128363.25,15597940.67,1
20220919,19009642.43,15599488.09,1
20220920,18959218.12,15601035.66,1
20220921,18731086.08,18731086.08,0
20220922,18721815.39,15399280.30,1
20220923,18622187.23,15400808.00,1
20220926,18547889.01,15225353.91,1
20220927,18643311.27,15226864.37,1
20220928,18567512.27,8561046.93,3
20220929,18702366.98,8561896.24,3
20220930,18258621.21,11438680.76,2
20221010,18068379.07,11439815.55,2
20221011,18322815.40,11440950.45,2
20221012,18609117.44,14574147.92,1
20221013,18568464.89,14575593.77,1
20221014,18592989.77,7909711.72,3
20221017,18690680.65,7910496.41,3
20221018,18845590.89,7911281.19,3
20221019,18771267.91,7912066.04,3
20221020,18766803.81,7912850.96,3
20221021,18783556.38,7913635.97,3
20221024,18965046.83,7914421.05,3
20221025,19009869.64,8546928.62,3
20221027,18611983.31,8516576.95,3
20221028,18594885.50,8615151.18,3
20221031,18959846.24,8616005.86,3
20221101,18928529.21,8616860.62,3
20221102,19014072.32,8617715.47,3
20221103,19427426.80,8618570.40,3
20221104,19341628.28,8619425.42,3
20221107,19025997.01,8480599.53,3
20221108,18857029.35,8591891.25,3
20221109,18961671.30,8592743.62,3
20221110,18785475.60,12157024.55,2
20221111,19216737.42,8824566.58,3
20221114,19287515.14,8825442.03,3
20221115,19809173.79,8826317.57,3
20221116,19559466.43,8827193.20,3
20221117,19771503.50,8828068.91,3
20221118,19382713.12,8828944.71,3
20221121,19193856.01,8962752.61,3
20221122,19167368.20,8944372.56,3
20221123,19306160.35,8945259.90,3
20221124,19345826.15,8946147.32,3
20221125,19086798.89,9084509.11,3
20221128,19056755.64,9085410.35,3
20221129,19082415.39,8977640.85,3
20221130,19098076.64,8978531.49,3
20221201,18931418.24,8979422.22,3
20221202,18825990.33,12143393.68,2
20221205,18487117.70,8565063.31,3
20221206,18437507.15,8565913.02,3
20221207,18348529.16,8566762.81,3
