date,equity
2021-04-06,11058518.82
2021-04-07,11106821.65
2021-04-08,11116238.77
2021-04-09,11160907.20
2021-04-12,10982320.84
2021-04-13,10922562.27
2021-04-14,10898041.19
2021-04-15,10828474.61
2021-04-16,10918081.54
2021-04-19,10966100.28
2021-04-20,10894344.60
2021-04-21,10844297.93
2021-04-22,10820327.38
2021-04-23,10655362.63
2021-04-26,10526037.55
2021-04-27,10513102.57
2021-04-28,10464845.30
2021-04-29,10451420.93
2021-04-30,10175197.35
2021-05-06,10208633.78
2021-05-07,10246220.20
2021-05-10,10064914.22
2021-05-11,9924930.65
2021-05-12,10226382.09
2021-05-13,10002718.24
2021-05-14,10030834.19
2021-05-17,9818750.73
2021-05-18,9649205.99
2021-05-19,9685268.84
2021-05-20,9608580.40
2021-05-21,9561825.36
2021-05-24,9524211.69
2021-05-25,9666762.56
2021-05-26,9878161.24
2021-05-27,10061789.42
2021-05-28,9924077.50
2021-05-31,10062357.96
2021-06-01,10156605.97
2021-06-02,10108456.27
2021-06-03,10218380.97
2021-06-04,10181937.58
2021-06-07,10030200.95
2021-06-08,10121464.87
2021-06-09,10077441.00
2021-06-10,10157848.82
2021-06-11,10017094.15
2021-06-15,9985071.37
2021-06-16,9997605.90
2021-06-17,10161252.82
2021-06-18,10311619.35
2021-06-21,10262792.81
2021-06-22,10268286.53
2021-06-23,10321379.65
2021-06-24,10174468.76
2021-06-25,10134079.18
2021-06-28,9988856.80
2021-06-29,9758928.53
2021-07-01,9685454.41
2021-07-02,9617025.05
2021-07-05,9801261.82
2021-07-06,9839708.64
2021-07-07,9941866.17
2021-07-08,10076967.39
2021-07-09,10152625.11
2021-07-12,10557375.61
2021-07-13,10540462.25
2021-07-14,10404909.10
2021-07-15,10374409.44
2021-07-16,10251559.47
2021-07-19,10366276.26
2021-07-20,10327093.62
2021-07-21,10364460.98
2021-07-22,10561314.34
2021-07-23,10415354.70
2021-07-26,10274575.85
2021-07-27,10356672.07
2021-07-28,9926361.88
2021-07-29,10394206.80
2021-07-30,10421039.41
2021-08-02,10644681.03
2021-08-03,10167475.70
2021-08-04,10258766.31
2021-08-05,10115299.94
2021-08-06,10147074.58
2021-08-09,10206450.25
2021-08-10,10122918.64
2021-08-11,10196033.03
2021-08-12,10092168.42
2021-08-13,9708478.61
2021-08-16,9617690.33
2021-08-17,9258985.76
2021-08-18,9214655.38
2021-08-19,9104789.00
2021-08-20,9043977.74
2021-08-23,9134086.89
2021-08-24,9286330.91
2021-08-25,9334555.63
2021-08-26,9388024.74
2021-08-27,9378565.66
2021-08-30,9344518.73
2021-08-31,9291259.51
2021-09-01,9163941.74
2021-09-02,9244000.34
2021-09-03,9223521.33
2021-09-06,9454024.14
2021-09-07,9531982.52
2021-09-08,9647016.29
2021-09-09,9877577.47
2021-09-10,9791832.24
2021-09-13,9771524.49
2021-09-14,9593827.91
2021-09-15,9502011.33
2021-09-16,9441571.75
2021-09-17,9549396.18
2021-09-22,9554740.60
2021-09-23,9685635.02
2021-09-24,9599989.44
2021-09-27,9579663.36
2021-09-28,9693410.85
2021-09-29,9468346.34
2021-09-30,9820021.82
2021-10-08,9819012.31
2021-10-11,9462481.06
2021-10-12,9175545.25
2021-10-13,9240285.25
2021-10-14,9121009.40
2021-10-15,9341495.70
2021-10-18,9245934.55
2021-10-19,9373480.89
2021-10-20,9296962.73
2021-10-21,9326710.77
2021-10-22,9285971.41
2021-10-25,9319543.37
2021-10-26,9284515.90
2021-10-27,9184817.42
2021-10-28,9045970.94
2021-10-29,9128001.47
2021-11-01,9234548.46
2021-11-02,9140317.52
2021-11-03,9192055.77
2021-11-04,9344140.02
2021-11-05,9440945.87
2021-11-08,9436570.78
2021-11-09,9456159.95
2021-11-10,9335215.73
2021-11-11,9363624.70
2021-11-12,9411124.47
2021-11-15,9428760.36
2021-11-16,9414698.74
2021-11-17,9390171.22
2021-11-18,9280101.60
2021-11-19,9315766.58
2021-11-22,9396329.57
2021-11-23,9430122.42
2021-11-24,9570251.27
2021-11-25,9243203.12
2021-11-26,9178225.97
2021-12-13,9249059.23
2021-12-14,9172934.83
2021-12-15,9294687.83
2021-12-16,9148324.63
2021-12-17,8868039.73
2021-12-20,8739435.56
2021-12-21,8985792.38
2021-12-22,9176396.80
2021-12-23,9185623.83
2021-12-24,9148218.45
2021-12-27,9074649.09
2021-12-28,9141445.23
2021-12-29,9139731.38
2021-12-30,9120653.72
2021-12-31,9164981.46
2022-01-04,9181176.01
2022-01-05,9158826.95
2022-01-06,9126422.49
2022-01-07,9161713.56
2022-02-10,9340706.50
2022-02-11,9334713.06
2022-02-14,9124434.51
2022-02-15,9070067.68
2022-02-16,9093055.85
2022-02-17,9046308.82
2022-02-18,9158971.98
2022-02-21,9189774.41
2022-02-22,9097798.52
2022-02-23,9420604.62
2022-02-24,9280836.72
2022-02-25,9155214.83
2022-02-28,9206267.31
2022-03-01,9286192.47
2022-03-02,9270143.84
2022-03-03,9221948.83
2022-03-04,9155885.23
2022-03-07,8970721.21
2022-03-08,8664766.51
2022-03-09,8583776.84
2022-03-10,8479034.72
2022-03-11,8533096.61
2022-03-14,8359181.17
2022-03-15,7964373.60
2022-03-16,8183646.78
2022-03-17,8065665.30
2022-03-18,8077353.66
2022-03-21,8142086.70
2022-03-22,7981063.05
2022-03-23,7908137.01
2022-03-24,7741314.26
2022-03-25,7665741.82
2022-03-28,7604237.77
2022-03-29,7593859.79
2022-03-30,7616632.49
2022-03-31,7612968.00
2022-04-01,7624673.63
2022-04-06,7520563.39
2022-04-07,7478732.06
2022-04-08,7526423.05
2022-04-11,7344482.21
2022-04-12,7342967.47
2022-04-13,7267965.01
2022-04-14,7273543.53
2022-04-15,7284880.07
2022-04-18,7186136.36
2022-04-19,7254438.54
2022-04-20,7175335.73
2022-04-21,7162112.64
2022-04-22,7243808.86
2022-04-25,7060750.00
2022-04-26,7094668.20
2022-04-27,7020444.40
2022-04-28,7173407.59
2022-04-29,7172156.79
2022-05-05,7173734.99
2022-05-06,7035294.19
2022-05-09,7008337.53
2022-05-10,7033275.64
2022-05-11,6913897.74
2022-05-12,6844238.85
2022-05-13,7032173.95
2022-05-16,6984942.82
2022-05-17,6959048.20
2022-05-18,6913684.59
2022-05-19,6961915.98
2022-05-20,6995863.36
2022-05-23,6936475.90
2022-05-24,6911644.42
2022-05-25,6967720.93
2022-05-26,7042303.84
2022-05-27,7069945.35
2022-05-30,7003603.09
2022-05-31,7018581.93
2022-06-01,6950476.78
2022-06-02,6998955.62
2022-06-06,7129648.69
2022-06-07,7009415.25
2022-06-08,6953940.21
2022-06-09,6736334.77
2022-06-10,6949002.73
2022-06-13,6913811.75
2022-06-14,6941374.86
2022-06-15,7187086.96
2022-06-16,7193207.07
2022-06-17,7223905.98
2022-06-20,7216666.49
2022-06-21,7227642.46
2022-06-22,7114198.45
2022-06-23,7187939.45
2022-06-24,7303174.46
2022-06-27,7297783.72
2022-06-28,7380260.11
2022-06-29,7340566.49
2022-06-30,7481569.88
2022-07-01,7486238.27
2022-07-04,7451343.31
2022-07-05,7398195.79
2022-07-06,7443374.26
2022-07-07,7571652.74
2022-07-08,7606464.22
2022-07-11,7526781.00
2022-07-12,7500311.77
2022-07-13,7426265.84
2022-07-14,7427681.90
2022-07-15,7315734.97
2022-07-18,7402710.34
2022-07-19,7425227.67
2022-07-20,7522198.99
2022-07-21,7595690.32
2022-07-22,7587236.65
2022-07-25,7548785.23
2022-07-26,7595148.51
2022-07-27,7620458.79
2022-07-28,7624968.07
2022-07-29,7603230.35
2022-08-01,7578863.27
2022-08-02,7402671.42
2022-08-03,7395265.57
2022-08-04,7617866.72
2022-08-05,7838721.87
2022-08-08,7833400.53
2022-08-09,7865679.81
2022-08-10,7774546.08
2022-08-11,7860228.36
2022-08-12,7865939.63
2022-08-15,7790056.05
2022-08-16,7754048.95
2022-08-17,7764095.36
2022-08-18,7737996.76
2022-08-19,7721490.16
2022-08-22,7680187.31
2022-08-23,7631439.62
2022-08-24,7532731.13
2022-08-25,7583379.63
2022-08-26,7567990.96
2022-08-29,7535837.63
2022-08-30,7483361.88
2022-08-31,7416106.63
2022-09-01,7383655.19
2022-09-02,7420206.34
2022-09-05,7335727.44
2022-09-06,7393650.35
2022-09-07,7420238.07
2022-09-08,7427889.08
2022-09-09,7447153.09
2022-09-13,7444724.61
2022-09-14,7401545.22
2022-09-15,7342368.23
2022-09-16,7244144.54
2022-09-19,7238982.83
2022-09-20,7158971.28
2022-09-21,7148119.74
2022-09-22,7153343.19
2022-09-23,7131593.64
2022-09-26,6967644.58
2022-09-27,6958999.49
2022-09-28,6973075.99
2022-09-29,6944544.90
2022-09-30,6984420.31
2022-10-10,6883468.63
2022-10-11,6932008.46
2022-10-12,7048768.89
2022-10-13,6993477.92
2022-10-14,6910600.55
2022-10-17,6893920.98
2022-10-18,6971091.57
2022-10-19,6916542.67
2022-10-20,6883932.77
2022-10-21,6977921.37
2022-10-24,6874379.43
2022-10-25,6865432.49
2022-10-27,6698257.55
2022-10-28,6700183.52
2022-10-31,6625566.29
2022-11-01,6740121.06
2022-11-02,6823627.62
2022-11-03,6955215.78
2022-11-04,7055728.75
2022-11-07,6877091.48
2022-11-08,6818058.84
2022-11-09,6727860.50
2022-11-10,6623913.66
2022-11-11,6714749.12
2022-11-14,6779064.37
2022-11-15,6950499.36
2022-11-16,6905024.24
2022-11-17,6949473.63
2022-11-18,6915609.62
2022-11-21,7013630.78
2022-11-22,6938093.66
2022-11-23,6869524.85
2022-11-24,6816164.63
2022-11-25,6715606.72
2022-11-28,6547407.96
2022-11-29,6734350.04
2022-11-30,6718017.12
2022-12-01,6762666.20
2022-12-02,6734853.28
2022-12-05,6766217.63
2022-12-06,6780375.13
2022-12-07,6764635.04
2022-12-08,6620796.54
2022-12-09,6630038.65
2022-12-12,6560611.33
2022-12-13,6498403.34
2022-12-14,6456994.36
2022-12-15,6436170.38
2022-12-16,6410882.40
2022-12-19,6277028.08
2022-12-20,6206996.29
2022-12-21,6197531.50
2022-12-22,6202592.70
2022-12-23,6161378.91
2022-12-26,6177406.26
2022-12-27,6257757.69
2022-12-28,6242572.11
2022-12-29,6190134.53
2022-12-30,6248538.95
2023-01-03,6359837.37
2023-01-04,6516657.80
2023-01-05,6657020.22
2023-01-06,6563051.64
2023-01-09,6566600.99
2023-01-10,6512223.00
2023-01-11,6508527.01
2023-01-12,6506170.02
2023-01-13,6588803.02
2023-01-16,6648362.04
2023-01-17,6669977.17
2023-01-18,6694744.31
2023-01-19,6714576.44
2023-01-20,6720517.57
2023-01-30,6730369.06
2023-01-31,6701006.46
2023-02-01,6733171.66
2023-02-02,6739612.65
2023-02-03,6751660.85
2023-02-06,6740724.99
2023-02-07,6735943.28
2023-02-16,6803426.38
2023-02-17,6707983.43
2023-02-20,6756527.51
2023-02-21,6752938.95
2023-02-22,6721630.79
2023-02-23,6713852.73
2023-02-24,6664954.27
2023-02-27,6621919.19
2023-02-28,6657037.21
2023-03-01,6664907.24
2023-03-02,6675952.27
2023-03-03,6761148.30
2023-03-06,6724159.79
2023-03-07,6753692.08
2023-03-08,6753394.37
2023-03-09,6713176.66
2023-03-10,6629139.95
2023-03-13,6694609.82
2023-03-14,6708136.04
2023-03-15,6746013.27
2023-03-16,6747950.49
2023-03-17,6810612.71
2023-03-20,6783505.10
2023-03-21,6702884.88
2023-03-22,6734385.65
2023-03-23,6778280.43
2023-03-24,6658627.21
2023-03-27,6471253.75
2023-03-28,6485082.14
2023-03-29,6475384.53
2023-03-30,6584811.92
2023-03-31,6591496.30
2023-04-03,6552697.95
2023-04-04,6678443.53
2023-04-06,6807778.11
2023-04-07,6862134.70
2023-04-10,6854185.50
2023-04-11,6908087.80
2023-04-12,7000622.11
2023-04-13,6969626.41
2023-04-14,7000179.71
2023-04-17,7191649.58
2023-04-18,7158486.19
2023-04-19,7190770.00
2023-04-20,7269578.20
2023-04-21,7110110.61
2023-04-24,6939609.58
2023-04-25,6946039.84
2023-04-26,6893425.10
2023-04-27,7006312.35
2023-04-28,7012487.61
2023-05-04,7169851.85
2023-05-05,7196369.25
2023-05-08,7457542.63
2023-05-09,7389158.27
2023-05-10,7376103.91
2023-05-11,7437573.54
2023-05-12,7313876.18
2023-05-15,7389259.68
2023-05-16,7354308.17
2023-05-17,7382724.65
2023-05-18,7372903.13
2023-05-19,7527526.62
2023-05-22,7545294.34
2023-05-23,7672751.75
2023-05-24,7518565.16
2023-05-25,7523637.57
2023-05-26,7752774.98
2023-05-29,7907584.55
2023-05-30,7864646.61
2023-05-31,7832682.16
2023-06-01,7793527.72
2023-06-02,7770575.28
2023-06-05,7758489.37
2023-06-06,7591388.14
2023-06-07,7507485.22
2023-06-08,7510723.15
2023-06-09,7545548.60
2023-06-12,7555601.76
2023-06-13,7600581.26
2023-06-14,7528637.36
2023-06-15,7498651.06
2023-06-16,7510119.77
2023-06-19,7412578.16
2023-06-20,7342826.20
2023-06-21,7232527.95
2023-06-26,7224565.47
2023-06-27,7200304.03
2023-06-28,7297052.59
2023-06-29,7249665.15
2023-06-30,7326181.71
2023-07-03,7337160.17
2023-07-04,7410619.81
2023-07-05,7440174.45
2023-07-06,7366686.09
2023-07-07,7330881.74
2023-07-10,7244037.65
2023-07-11,7325615.84
2023-07-12,7272139.04
2023-07-13,7425244.25
2023-07-14,7398428.48
2023-07-17,7293837.14
2023-07-18,7277575.55
2023-07-19,7291711.56
2023-07-20,7275300.57
2023-07-21,7269700.59
2023-07-24,7292939.16
2023-07-25,7329008.36
2023-07-26,7344138.57
2023-07-27,7388217.79
2023-07-28,7496826.02
2023-07-31,7363894.17
2023-08-01,7481809.16
2023-08-02,7378936.15
2023-08-03,7429600.75
2023-08-04,7328420.94
2023-08-07,7217537.29
2023-08-08,7257667.74
2023-08-09,7216068.18
2023-08-10,7223596.62
2023-08-11,7071833.07
2023-08-28,7144875.95
2023-08-29,7077132.39
2023-08-30,7069099.84
2023-08-31,7066890.28
2023-09-01,7029480.72
2023-09-04,7101531.71
2023-09-05,7113161.10
2023-09-06,7072479.49
2023-09-07,7078153.88
2023-09-08,7047694.27
2023-09-11,7069176.54
2023-09-12,7069791.91
2023-09-13,7082789.28
2023-09-14,7195981.65
2023-09-15,7172389.02
2023-09-18,7129129.11
2023-09-19,7158851.40
2023-09-20,7159942.69
2023-09-21,7107474.98
2023-09-22,7153796.26
2023-09-25,7178900.90
2023-09-26,7132332.19
2023-09-27,7181964.49
2023-09-28,7192475.80
2023-10-09,7215148.23
2023-10-10,7203973.22
2023-10-11,7220730.80
2023-10-12,7252316.79
2023-10-13,7193758.43
2023-10-16,7179487.76
2023-10-17,7189834.37
2023-10-18,7176465.97
2023-10-19,7014166.57
2023-10-20,6932139.18
2023-10-23,6842573.39
2023-10-24,6816088.58
2023-10-25,6686022.77
2023-10-26,6797707.97
2023-10-27,6798212.16
2023-10-30,6715162.50
2023-10-31,6805395.14
2023-11-01,6825902.78
2023-11-02,6838415.42
2023-11-03,6835525.06
2023-11-06,6833624.02
2023-11-07,6838789.92
2023-11-08,6835023.81
2023-11-09,6862109.71
2023-11-10,6854414.61
2023-11-13,6800147.31
2023-11-14,6829137.89
2023-11-15,6807699.67
2023-11-16,6813887.45
2023-11-17,6809199.22
2023-11-20,6803357.63
2023-11-21,6805687.15
2023-11-22,6773211.67
2023-11-23,6784478.70
2023-11-24,6771796.22
2023-11-27,6743576.37
2023-11-28,6735848.82
2023-11-29,6732374.28
2023-11-30,6796353.73
2023-12-01,6791644.19
2023-12-04,6761459.98
2023-12-05,6708271.68
2023-12-06,6628799.39
2023-12-07,6651410.10
2023-12-08,6654049.83
2023-12-11,6673744.12
2023-12-12,6703687.90
2023-12-13,6662940.69
2023-12-14,6669216.48
2023-12-15,6570138.26
2023-12-18,6592756.82
2023-12-19,6614722.22
2023-12-20,6598017.83
2023-12-21,6578436.74
2023-12-22,6609021.74
2023-12-25,6615388.78
2024-01-10,6641311.61
2024-01-11,6542237.71
2024-01-12,6617400.83
2024-01-15,6656337.11
2024-01-16,6700056.33
2024-01-17,6590567.56
2024-01-18,6602044.78
2024-01-19,6627205.00
2024-01-22,6570997.97
2024-01-23,6568986.49
2024-01-24,6710035.01
2024-01-25,6791961.52
2024-01-26,6876708.04
2024-01-29,6898369.58
2024-01-30,6821383.16
2024-01-31,6912702.75
2024-02-01,6873398.13
2024-02-02,6932189.81
2024-02-05,7106455.33
2024-02-06,7207058.54
2024-02-07,7171048.76
2024-02-08,7173067.98
2024-02-19,7306523.05
2024-02-20,7402451.78
2024-02-21,7437082.71
2024-02-22,7505377.84
2024-02-23,7584732.78
2024-02-26,7354967.45
2024-02-27,7407765.08
2024-02-28,7356773.51
2024-02-29,7489059.13
2024-03-01,7545246.76
2024-03-04,7561497.43
2024-03-05,7697402.86
2024-03-06,7617647.30
2024-03-07,7652296.74
2024-03-08,7679725.17
2024-03-11,7671969.30
2024-03-12,7465152.37
2024-03-13,7415033.43
2024-03-14,7409844.50
2024-03-15,7421955.56
2024-03-18,7391184.56
2024-03-19,7233398.64
2024-03-27,6934735.14
2024-03-28,6885312.49
2024-03-29,6918630.88
2024-04-01,6884023.79
2024-04-02,6845885.29
2024-04-03,6807401.92
2024-04-08,6853588.99
2024-04-09,6829428.32
2024-04-10,6801046.35
2024-04-11,6768253.18
2024-04-12,6742700.22
2024-04-15,6922265.85
2024-04-16,6969994.31
2024-04-17,7004483.76
2024-04-18,6937724.21
2024-04-19,6959669.66
2024-04-22,6859696.92
2024-04-23,6793747.88
2024-04-24,6828369.83
2024-04-25,6909328.79
2024-04-26,6907947.25
2024-04-29,6901734.36
2024-04-30,6917843.54
2024-05-06,6863445.77
2024-05-07,6914885.35
2024-05-08,6905829.13
2024-05-09,6940501.51
2024-05-10,6899367.40
2024-05-13,6863416.36
2024-05-14,6819492.75
2024-05-15,6790976.14
2024-05-16,6780956.53
2024-05-17,6866727.92
2024-05-20,6928658.12
2024-05-21,6970699.16
2024-05-22,6960784.20
2024-05-23,6935064.25
2024-05-24,6902212.29
2024-05-27,6958112.91
2024-05-28,6997623.21
2024-05-29,6992245.51
2024-05-30,6955873.80
2024-05-31,6932367.10
2024-06-03,7028672.68
2024-06-04,7043301.56
2024-06-05,7071149.45
2024-06-06,7031316.33
2024-06-07,7094428.72
2024-06-11,7059814.60
2024-06-12,7033897.49
2024-06-13,7125932.37
2024-06-14,7244736.26
2024-06-17,7182415.44
2024-06-18,7200106.46
2024-06-19,7212981.49
2024-06-20,7207263.52
2024-06-21,7165915.54
2024-06-24,7169565.08
2024-06-25,7152327.80
2024-06-26,7178292.92
2024-06-27,7193930.64
2024-06-28,7269561.37
2024-07-01,7336168.94
2024-07-02,7407747.28
2024-07-03,7348705.62
2024-07-04,7418494.96
2024-07-05,7385702.30
2024-07-08,7429190.53
2024-07-09,7589440.16
2024-07-10,7340011.18
2024-07-11,7395249.71
2024-07-12,7444401.94
2024-07-15,7573140.19
2024-07-16,7680839.27
2024-07-17,7551026.34
2024-07-18,7592465.12
2024-07-19,7593554.90
2024-07-22,7529713.72
2024-07-23,7403081.16
2024-07-24,7401877.98
2024-07-25,7324860.02
2024-07-26,7271224.96
2024-07-29,7259354.32
2024-07-30,7287604.74
2024-07-31,7306555.07
2024-08-01,7334931.19
2024-08-02,7312085.12
2024-08-05,7144479.04
2024-08-06,7061472.18
2024-08-07,7049131.32
2024-08-08,7081641.46
2024-08-09,7085392.60
2024-08-12,7063730.68
2024-08-13,7066755.33
2024-08-14,7042236.19
2024-08-15,7090009.84
2024-08-16,7140434.69
2024-08-19,7200760.06
2024-08-20,7237180.73
2024-08-21,7208355.41
2024-08-22,7320695.11
2024-08-23,7306694.82
2024-08-26,7272476.08
2024-08-27,7302738.29
2024-08-28,7285813.50
2024-08-29,7232199.71
2024-08-30,7216510.92
2024-09-02,7224497.27
2024-09-03,7181396.21
2024-09-04,7188632.17
2024-09-05,7197583.13
2024-09-06,7173619.11
2024-09-09,7169976.32
2024-09-10,7217008.99
2024-09-11,7246795.67
2024-09-12,7152629.34
2024-09-13,7131266.02
2024-09-18,7129650.25
2024-09-19,7038960.62
2024-09-20,6875628.16
2024-09-23,6873081.49
2024-09-24,7234755.78
2024-09-25,7310462.07
2024-09-26,7767135.36
2024-09-27,8395663.65
2024-09-30,9140155.81
2024-10-08,9263600.72
2024-10-09,8873691.62
2024-10-10,9098463.53
2024-10-11,8971758.43
2024-10-14,9176704.51
