K,LB,Trail,Pos,Sec,Floor,S,R,CAGR,MDD,CM,Trd,Win
2.0,21,0.25,8,3,0.8,1.1264960885136943,683.7095216557765,47.84337808240284,37.749192152457155,1.26740137614544,313,54.9520766773163
1.0,10,0.1,5,1,0,1.1260598624320142,711.1846941175863,48.76942588677109,32.23895783776259,1.5127482138906425,306,45.42483660130719
1.5,21,0.28,8,1,0,1.125977507988698,681.6898849891463,47.72750550796119,30.481882606472503,1.565766331565976,448,53.79464285714286
1.5,30,0.18,3,3,0,1.1247721971428213,1059.055965693695,59.19280185522937,39.73271267850703,1.4897749955856667,188,53.72340425531915
1.5,30,0.18,3,3,0.8,1.1247721971428213,1059.055965693695,59.19280185522937,39.73271267850703,1.4897749955856667,188,53.72340425531915
1.5,21,0.25,8,1,0,1.124504532498021,677.4523559723506,47.575206217885665,30.11732131353164,1.5796626042074413,450,53.77777777777778
1.5,21,0.35,8,1,0.8,1.1239726927609015,683.3740931019854,47.78785120956699,30.04083144480579,1.5907632682327024,445,53.93258426966292
2.0,21,0.25,8,1,0,1.1213115584434896,654.5643102325729,46.74077089913358,37.33035249141619,1.2520849062403372,356,54.21348314606742
1.0,14,0.1,8,1,0,1.120843393027482,479.0842201872504,39.552344035958356,34.113938881045975,1.1594188573144806,480,46.458333333333336
1.5,21,0.25,5,3,0,1.1207530650923943,630.2648727984756,45.8321271095556,35.04095106950113,1.3079589939967944,299,50.836120401337794
1.5,21,0.25,5,3,0.8,1.1207530650923943,630.2648727984756,45.8321271095556,35.04095106950113,1.3079589939967944,299,50.836120401337794
1.0,14,0.1,8,1,0.8,1.1195709287229085,477.885791324051,39.49749429907361,34.113938881045975,1.157811017859881,479,46.5553235908142
1.5,21,0.3,8,1,0.8,1.118268706614182,673.4849722733343,47.432005245436756,30.040831444805793,1.5789178582684662,445,53.93258426966292
1.5,30,0.18,8,3,0,1.1169844629046413,590.4297601243725,44.2880978242306,39.06357500192663,1.1337441036066538,453,51.21412803532009
1.5,30,0.18,8,3,0.8,1.1169844629046413,590.4297601243725,44.2880978242306,39.06357500192663,1.1337441036066538,453,51.21412803532009
1.5,21,0.28,8,1,0.8,1.116819440326565,668.3186757893503,47.24463527010445,30.481882606472492,1.5499251105990604,445,53.93258426966292
1.5,30,0.2,3,3,0,1.1155214121974906,1046.2157393787513,58.856637247416344,39.732712678507006,1.4813143447729966,188,53.72340425531915
1.5,30,0.2,3,3,0.8,1.1155214121974906,1046.2157393787513,58.856637247416344,39.732712678507006,1.4813143447729966,188,53.72340425531915
1.5,21,0.25,8,1,0.8,1.1150662973871521,663.7446784224442,47.07789273493146,30.117321313531615,1.5631500638730282,447,53.914988814317674
1.5,21,0.28,5,3,0,1.1113074278261603,617.8277931348315,45.357545625094374,36.76129206037752,1.233839810379847,298,51.006711409395976
1.5,21,0.28,5,3,0.8,1.1113074278261603,617.8277931348315,45.357545625094374,36.76129206037752,1.233839810379847,298,51.006711409395976
1.5,30,0.3,3,3,0,1.110388156546137,1056.2838483030343,59.12048253970816,40.76170364123755,1.4503928260716148,188,54.25531914893617
1.5,30,0.3,3,3,0.8,1.110388156546137,1056.2838483030343,59.12048253970816,40.76170364123755,1.4503928260716148,188,54.25531914893617
1.5,30,0.28,3,3,0,1.108284803683316,1047.0249748821066,58.877913356605305,40.76170364123756,1.4444419172176122,188,54.25531914893617
1.5,30,0.28,3,3,0.8,1.108284803683316,1047.0249748821066,58.877913356605305,40.76170364123756,1.4444419172176122,188,54.25531914893617
1.5,30,0.25,3,3,0,1.1053514085398106,1037.0696794910066,58.61532247130976,40.76170364123755,1.4379998193208532,188,54.25531914893617
1.5,30,0.25,3,3,0.8,1.1053514085398106,1037.0696794910066,58.61532247130976,40.76170364123755,1.4379998193208532,188,54.25531914893617
1.5,21,0.35,5,3,0,1.1014287947012211,607.0807011551855,44.94205537806586,36.97318808642555,1.2155309753925716,298,51.006711409395976
1.5,21,0.35,5,3,0.8,1.1014287947012211,607.0807011551855,44.94205537806586,36.97318808642555,1.2155309753925716,298,51.006711409395976
1.5,21,0.3,5,3,0,1.1005607184262467,603.7863433730647,44.81366871081072,36.97318808642556,1.2120585491859095,298,51.006711409395976
1.5,21,0.3,5,3,0.8,1.1005607184262467,603.7863433730647,44.81366871081072,36.97318808642556,1.2120585491859095,298,51.006711409395976
2.0,21,0.35,8,3,0,1.1002608305532846,638.8124580721129,46.1545077456518,37.464326758822715,1.231958818925862,362,54.972375690607734
1.5,21,0.2,5,3,0,1.0968032772945973,571.5402714625914,43.53056594438669,34.146696242742706,1.274810471705249,299,51.17056856187291
1.5,21,0.2,5,3,0.8,1.0968032772945973,571.5402714625914,43.53056594438669,34.146696242742706,1.274810471705249,299,51.17056856187291
1.5,21,0.22,5,1,0,1.0951504417762574,589.5507637466623,44.25322198519262,35.17140139243204,1.2582160571718004,298,50.33557046979866
1.5,21,0.22,5,1,0.8,1.0951504417762574,589.5507637466623,44.25322198519262,35.17140139243204,1.2582160571718004,298,50.33557046979866
2.0,21,0.28,8,3,0,1.094800750315371,623.0863803877193,45.55901254007213,38.798981109314184,1.1742321895441505,364,54.94505494505495
1.5,30,0.35,3,3,0,1.0946818030608927,1011.779168752458,57.93975809867151,40.76170364123753,1.4214263125169135,188,54.25531914893617
1.5,30,0.35,3,3,0.8,1.0946818030608927,1011.779168752458,57.93975809867151,40.76170364123753,1.4214263125169135,188,54.25531914893617
1.5,30,0.22,3,3,0,1.09204000150871,991.6025435571312,57.39180876545045,40.76170364123753,1.4079835639496843,188,53.72340425531915
1.5,30,0.22,3,3,0.8,1.09204000150871,991.6025435571312,57.39180876545045,40.76170364123753,1.4079835639496843,188,53.72340425531915
1.5,30,0.15,8,3,0,1.0886487093860102,523.5459118481599,41.52509931317301,37.74867081317172,1.100041363540768,459,49.673202614379086
1.5,30,0.15,8,3,0.8,1.0886487093860102,523.5459118481599,41.52509931317301,37.74867081317172,1.100041363540768,459,49.673202614379086
1.5,21,0.18,5,1,0,1.0884036719401076,551.7579245591339,42.718487825813575,34.69468905598483,1.231268790358121,299,50.836120401337794
1.5,21,0.18,5,1,0.8,1.0884036719401076,551.7579245591339,42.718487825813575,34.69468905598483,1.231268790358121,299,50.836120401337794
2.0,21,0.18,8,1,0,1.086918252792303,567.8945755002868,43.38237812910999,38.64784345991085,1.122504498190442,361,53.73961218836565
1.5,21,0.28,8,3,0,1.0848670775822418,599.5280394119511,44.646991976831444,31.493992154266863,1.4176352035060307,445,53.033707865168545
1.5,21,0.3,8,3,0,1.084718950793141,601.4219642184179,44.7212244011038,31.493992154266888,1.419992237949575,445,53.033707865168545
2.0,21,0.35,5,1,0.8,1.084426386742106,727.7324085100145,49.385749689503065,37.65222008151737,1.3116291571275878,257,54.08560311284047
1.5,21,0.22,8,1,0,1.0840715573512145,601.0351976842558,44.706078285832994,31.635603098052062,1.4131571365107225,453,53.20088300220751
2.0,21,0.35,5,3,0.8,1.082881529307997,722.086601138759,49.191715602257545,38.69958998350807,1.2711172294905637,260,54.61538461538461
2.0,21,0.18,8,3,0.8,1.082691852952268,575.2347686684395,43.71931994375804,38.54022529260088,1.134381535443475,318,54.088050314465406
2.0,21,0.1,8,1,0.8,1.0823665348566789,476.867711414398,39.485776629042356,37.61453296484961,1.04974789042154,321,48.90965732087228
1.5,30,0.28,8,3,0,1.0822152798761422,599.7349073699327,44.65510808728128,41.61348316949356,1.0730922933175058,442,51.58371040723983
1.5,30,0.28,8,3,0.8,1.0822152798761422,599.7349073699327,44.65510808728128,41.61348316949356,1.0730922933175058,442,51.58371040723983
1.5,21,0.25,8,3,0,1.0815077665205142,592.3949064003402,44.36593877782384,31.569814108177784,1.4053278434202554,448,52.90178571428571
2.0,21,0.3,8,3,0,1.0791077658929369,600.4881264501738,44.68464293288166,38.775071122063046,1.1524064725043421,363,54.82093663911846
1.5,21,0.28,8,3,0.8,1.0776645284606619,590.8757986299096,44.30578148555884,31.49399215426686,1.4068010580727923,442,53.16742081447964
1.5,21,0.3,8,3,0.8,1.0775352334459778,592.7462980816149,44.379838801633255,31.493992154266877,1.409152532465484,442,53.16742081447964
1.5,21,0.22,8,1,0.8,1.0768003299503683,592.3642668649824,44.36472649681538,31.635603098052062,1.4023670217163364,450,53.333333333333336
1.5,21,0.35,8,3,0,1.0764322885683548,589.9341837610575,44.26843932413396,31.493992154266877,1.4056153664893947,444,52.92792792792793
1.5,30,0.3,8,3,0,1.0763194632409814,594.643013422366,44.45476880763397,41.639207620496144,1.0676180299298472,441,51.47392290249433
1.5,30,0.3,8,3,0.8,1.0763194632409814,594.643013422366,44.45476880763397,41.639207620496144,1.0676180299298472,441,51.47392290249433
2.0,21,0.1,8,1,0,1.0751319145928586,442.85896150214927,37.8521357940812,38.16122377889917,0.9919004697907806,376,49.46808510638298
1.5,21,0.25,8,3,0.8,1.0740181421765882,583.4647707581274,44.01075557686354,31.56981410817781,1.394077121457077,445,53.033707865168545
2.0,21,0.25,8,3,0,1.0725773267664442,579.3372704841228,43.84531825963733,37.747188845857735,1.161551882411206,364,54.670329670329664
1.5,14,0.35,3,3,0,1.0711598422483062,954.8116872702012,56.37117124595446,43.631313086364656,1.291988878133745,182,51.098901098901095
1.5,14,0.35,3,3,0.8,1.0711598422483062,954.8116872702012,56.37117124595446,43.631313086364656,1.291988878133745,182,51.098901098901095
1.5,21,0.25,5,1,0,1.069726133233658,558.376585796252,42.9923846908411,36.282369569077325,1.1849387237233417,298,50.33557046979866
1.5,21,0.25,5,1,0.8,1.069726133233658,558.376585796252,42.9923846908411,36.282369569077325,1.1849387237233417,298,50.33557046979866
1.5,21,0.35,8,3,0.8,1.0692632463295553,581.4006063425802,43.928121807839005,31.493992154266852,1.3948095748759357,441,53.06122448979592
1.5,30,0.35,8,3,0,1.0691876388987307,588.3283093660741,44.20465886962057,41.862082063977276,1.055959395475437,439,51.252847380410024
1.5,30,0.35,8,3,0.8,1.0691876388987307,588.3283093660741,44.20465886962057,41.862082063977276,1.055959395475437,439,51.252847380410024
1.5,14,0.28,3,3,0,1.0665144498889347,940.6451842653729,55.97046818400593,43.342713262680626,1.2913466640815534,182,51.098901098901095
1.5,14,0.28,3,3,0.8,1.0665144498889347,940.6451842653729,55.97046818400593,43.342713262680626,1.2913466640815534,182,51.098901098901095
1.5,21,0.2,8,1,0,1.066112962599813,559.598321143805,43.042699043333464,31.5036044341707,1.3662785518169713,453,53.20088300220751
1.5,14,0.22,3,3,0,1.0650570819330318,929.124208947864,55.64132265695436,44.19152477883882,1.2590948815506429,183,50.81967213114754
1.5,14,0.22,3,3,0.8,1.0650570819330318,929.124208947864,55.64132265695436,44.19152477883882,1.2590948815506429,183,50.81967213114754
1.5,21,0.28,5,1,0,1.0622847362953827,549.6140626764383,42.629286218049025,37.9698334909877,1.1227145946838892,297,50.505050505050505
1.5,21,0.28,5,1,0.8,1.0622847362953827,549.6140626764383,42.629286218049025,37.9698334909877,1.1227145946838892,297,50.505050505050505
2.0,21,0.2,8,1,0.8,1.0618167806645242,577.4282551672785,43.80786294554684,40.16470469802015,1.0907054657794177,308,53.896103896103895
1.0,14,0.1,3,1,0,1.0613221542664577,862.6543812629498,53.68178409409457,39.72027004984044,1.351495949718756,189,48.148148148148145
1.0,14,0.1,3,1,0.8,1.0613221542664577,862.6543812629498,53.68178409409457,39.72027004984044,1.351495949718756,189,48.148148148148145
1.5,21,0.35,5,1,0,1.0612185136851364,550.3963246837533,42.66186210348675,38.177680017373206,1.117455594055819,297,50.505050505050505
1.5,21,0.35,5,1,0.8,1.0612185136851364,550.3963246837533,42.66186210348675,38.177680017373206,1.117455594055819,297,50.505050505050505
1.5,14,0.3,3,3,0,1.0608947947549752,925.8535870314334,55.54733955093716,43.82120295765912,1.2675904767974548,182,51.098901098901095
1.5,14,0.3,3,3,0.8,1.0608947947549752,925.8535870314334,55.54733955093716,43.82120295765912,1.2675904767974548,182,51.098901098901095
1.5,14,0.25,3,3,0,1.0591624984857728,918.5449762983179,55.336441979113715,45.89637567480857,1.2056821734942913,183,50.81967213114754
1.5,14,0.25,3,3,0.8,1.0591624984857728,918.5449762983179,55.336441979113715,45.89637567480857,1.2056821734942913,183,50.81967213114754
1.5,21,0.2,8,1,0.8,1.0580433548117216,550.5389964351169,42.667799987043864,31.503604434170736,1.3543783561719611,450,53.333333333333336
2.0,21,0.3,5,1,0.8,1.0570130102690047,673.8685630309861,47.4890269146252,40.753811295807054,1.1652659077682654,258,53.875968992248055
1.5,21,0.18,8,1,0,1.0569021331186592,538.2379961876564,42.15192093986251,30.908965059006317,1.3637441712911769,457,53.39168490153173
1.5,30,0.18,8,1,0,1.0563718336164025,543.2027143705328,42.36109256963516,39.08907502292719,1.083706701803223,451,50.554323725055426
1.5,30,0.18,8,1,0.8,1.0563718336164025,543.2027143705328,42.36109256963516,39.08907502292719,1.083706701803223,451,50.554323725055426
2.0,21,0.3,5,3,0.8,1.0556197765318165,668.9764575323238,47.31151283455996,41.71980016681182,1.1340301881933836,261,54.406130268199234
1.5,21,0.3,5,1,0,1.0543505926976144,541.6306485752457,42.29500084682738,38.17768001737318,1.1078462815860097,297,50.505050505050505
1.5,21,0.3,5,1,0.8,1.0543505926976144,541.6306485752457,42.29500084682738,38.17768001737318,1.1078462815860097,297,50.505050505050505
1.5,30,0.15,3,1,0,1.0537024372996902,839.5029793000858,52.97350495188713,39.67652267530886,1.335134769379705,189,50.264550264550266
1.5,30,0.15,3,1,0.8,1.0537024372996902,839.5029793000858,52.97350495188713,39.67652267530886,1.335134769379705,189,50.264550264550266
1.5,21,0.2,5,1,0,1.0522203426248078,513.7741768795843,41.10154034641384,35.418713048433595,1.1604470295182443,298,50.671140939597315
1.5,21,0.2,5,1,0.8,1.0522203426248078,513.7741768795843,41.10154034641384,35.418713048433595,1.1604470295182443,298,50.671140939597315
2.0,21,0.22,8,1,0.8,1.0521867651000245,576.4496745800866,43.76838997605967,38.9397582902531,1.1240026106432,306,54.248366013071895
1.5,14,0.2,3,3,0,1.0511311393390832,876.581145586786,54.1012280844841,44.547301943047685,1.214466998554723,183,50.81967213114754
1.5,14,0.2,3,3,0.8,1.0511311393390832,876.581145586786,54.1012280844841,44.547301943047685,1.214466998554723,183,50.81967213114754
1.5,21,0.18,8,1,0.8,1.0482569116071152,528.1142231486774,41.72127173307807,30.908965059006334,1.3498113461072103,453,53.42163355408388
1.0,14,0.1,3,3,0,1.0476894578632607,828.5195756607563,52.63252877015954,39.72027004984041,1.3250798321390316,190,48.421052631578945
1.0,14,0.1,3,3,0.8,1.0476894578632607,828.5195756607563,52.63252877015954,39.72027004984041,1.3250798321390316,190,48.421052631578945
1.5,30,0.2,8,3,0,1.0464360858477681,525.4442875289326,41.6067603069354,38.045784347652365,1.0935971230542594,449,50.779510022271715
1.5,30,0.2,8,3,0.8,1.0464360858477681,525.4442875289326,41.6067603069354,38.045784347652365,1.0935971230542594,449,50.779510022271715
1.5,30,0.28,8,1,0,1.046277381620947,576.3249805436664,43.724065656778336,41.61863924527752,1.0505885451730552,440,50.90909090909091
1.5,30,0.28,8,1,0.8,1.046277381620947,576.3249805436664,43.724065656778336,41.61863924527752,1.0505885451730552,440,50.90909090909091
2.0,21,0.28,5,1,0.8,1.04582041682741,650.7744187819626,46.64289609251326,40.79085557746087,1.1434645199814333,258,53.875968992248055
1.5,30,0.22,8,3,0,1.0455238860646254,536.6445732455537,42.08450799419994,39.07298867014485,1.0770741995059145,447,51.006711409395976
1.5,30,0.22,8,3,0.8,1.0455238860646254,536.6445732455537,42.08450799419994,39.07298867014485,1.0770741995059145,447,51.006711409395976
2.0,21,0.28,5,3,0.8,1.044405537043541,646.0283057624694,46.46640039420598,41.75624045410592,1.112801341521083,261,54.406130268199234
1.5,30,0.3,8,1,0,1.0407018133420312,571.3264745176242,43.5218936838327,41.64436146523836,1.0450849083173377,439,50.79726651480638
1.5,30,0.3,8,1,0.8,1.0407018133420312,571.3264745176242,43.5218936838327,41.64436146523836,1.0450849083173377,439,50.79726651480638
1.5,21,0.22,8,3,0,1.040013370066791,523.7368816000321,41.53332322042347,31.450848907063573,1.3205787653984584,451,52.106430155210646
1.5,21,0.2,8,3,0,1.0395080500754676,508.59936267486995,40.87501917678229,31.531677479523008,1.2963160365739166,452,52.21238938053098
1.5,30,0.25,8,3,0,1.0382008461684313,534.7459957980888,42.004006158382204,40.4165273905546,1.0392779605354863,444,51.35135135135135
1.5,30,0.25,8,3,0.8,1.0382008461684313,534.7459957980888,42.004006158382204,40.4165273905546,1.0392779605354863,444,51.35135135135135
2.0,21,0.35,3,1,0.8,1.0379321637756236,832.8354930169887,52.8156927387885,41.88993200303182,1.2608206844299945,177,54.23728813559322
1.5,21,0.35,3,3,0,1.0351424067633976,581.9449962119479,43.94993479397273,43.638821314641724,1.0071292823673637,183,49.72677595628415
1.5,21,0.35,3,3,0.8,1.0351424067633976,581.9449962119479,43.94993479397273,43.638821314641724,1.0071292823673637,183,49.72677595628415
1.5,21,0.18,8,3,0,1.0346223714498763,491.03709712231523,40.094430295531765,30.91507999376764,1.2969214475141144,456,52.41228070175439
1.5,30,0.35,8,1,0,1.0336263064718918,564.5988262602057,43.24784959756833,41.86721823386825,1.0329764293387715,437,50.57208237986271
1.5,30,0.35,8,1,0.8,1.0336263064718918,564.5988262602057,43.24784959756833,41.86721823386825,1.0329764293387715,437,50.57208237986271
2.0,21,0.18,8,3,0,1.0333083818620206,496.05416625912017,40.31932034595429,39.826779837926246,1.012367068340258,370,53.783783783783775
1.5,30,0.18,3,1,0,1.0307362501658335,803.8067050395465,51.85320989719886,39.732712678507006,1.305050835989064,188,52.12765957446809
1.5,30,0.18,3,1,0.8,1.0307362501658335,803.8067050395465,51.85320989719886,39.732712678507006,1.305050835989064,188,52.12765957446809
1.5,21,0.22,8,3,0.8,1.0303835612962078,512.9916337724077,41.06738502997984,31.450848907063605,1.3057639605001707,448,52.23214285714286
1.5,21,0.28,3,3,0,1.0299373408664836,573.633832905594,43.61536923211524,43.690476630168035,0.9982809206068278,183,49.72677595628415
1.5,21,0.28,3,3,0.8,1.0299373408664836,573.633832905594,43.61536923211524,43.690476630168035,0.9982809206068278,183,49.72677595628415
1.5,21,0.2,8,3,0.8,1.029822858736837,498.27696975273517,40.41846747402384,31.53167747952298,1.2818368924479848,449,52.338530066815146
1.5,21,0.18,8,3,0.8,1.0292763184434444,485.91354589705196,39.863165143099486,30.91507999376766,1.2894407891273685,453,52.53863134657837
1.5,21,0.3,3,3,0,1.0250278686410934,567.5105035492625,43.366728497502784,43.63882131464176,0.993764890779768,183,49.72677595628415
1.5,21,0.3,3,3,0.8,1.0250278686410934,567.5105035492625,43.366728497502784,43.63882131464176,0.993764890779768,183,49.72677595628415
1.5,30,0.2,3,1,0,1.0249645733879162,801.77709570104,51.78844215012699,39.732712678507035,1.3034207497778365,188,52.12765957446809
1.5,30,0.2,3,1,0.8,1.0249645733879162,801.77709570104,51.78844215012699,39.732712678507035,1.3034207497778365,188,52.12765957446809
1.5,21,0.18,3,3,0,1.0232390642428943,539.7818831600982,42.21710821955733,41.97229997782621,1.0058326144114202,184,49.45652173913043
1.5,21,0.18,3,3,0.8,1.0232390642428943,539.7818831600982,42.21710821955733,41.97229997782621,1.0058326144114202,184,49.45652173913043
1.5,30,0.3,3,1,0,1.022209368920382,811.6875667292483,52.103587673677154,40.761703641237546,1.278248527889431,188,52.659574468085104
1.5,30,0.3,3,1,0.8,1.022209368920382,811.6875667292483,52.103587673677154,40.761703641237546,1.278248527889431,188,52.659574468085104
1.5,21,0.22,3,3,0,1.0215708562607968,560.6024350208886,43.08399465611363,43.306624637744854,0.9948592164941624,184,49.45652173913043
1.5,21,0.22,3,3,0.8,1.0215708562607968,560.6024350208886,43.08399465611363,43.306624637744854,0.9948592164941624,184,49.45652173913043
2.0,21,0.35,5,3,0,1.0209851421858918,610.6943883051816,45.08233064324687,39.29382502981573,1.1473133656252321,281,53.380782918149464
2.0,21,0.3,3,1,0.8,1.0206581890412694,790.1157633147667,51.461349030561806,41.889932003031824,1.2284896768712168,177,54.23728813559322
1.5,30,0.28,3,1,0,1.0199773996525925,804.3872833324265,51.871715306147024,40.76170364123757,1.2725600422076015,188,52.659574468085104
1.5,30,0.28,3,1,0.8,1.0199773996525925,804.3872833324265,51.871715306147024,40.76170364123757,1.2725600422076015,188,52.659574468085104
2.0,21,0.35,3,3,0.8,1.0198784274612083,788.2477061404077,51.40093405566153,41.88993200303182,1.2270474454802491,178,54.49438202247191
1.5,21,0.25,3,3,0,1.017502277556705,556.1101101861518,42.89884443198317,43.4893335083884,0.9864222091080947,184,49.45652173913043
1.5,21,0.25,3,3,0.8,1.017502277556705,556.1101101861518,42.89884443198317,43.4893335083884,0.9864222091080947,184,49.45652173913043
1.5,30,0.25,3,1,0,1.0164558568527606,795.1993679338672,51.57772252593027,40.76170364123753,1.2653475669194174,188,52.659574468085104
1.5,30,0.25,3,1,0.8,1.0164558568527606,795.1993679338672,51.57772252593027,40.76170364123753,1.2653475669194174,188,52.659574468085104
2.0,21,0.35,5,1,0,1.0139631721617217,597.8960226900274,44.582894311657206,38.0879484107098,1.1705249605704968,280,52.85714285714286
1.5,21,0.35,3,1,0,1.01136896196056,551.361763472942,42.70202231668221,43.63882131464175,0.9785328986957486,183,49.18032786885246
1.5,21,0.35,3,1,0.8,1.01136896196056,551.361763472942,42.70202231668221,43.63882131464175,0.9785328986957486,183,49.18032786885246
1.5,21,0.2,3,3,0,1.0102223790337497,525.9826429272744,41.62988178025058,43.33912678113246,0.960561157369096,184,49.45652173913043
1.5,21,0.2,3,3,0.8,1.0102223790337497,525.9826429272744,41.62988178025058,43.33912678113246,0.960561157369096,184,49.45652173913043
1.5,30,0.35,3,1,0,1.0066287119531405,776.5972529909072,50.97493081775759,40.76170364123757,1.2505593796179697,188,52.659574468085104
1.5,30,0.35,3,1,0.8,1.0066287119531405,776.5972529909072,50.97493081775759,40.76170364123757,1.2505593796179697,188,52.659574468085104
1.5,21,0.28,3,1,0,1.0059888478556902,542.9317871403447,42.349711772328114,43.690476630168035,0.9693121942983307,183,49.18032786885246
1.5,21,0.28,3,1,0.8,1.0059888478556902,542.9317871403447,42.349711772328114,43.690476630168035,0.9693121942983307,183,49.18032786885246
2.0,21,0.1,8,3,0.8,1.0051004914749353,388.3977227888779,35.14485412183941,36.80260849096328,0.9549555198096644,327,47.706422018348626
2.0,21,0.28,3,1,0.8,1.0045288745830403,747.5771697500564,50.05937322096228,41.889932003031824,1.1950215917595468,177,54.23728813559322
2.0,21,0.35,3,1,0,1.0036910486997108,749.8541941080964,50.08991158609448,41.88993200303182,1.1957506061950443,184,53.2608695652174
2.0,21,0.3,3,3,0.8,1.0025739942415526,747.5698993899249,50.059128781720055,41.889932003031824,1.1950157564852808,178,54.49438202247191
2.0,21,0.25,5,1,0.8,1.002100820226518,571.9727234855914,43.58721124418541,40.08517716317754,1.0873648148479398,258,53.48837209302325
1.5,21,0.3,3,1,0,1.000811811288403,536.6515022937027,42.08480143724203,43.63882131464177,0.964389050148833,183,49.18032786885246
1.5,21,0.3,3,1,0.8,1.000811811288403,536.6515022937027,42.08480143724203,43.63882131464177,0.964389050148833,183,49.18032786885246
1.5,14,0.35,3,1,0,1.000699879248571,767.3824658757942,50.672483425064655,43.631313086364656,1.1613788318669798,183,50.27322404371585
1.5,14,0.35,3,1,0.8,1.000699879248571,767.3824658757942,50.672483425064655,43.631313086364656,1.1613788318669798,183,50.27322404371585
2.0,21,0.25,5,3,0.8,1.0005212683537117,567.6762704249791,43.4124152667754,41.066348354959864,1.0571286955328274,261,54.02298850574713
2.0,21,0.3,5,1,0,1.0004464966524713,572.2980430940053,43.56128548377443,41.16786361409086,1.0581381120992723,281,52.66903914590747
1.0,14,0.35,3,1,0,0.9997647534503743,850.9763427050982,53.32625987816133,48.65336644336949,1.0960446064966727,184,51.63043478260869
1.0,14,0.35,3,1,0.8,0.9997647534503743,850.9763427050982,53.32625987816133,48.65336644336949,1.0960446064966727,184,51.63043478260869
2.0,21,0.2,8,3,0.8,0.9995540864213739,481.99182422166615,39.72022378954105,42.09327247241171,0.9436240391044441,316,53.48101265822785
2.0,21,0.3,3,1,0,0.9992793621491569,737.5566272492979,49.67534953656818,41.889932003031824,1.1858541458833802,184,53.2608695652174
2.0,21,0.2,8,1,0,0.9989380422617316,470.3469220842305,39.15032570867518,42.59546424598413,0.9191195917618445,359,53.2033426183844
2.0,21,0.1,8,3,0,0.9984863759423901,370.8730296104783,34.18055365329582,37.55150003306269,0.9102313788583977,383,48.04177545691906
1.5,30,0.22,3,1,0,0.9981607803892073,749.6378592447255,50.082660870832505,40.76170364123755,1.2286694715125985,188,52.12765957446809
1.5,30,0.22,3,1,0.8,0.9981607803892073,749.6378592447255,50.082660870832505,40.76170364123755,1.2286694715125985,188,52.12765957446809
1.5,21,0.22,3,1,0,0.9976202895936929,530.4943181153515,41.82302010874497,43.306624637744825,0.9657418572467827,184,48.91304347826087
1.5,21,0.22,3,1,0.8,0.9976202895936929,530.4943181153515,41.82302010874497,43.306624637744825,0.9657418572467827,184,48.91304347826087
1.5,30,0.22,8,1,0,0.9974671449286431,500.4039535599971,40.513061558445514,39.07853743249896,1.0367087465446843,445,50.112359550561806
1.5,30,0.22,8,1,0.8,0.9974671449286431,500.4039535599971,40.513061558445514,39.07853743249896,1.0367087465446843,445,50.112359550561806
1.5,30,0.25,8,1,0,0.9970999303220959,506.0791491338833,40.76413435856099,40.42178899448896,1.0084693273748646,442,50.452488687782804
1.5,30,0.25,8,1,0.8,0.9970999303220959,506.0791491338833,40.76413435856099,40.42178899448896,1.0084693273748646,442,50.452488687782804
2.0,21,0.28,5,1,0,0.9963790273543367,562.7625086636141,43.17265866401003,41.20464900532435,1.0477618352829892,281,52.66903914590747
1.5,14,0.28,3,1,0,0.9959982611352621,755.733205199735,50.28638332119802,43.342713262680626,1.1602038620986863,183,50.27322404371585
1.5,14,0.28,3,1,0.8,0.9959982611352621,755.733205199735,50.28638332119802,43.342713262680626,1.1602038620986863,183,50.27322404371585
2.0,21,0.22,8,3,0.8,0.9957269373861477,488.72541165485865,40.025781057757,40.09783846790891,0.9982029602366329,314,54.14012738853503
2.0,21,0.28,5,3,0,0.9949303247786146,562.4463677785649,43.15969674724991,41.820381602896724,1.0320254166274851,283,53.35689045936396
1.5,30,0.2,8,1,0,0.9945853676436243,486.7487179885778,39.9009743532923,38.053956471824485,1.0485368159506716,447,49.88814317673378
1.5,30,0.2,8,1,0.8,0.9945853676436243,486.7487179885778,39.9009743532923,38.053956471824485,1.0485368159506716,447,49.88814317673378
1.5,14,0.22,3,1,0,0.9942118097887521,746.25938906668,49.969232956626605,44.19152477883882,1.1307424490714666,184,50.0
1.5,14,0.22,3,1,0.8,0.9942118097887521,746.25938906668,49.969232956626605,44.19152477883882,1.1307424490714666,184,50.0
1.5,21,0.25,3,1,0,0.9936063349957909,526.2067388796797,41.63950158158125,43.48933350838843,0.957464698178224,184,48.91304347826087
1.5,21,0.25,3,1,0.8,0.9936063349957909,526.2067388796797,41.63950158158125,43.48933350838843,0.957464698178224,184,48.91304347826087
1.5,21,0.18,3,1,0,0.991672713011518,500.07777298829143,40.49857286202436,41.97229997782619,0.9648881019963073,184,48.91304347826087
1.5,21,0.18,3,1,0.8,0.991672713011518,500.07777298829143,40.49857286202436,41.97229997782619,0.9648881019963073,184,48.91304347826087
1.5,14,0.3,3,1,0,0.9904025140940621,743.5699231297192,49.87867490893287,43.82120295765912,1.138231530456309,183,50.27322404371585
1.5,14,0.3,3,1,0.8,0.9904025140940621,743.5699231297192,49.87867490893287,43.82120295765912,1.138231530456309,183,50.27322404371585
