date,equity,positions,cash
20220303,19329653.98,5,8910816.72
20220304,19293075.39,5,8911700.73
20220307,18977255.18,5,8912584.83
20220308,18612523.27,5,8913469.01
20220309,18563461.48,5,8914353.28
20220310,18793356.58,5,8915237.64
20220311,18738463.68,5,8916122.09
20220314,18470820.72,5,8917006.63
20220315,17846679.83,5,7879074.54
20220316,18188918.38,5,7879856.20
20220317,18479289.42,5,7880637.93
20220318,18490933.21,5,7881419.74
20220321,18474602.79,5,7882201.63
20220322,18460413.39,5,7882983.59
20220323,18486453.94,5,7883765.63
20220324,18354911.27,5,7884547.75
20220325,18084554.52,5,7885329.95
20220328,18029131.71,5,7886112.22
20220329,17911471.18,5,7886894.58
20220330,18221327.99,5,7887677.01
20220331,18189957.16,5,7888459.51
20220401,18176061.58,5,7889242.10
20220406,18162814.40,5,7890024.76
20220407,17964701.87,5,7890807.50
20220408,18065608.44,5,7891590.32
20220411,17713968.86,4,9507542.41
20220412,17846279.22,4,9508485.62
20220413,17753083.67,4,9509428.92
20220414,17794297.10,4,9510372.32
20220415,17741998.22,1,15748477.17
20220418,17812349.19,1,15750039.51
20220419,17729274.72,1,15751602.02
20220420,17720721.40,1,15753164.68
20220421,17701377.87,1,15754727.49
20220422,17650000.58,1,15756290.46
20220425,17559508.36,1,15757853.58
20220426,17466318.69,1,15759416.86
20220427,17626365.70,1,15760980.30
20220428,17656254.01,1,15762543.89
20220429,17671642.92,1,15764107.63
20220505,17772680.55,1,15765671.53
20220506,17720292.75,1,15767235.59
20220509,17723880.16,1,15768799.80
20220510,17793221.54,1,15770364.16
20220511,17838284.74,1,15771928.68
20220512,17922126.00,1,15773493.36
20220513,17928748.81,1,15775058.19
20220516,17887489.52,1,15776623.17
20220517,17857357.94,1,15778188.31
20220518,17874771.60,1,15779753.61
20220519,17885360.23,5,7917754.95
20220520,17992899.90,5,7918540.44
20220523,18042281.04,5,7919326.01
20220524,17788089.62,5,7920111.66
20220525,17856831.14,5,7920897.38
20220526,17814971.90,5,7921683.18
20220527,17849690.88,5,7922469.07
20220530,18095632.13,5,7923255.02
20220531,18339919.76,5,7924041.06
20220601,18416467.61,5,7924827.18
20220602,19085779.99,5,7925613.37
20220606,19480273.89,5,7926399.64
20220607,19228458.85,5,7927185.99
20220608,19111872.46,5,7927972.42
20220609,18823039.34,5,7928758.92
20220610,19177708.22,5,7929545.51
20220613,19197451.53,5,7930332.17
20220614,18800291.07,5,7931118.91
20220615,18753849.75,5,7931905.72
20220616,18932587.48,5,7932692.62
20220617,18928883.86,5,7933479.59
20220620,18839579.49,5,8743830.87
20220621,18787204.87,5,8744698.31
20220622,18515301.08,5,8745565.84
20220623,18843269.49,5,8746433.45
20220624,18911888.82,5,8747301.16
20220627,19142991.15,5,8748168.94
20220628,19392912.11,5,8749036.82
20220629,19281190.52,5,8749904.78
20220630,19326102.44,5,8750772.82
20220701,19257342.61,5,8751640.96
20220704,18920285.20,5,8752509.18
20220705,18824553.98,5,8753377.48
20220706,19142203.14,5,8754245.87
20220707,19204090.31,5,8755114.35
20220708,19205871.59,5,8755982.91
20220711,18931646.11,5,8756851.56
20220712,18754270.21,5,8757720.29
20220713,18698575.37,5,8758589.12
20220714,18943391.19,5,8759458.02
20220715,19189851.47,5,8760327.02
