K,LB,Trail,Pos,Sec,Floor,S,R,CAGR,MDD,CM,Trd,Win,Neg
0.5,14,0.35,5,3,0.8,1.3053165598237881,206.293141372121,59.896119628090226,33.923138185522454,1.7656420611950456,135,54.81481481481482,0
1.0,21,0.35,8,3,0,1.3050019624363316,253.0058110096766,69.70145645468043,30.57013668070922,2.280050533717907,198,51.010101010101,0
1.0,21,0.35,8,3,0.8,1.3050019624363316,253.0058110096766,69.70145645468043,30.57013668070922,2.280050533717907,198,51.010101010101,0
1.5,10,0.18,5,1,0,1.3047734287457258,285.7572599662396,76.13359056593936,36.767747826741264,2.0706623349545286,127,58.26771653543307,0
2.0,14,0.35,5,1,0.8,1.3045037155133283,344.57794506723354,87.1277190657298,34.476780192400156,2.5271419946847495,83,55.42168674698795,0
2.0,14,0.35,5,3,0.8,1.3041852908252272,344.0152005340988,87.02819908505464,35.6350848565647,2.442205467879566,85,54.11764705882353,0
1.0,21,0.22,8,1,0,1.3032350374336483,244.63449307774897,68.00226868255992,28.61925592704642,2.376101910402739,203,50.73891625615764,0
1.0,21,0.22,8,1,0.8,1.3032350374336483,244.63449307774897,68.00226868255992,28.61925592704642,2.376101910402739,203,50.73891625615764,0
0.5,10,0.35,5,3,0,1.3030699718084775,253.8943914781898,69.88043848969767,29.159020259716335,2.3965290283171363,132,55.3030303030303,0
0.5,10,0.35,5,3,0.8,1.3030699718084775,253.8943914781898,69.88043848969767,29.159020259716335,2.3965290283171363,132,55.3030303030303,0
0.5,10,0.28,5,1,0,1.302968650087194,250.36395346261463,69.16777073171596,29.935810194775218,2.3105361198404446,133,54.88721804511278,0
0.5,10,0.28,5,1,0.8,1.302968650087194,250.36395346261463,69.16777073171596,29.935810194775218,2.3105361198404446,133,54.88721804511278,0
1.5,14,0.18,5,3,0.8,1.3008168077680993,252.90810383470236,69.68175986008652,30.570267115207855,2.2793964997911904,134,53.73134328358209,0
1.0,14,0.18,8,1,0,1.3003574866472007,224.0974817477839,63.72948568227941,28.511978489860358,2.235182862001084,214,47.19626168224299,0
1.0,14,0.18,8,1,0.8,1.3003574866472007,224.0974817477839,63.72948568227941,28.511978489860358,2.235182862001084,214,47.19626168224299,0
2.0,14,0.18,5,3,0,1.2990699742003362,321.04807904607645,82.90236029003688,38.96343198634668,2.1276965622301187,91,50.54945054945055,0
1.5,21,0.28,8,1,0.8,1.2970721642393417,233.02753129546673,65.60617652811946,29.77965526664975,2.2030535928195194,199,55.27638190954774,0
1.5,14,0.22,5,1,0,1.2957718079996106,277.0190707520776,74.44953285645548,28.326886629851806,2.628228574120748,133,55.639097744360896,0
1.5,10,0.3,5,3,0.8,1.2956199036389924,436.07859739514385,102.19310716285968,47.55273680841769,2.1490478576360226,121,58.67768595041323,0
1.5,10,0.35,5,3,0.8,1.2956199036389924,436.07859739514385,102.19310716285968,47.55273680841769,2.1490478576360226,121,58.67768595041323,0
2.5,30,0.35,5,1,0,1.2948138318295455,246.63338962222733,68.41015866071649,41.38367568954834,1.653071108857395,124,54.03225806451613,1
0.5,14,0.28,5,3,0,1.29462806790343,202.44451404072214,59.05059810414377,33.36402975141112,1.7698880664031973,135,54.074074074074076,0
0.5,14,0.28,5,3,0.8,1.29462806790343,202.44451404072214,59.05059810414377,33.36402975141112,1.7698880664031973,135,54.074074074074076,0
0.5,10,0.3,5,3,0,1.2934592119473192,249.75008420791264,69.04342776047436,29.1590202597163,2.367823992216195,132,55.3030303030303,0
0.5,10,0.3,5,3,0.8,1.2934592119473192,249.75008420791264,69.04342776047436,29.1590202597163,2.367823992216195,132,55.3030303030303,0
1.5,10,0.35,8,1,0,1.2929615792496154,249.41134172120036,68.97475913147176,36.501928425858196,1.8896195928818271,177,56.49717514124294,0
1.5,21,0.3,8,1,0.8,1.2909685426398443,233.97084282440605,65.80270289009687,30.97825998733086,2.1241574871218756,199,55.27638190954774,0
2.5,30,0.22,5,1,0,1.2898412616146395,241.5246024693068,67.36493129941886,41.823091452247155,1.6107114266370026,125,53.6,1
0.5,14,0.3,5,3,0,1.2873781893678111,200.5897874446098,58.64089366940024,32.652502424581634,1.7959081024446657,135,54.074074074074076,0
0.5,14,0.3,5,3,0.8,1.2873781893678111,200.5897874446098,58.64089366940024,32.652502424581634,1.7959081024446657,135,54.074074074074076,0
2.5,30,0.22,5,3,0,1.2855768556142932,238.62028048957137,66.76667245722459,40.80192461322778,1.6363608601830306,126,53.96825396825397,1
2.0,30,0.35,5,1,0,1.2850305531901443,246.1179377487614,68.30510777990801,35.35863508238898,1.9317801046547929,129,50.3875968992248,0
2.0,30,0.35,5,1,0.8,1.2850305531901443,246.1179377487614,68.30510777990801,35.35863508238898,1.9317801046547929,129,50.3875968992248,0
2.0,14,0.1,5,1,0.8,1.2840489435159037,280.3047373577946,75.24891136698942,40.20639900461707,1.8715655524969612,86,50.0,0
1.5,10,0.3,8,1,0,1.2838422079184004,244.9380102162889,68.06429195503397,36.501928425858196,1.8646766045055525,177,56.49717514124294,0
1.0,21,0.22,8,3,0,1.2828266726138564,236.57168379410683,66.34288951737568,29.631183033722273,2.2389551386413773,201,50.24875621890548,0
1.0,21,0.22,8,3,0.8,1.2828266726138564,236.57168379410683,66.34288951737568,29.631183033722273,2.2389551386413773,201,50.24875621890548,0
1.5,21,0.35,8,1,0.8,1.2821788593071326,230.9532211876686,65.17288177196676,31.47549214890237,2.07059134972857,199,55.27638190954774,0
0.5,10,0.28,5,3,0,1.2807598598653804,244.14139462333932,67.90143708894654,29.935810194775218,2.2682344872963407,132,55.3030303030303,0
0.5,10,0.28,5,3,0.8,1.2807598598653804,244.14139462333932,67.90143708894654,29.935810194775218,2.2682344872963407,132,55.3030303030303,0
1.5,21,0.28,8,1,0,1.2806360923901838,227.5184549250687,64.45192488783029,29.77965526664975,2.1642938546709782,201,55.72139303482587,0
2.5,30,0.3,5,1,0,1.2802816744067729,240.42478336387606,67.13872933557403,41.38367568954832,1.6223481413114373,124,54.03225806451613,1
2.0,14,0.1,5,3,0,1.279988171118178,276.8780805282285,74.58397172630791,40.405943677496005,1.8458663488126197,92,47.82608695652174,0
1.5,14,0.22,5,1,0.8,1.2779402032855995,268.6257158508597,72.81045518213365,28.533123940624282,2.5517870154578177,132,55.3030303030303,0
1.5,21,0.3,8,1,0,1.274728719786873,228.44616425098064,64.64708200140453,30.97825998733086,2.0868532328104665,201,55.72139303482587,0
2.5,30,0.28,5,1,0,1.2742211667652814,237.5323699381642,66.54180781343987,41.38367568954833,1.6079240595403508,124,54.03225806451613,1
2.0,14,0.18,5,1,0.8,1.2737644086016378,307.7845405182254,80.45998546332986,37.591520049266016,2.140375950689998,84,52.38095238095239,0
2.0,21,0.1,8,3,0,1.272850586582399,196.90453883436786,57.82245332357476,23.323151658377704,2.4791869542555953,162,41.9753086419753,0
1.5,10,0.28,8,3,0,1.2727412108103526,244.83270078998737,68.04277572325876,40.38551364317651,1.6848312571791493,185,56.75675675675676,0
2.0,21,0.18,5,3,0,1.2727121045348568,273.1610673503499,73.69879109002424,28.302348784479765,2.603981445187993,123,48.78048780487805,0
2.0,14,0.28,5,1,0.8,1.2722610535678214,323.6433935728756,83.37502416163541,34.476780192400156,2.4182949711763997,83,55.42168674698795,0
2.0,14,0.3,5,1,0.8,1.2722610535678214,323.6433935728756,83.37502416163541,34.476780192400156,2.4182949711763997,83,55.42168674698795,0
2.0,14,0.28,5,3,0.8,1.27191782060271,323.1071478900273,83.27749997359959,35.6350848565647,2.3369524812078057,85,54.11764705882353,0
2.0,14,0.3,5,3,0.8,1.27191782060271,323.1071478900273,83.27749997359959,35.6350848565647,2.3369524812078057,85,54.11764705882353,0
1.5,10,0.3,5,1,0.8,1.2715720117448865,359.16748116060245,89.48082324772884,48.454838336353546,1.8466850023642591,120,58.333333333333336,0
1.5,10,0.35,5,1,0.8,1.2715720117448865,359.16748116060245,89.48082324772884,48.454838336353546,1.8466850023642591,120,58.333333333333336,0
2.5,30,0.18,5,3,0,1.2711465199441163,226.12122910492582,64.15739140222352,40.08752760626015,1.600432733901119,126,53.17460317460318,1
2.0,21,0.35,5,3,0,1.2691667544053968,285.34025047001313,76.05372924980955,33.216682865166774,2.2896244504162864,121,51.2396694214876,0
1.5,21,0.35,8,1,0,1.265955434442978,225.47846131210974,64.02165064548917,31.47549214890237,2.0340158731313682,201,55.72139303482587,0
1.0,30,0.1,8,1,0,1.2658470224382887,148.85264385099092,46.56121289105302,30.371880592233325,1.5330368743435536,213,41.31455399061033,0
1.0,30,0.1,8,1,0.8,1.2658470224382887,148.85264385099092,46.56121289105302,30.371880592233325,1.5330368743435536,213,41.31455399061033,0
2.0,10,0.18,8,1,0,1.265395174810185,319.46224491240156,82.98087242222965,38.919827620653855,2.1320976349389995,71,53.52112676056338,0
2.5,30,0.18,5,1,0,1.2630523980198993,224.45970531225905,63.80618882155093,41.522372965842884,1.5366700952770487,125,52.800000000000004,1
2.0,10,0.18,8,3,0,1.2605788114453003,315.89987089224405,82.32439137694327,38.6427786263969,2.130395233036049,73,54.794520547945204,0
1.5,10,0.28,5,3,0.8,1.259984659186934,403.48101005866476,96.94380723412861,50.760451814158436,1.909829478844166,121,58.67768595041323,0
1.5,21,0.22,8,3,0.8,1.2594655414988907,209.7770991877408,60.656220961026655,26.528655635572186,2.286441566970809,204,53.431372549019606,0
1.5,21,0.22,5,3,0,1.257978504359263,253.93437504364465,69.88848602767597,28.61703879694355,2.4421983882951728,133,55.639097744360896,0
1.5,21,0.22,5,3,0.8,1.257978504359263,253.93437504364465,69.88848602767597,28.61703879694355,2.4421983882951728,133,55.639097744360896,0
1.5,21,0.3,8,3,0.8,1.2564477535649683,213.28196260171103,61.41589073396418,29.911771168043728,2.0532348415254633,203,53.20197044334976,0
1.5,21,0.35,8,3,0.8,1.2550077922280451,212.6900287277832,61.28793828984121,29.911771168043728,2.048957179617576,203,53.20197044334976,0
2.0,21,0.35,5,3,0.8,1.254430783131214,279.18484927668453,74.86902499334185,33.280712489896175,2.2496220601067853,117,50.427350427350426,0
2.0,21,0.18,5,3,0.8,1.2539404640044385,266.88855182255577,72.46851779273644,28.3579404889491,2.555492978094687,119,47.89915966386555,0
2.5,30,0.3,5,3,0,1.2534605792191273,229.41154794353386,64.84982490210666,40.721195844279364,1.5925324283229998,125,54.400000000000006,1
1.5,14,0.18,5,1,0,1.2532931932145137,251.1896622151963,69.33482372302788,27.886325070024803,2.4863377855964375,134,54.47761194029851,0
2.5,30,0.28,5,3,0,1.253208489520453,228.25097537212656,64.60604780468238,40.65169715399573,1.5892583170622223,125,54.400000000000006,1
2.0,21,0.28,5,3,0,1.2487222534481086,275.9907940784941,74.24987480922734,33.25998495011218,2.232408551013999,122,50.81967213114754,0
2.0,10,0.18,8,1,0.8,1.2481533859059646,309.1353717303304,81.06880297063421,40.423579631117306,2.0054830302121234,70,52.85714285714286,0
2.0,14,0.18,5,3,0.8,1.2480593414043637,293.19406640290964,77.7194339287367,40.81333771363364,1.9042655730353224,86,51.162790697674424,0
2.0,21,0.1,8,1,0,1.2476262632841688,190.25093915264435,56.32971048319333,23.370040940541802,2.4103385452557706,159,42.138364779874216,0
2.5,30,0.35,5,3,0,1.2475728660061653,228.33630204933525,64.6239876167819,40.72119584427937,1.5869864889014662,125,54.400000000000006,1
2.0,21,0.3,5,3,0,1.2468777321605262,273.4136913920004,73.74808756589249,32.60865938936654,2.2616105337326817,121,51.2396694214876,0
1.5,21,0.22,8,3,0,1.24376898054178,205.110220291347,59.636898613437324,26.528655635572186,2.2480181217125232,206,53.883495145631066,0
2.0,10,0.18,8,3,0.8,1.2433047788543192,305.66070091869653,80.41918186286827,40.15335139334946,2.002801237562152,72,54.166666666666664,0
2.0,14,0.1,5,3,0.8,1.2412982349835928,260.61388538402406,71.37908783307765,43.61668324018327,1.6365088431877224,87,48.275862068965516,0
1.5,21,0.3,8,3,0,1.2410399940943773,208.56229027206203,60.391750290084346,29.911771168043728,2.0189961320178837,205,53.65853658536586,0
1.5,30,0.3,8,1,0,1.239925032114628,222.84459105856263,63.46379356063596,34.95203779044854,1.8157394410342198,206,56.310679611650485,0
1.5,30,0.3,8,1,0.8,1.239925032114628,222.84459105856263,63.46379356063596,34.95203779044854,1.8157394410342198,206,56.310679611650485,0
1.5,10,0.22,8,3,0,1.2398828654661587,226.949157035895,64.33200584409168,40.38552816232093,1.5929469978830795,186,55.91397849462365,0
1.5,21,0.35,8,3,0,1.239594288493109,207.97927403227615,60.26460966983027,29.911771168043728,2.0147456107251194,205,53.65853658536586,0
0.5,14,0.35,5,1,0,1.2394270539923007,216.69823703650755,62.15162391321299,32.5286773343069,1.910671721277267,135,54.074074074074076,0
0.5,14,0.35,5,1,0.8,1.2394270539923007,216.69823703650755,62.15162391321299,32.5286773343069,1.910671721277267,135,54.074074074074076,0
1.5,30,0.35,8,1,0,1.2363184352995182,222.84522208802545,63.46392752938996,34.951910648220434,1.815749878973246,206,56.310679611650485,0
1.5,30,0.35,8,1,0.8,1.2363184352995182,222.84522208802545,63.46392752938996,34.951910648220434,1.815749878973246,206,56.310679611650485,0
1.5,14,0.18,5,1,0.8,1.2350576835714733,243.36815952972466,67.74315247939073,28.137335753357178,2.407589441772504,133,54.13533834586466,0
2.0,21,0.28,5,3,0.8,1.2349323482801149,270.91200491972586,73.25905734151306,33.31173268703289,2.19919684243955,118,50.0,0
1.0,30,0.1,8,3,0,1.2341026551380392,143.93664501192012,45.340187672121935,27.827637176412708,1.6293222232519704,211,42.18009478672986,0
1.0,30,0.1,8,3,0.8,1.2341026551380392,143.93664501192012,45.340187672121935,27.827637176412708,1.6293222232519704,211,42.18009478672986,0
1.5,21,0.3,5,3,0,1.233589722895015,248.03281650689803,68.69491006637274,34.071391220553416,2.0162050214413565,133,55.639097744360896,0
1.5,21,0.3,5,3,0.8,1.233589722895015,248.03281650689803,68.69491006637274,34.071391220553416,2.0162050214413565,133,55.639097744360896,0
1.5,21,0.35,5,3,0,1.233589722895015,248.03281650689803,68.69491006637274,34.071391220553416,2.0162050214413565,133,55.639097744360896,0
1.5,21,0.35,5,3,0.8,1.233589722895015,248.03281650689803,68.69491006637274,34.071391220553416,2.0162050214413565,133,55.639097744360896,0
2.0,21,0.3,5,3,0.8,1.233431151976171,267.97122619059405,72.68173777600329,32.52116900432842,2.2349054477817103,117,50.427350427350426,0
1.5,10,0.1,5,3,0,1.2332969998385421,236.22249345257563,66.27050497484571,25.836600580917757,2.564985465765623,132,53.03030303030303,0
1.5,10,0.28,5,1,0.8,1.2331861112806324,331.24666480655617,84.5615572750807,51.60738011794934,1.6385555143821322,120,58.333333333333336,0
1.5,10,0.28,8,1,0,1.2306907339643474,223.44737893538255,63.591697336850395,40.385519382357664,1.5746163057798954,177,56.49717514124294,0
0.5,14,0.28,5,1,0,1.229380624634907,212.7060692421711,61.2914074611784,31.957845895270225,1.917882940609885,135,53.333333333333336,0
0.5,14,0.28,5,1,0.8,1.229380624634907,212.7060692421711,61.2914074611784,31.957845895270225,1.917882940609885,135,53.333333333333336,0
2.0,14,0.22,5,1,0,1.2257012357191235,291.61642274334713,77.41959205097544,36.758588343478394,2.106163363172542,88,51.13636363636363,0
2.0,14,0.22,5,3,0,1.2253287519657121,291.12071663954754,77.32523513549303,37.876555719092664,2.0415065115468045,90,50.0,0
0.5,21,0.28,5,3,0,1.225297277930189,216.56637421681774,62.123311519126204,30.47685006081915,2.038377043400281,133,57.89473684210527,0
0.5,21,0.28,5,3,0.8,1.225297277930189,216.56637421681774,62.123311519126204,30.47685006081915,2.038377043400281,133,57.89473684210527,0
1.5,10,0.18,8,3,0,1.2234476549731343,211.79644001377173,61.094513403987264,39.18631826740099,1.5590776603989267,188,53.72340425531915,0
0.5,14,0.3,5,1,0,1.2230953863482645,210.78845333610553,60.87593934696505,31.23129490977726,1.9491967759526756,135,53.333333333333336,0
0.5,14,0.3,5,1,0.8,1.2230953863482645,210.78845333610553,60.87593934696505,31.23129490977726,1.9491967759526756,135,53.333333333333336,0
1.5,21,0.28,8,3,0.8,1.2230746382994153,201.31781649913836,58.80188799949045,29.01508641277636,2.0265970317289117,203,53.20197044334976,0
2.0,21,0.18,5,1,0,1.2228061869839806,251.08294694110128,69.31324650097434,29.061952072280572,2.385016888355743,122,48.36065573770492,0
2.0,21,0.35,5,1,0,1.2211955319453136,262.54060497395403,71.60854020763325,33.216682865166774,2.15580046021774,120,50.83333333333333,0
2.0,10,0.35,8,1,0,1.2169787041400684,308.3015068110006,80.91319639994433,38.074787611895,2.1251122192646483,67,59.70149253731343,0
1.0,21,0.28,5,3,0,1.2146217685744576,235.35383156582625,66.09024828472867,35.06681412622977,1.8846949724837863,135,51.11111111111111,0
1.0,21,0.28,5,3,0.8,1.2146217685744576,235.35383156582625,66.09024828472867,35.06681412622977,1.8846949724837863,135,51.11111111111111,0
1.5,10,0.22,5,3,0.8,1.2144168464816036,363.3622333658844,90.20472320027928,51.507283876306744,1.7513003290350801,122,57.377049180327866,0
0.5,30,0.1,5,3,0,1.2123435858805651,213.48946240163062,61.46071066138281,36.93986171390674,1.6638045680134401,135,46.666666666666664,0
0.5,30,0.1,5,3,0.8,1.2123435858805651,213.48946240163062,61.46071066138281,36.93986171390674,1.6638045680134401,135,46.666666666666664,0
0.5,21,0.3,5,3,0,1.2119895760430446,212.20385150918847,61.182740962405745,30.476850060819167,2.007515239938194,133,57.89473684210527,0
0.5,21,0.3,5,3,0.8,1.2119895760430446,212.20385150918847,61.182740962405745,30.476850060819167,2.007515239938194,133,57.89473684210527,0
0.5,21,0.35,5,3,0,1.2119895760430446,212.20385150918847,61.182740962405745,30.476850060819167,2.007515239938194,133,57.89473684210527,0
0.5,21,0.35,5,3,0.8,1.2119895760430446,212.20385150918847,61.182740962405745,30.476850060819167,2.007515239938194,133,57.89473684210527,0
1.5,10,0.22,5,1,0.8,1.2114263419584117,314.1578370329937,81.4589418078915,51.60738011794933,1.5784359062931705,121,57.85123966942148,0
1.5,30,0.28,8,1,0,1.2101873553158258,211.5147489830683,61.03347226257077,34.728750593402225,1.7574335736156865,206,56.310679611650485,0
1.5,30,0.28,8,1,0.8,1.2101873553158258,211.5147489830683,61.03347226257077,34.728750593402225,1.7574335736156865,206,56.310679611650485,0
1.0,21,0.28,5,1,0,1.2089795510091343,234.0240251638449,65.81377311594217,35.06681412622977,1.8768107327638255,136,50.73529411764706,0
1.0,21,0.28,5,1,0.8,1.2089795510091343,234.0240251638449,65.81377311594217,35.06681412622977,1.8768107327638255,136,50.73529411764706,0
2.0,10,0.35,8,3,0,1.2085460635656058,302.6483818567751,79.85339126945665,38.07478761189502,2.097277392153056,69,60.86956521739131,0
2.0,30,0.18,5,1,0,1.2081459161744417,205.43691499400018,59.708547546080105,33.49223685989233,1.782757831191095,132,47.72727272727273,0
2.0,30,0.18,5,1,0.8,1.2081459161744417,205.43691499400018,59.708547546080105,33.49223685989233,1.782757831191095,132,47.72727272727273,0
0.5,10,0.22,5,1,0,1.2081202800465387,212.39148639813754,61.223352008496754,35.0396271683697,1.747260372215465,133,54.13533834586466,0
0.5,10,0.22,5,1,0.8,1.2081202800465387,212.39148639813754,61.223352008496754,35.0396271683697,1.747260372215465,133,54.13533834586466,0
1.5,21,0.28,8,3,0,1.2076224702722285,196.77838689258436,57.794332661077206,29.01508641277636,1.99187180899204,205,53.65853658536586,0
2.0,21,0.35,5,1,0.8,1.2066148683651536,256.74940389967014,70.4537486056802,33.280712489896175,2.1169543358505183,116,50.0,0
2.0,30,0.28,5,3,0,1.2060317934114648,213.52209897511162,61.46775858859244,35.80812288176429,1.7165870099238185,130,48.46153846153846,0
2.0,30,0.28,5,3,0.8,1.2060317934114648,213.52209897511162,61.46775858859244,35.80812288176429,1.7165870099238185,130,48.46153846153846,0
1.0,21,0.35,5,3,0,1.2056442210164606,233.3922859679626,65.6822065774937,35.06681412622976,1.87305885105667,134,50.74626865671642,0
1.0,21,0.35,5,3,0.8,1.2056442210164606,233.3922859679626,65.6822065774937,35.06681412622976,1.87305885105667,134,50.74626865671642,0
1.0,21,0.3,5,3,0,1.205251554430011,231.81837609089803,65.35379185369503,35.06681412622977,1.8636934515477064,135,51.11111111111111,0
1.0,21,0.3,5,3,0.8,1.205251554430011,231.81837609089803,65.35379185369503,35.06681412622977,1.8636934515477064,135,51.11111111111111,0
2.0,21,0.18,5,1,0.8,1.2043846147147594,245.1815455653672,68.11403512627172,29.06195207228056,2.343752923302053,118,47.45762711864407,0
2.0,21,0.28,5,1,0,1.2008515219559845,253.74433317980763,69.85023137421962,33.25998495011218,2.10012817140448,121,50.413223140495866,0
1.0,21,0.35,5,1,0,1.2000843044226017,232.07025784566167,65.40641063822878,35.06681412622976,1.8651939809184206,135,50.37037037037037,0
1.0,21,0.35,5,1,0.8,1.2000843044226017,232.07025784566167,65.40641063822878,35.06681412622976,1.8651939809184206,135,50.37037037037037,0
1.5,21,0.28,5,3,0,1.19964727806224,232.75743498395784,65.54984605288097,32.62573125973808,2.009145650438586,133,55.639097744360896,0
1.5,21,0.28,5,3,0.8,1.19964727806224,232.75743498395784,65.54984605288097,32.62573125973808,2.009145650438586,133,55.639097744360896,0
1.0,21,0.3,5,1,0,1.199645096945458,230.50258912415785,65.07854259623191,35.06681412622977,1.855844171129123,136,50.73529411764706,0
1.0,21,0.3,5,1,0.8,1.199645096945458,230.50258912415785,65.07854259623191,35.06681412622977,1.855844171129123,136,50.73529411764706,0
2.0,10,0.35,8,1,0.8,1.199631501673299,297.0252452454394,78.79063248499263,39.78500636138014,1.9804102020070506,66,59.09090909090909,0
1.5,10,0.22,8,1,0,1.1994052715486212,207.67488277538493,60.19817434587795,40.38552765936975,1.4905877881209635,178,56.17977528089888,0
2.0,21,0.3,5,1,0,1.1987724952485341,251.319711391915,69.36111378102548,32.60865938936654,2.1270765213869436,120,50.83333333333333,0
2.0,21,0.22,5,3,0,1.1976899661774807,249.01438512212897,68.89424033945826,30.705635221104842,2.2437002147444685,122,48.36065573770492,0
2.0,10,0.35,8,3,0.8,1.1911526371288588,291.5282453962733,77.74326151725057,39.78500636138014,1.9540844309809398,68,60.29411764705882,0
1.5,10,0.18,8,1,0,1.1911397426780619,197.30477492521308,57.911624475085134,39.186321919489345,1.4778530272391488,180,54.44444444444444,0
2.0,21,0.1,8,3,0.8,1.1907421849426254,181.86112241231442,54.4188358034561,22.17400840420285,2.4541722367680525,150,42.66666666666667,0
0.5,10,0.1,5,3,0,1.1902800326246046,179.7608887322557,53.93533070645296,26.577899618391015,2.029330062979526,138,45.65217391304348,0
0.5,10,0.1,5,3,0.8,1.1902800326246046,179.7608887322557,53.93533070645296,26.577899618391015,2.029330062979526,138,45.65217391304348,0
2.0,21,0.22,5,3,0.8,1.188406025624251,246.3246829019776,68.34725406405408,30.75936350624211,2.221998320940033,118,47.45762711864407,0
2.0,14,0.22,5,1,0.8,1.1876826097065765,271.2110394147979,73.4765477511983,38.10756302855391,1.9281355697330338,83,51.80722891566265,0
0.5,10,0.22,5,3,0,1.1876651394501108,207.18467779331968,60.09110372141464,35.039627168369705,1.7149470065040795,132,54.54545454545454,0
0.5,10,0.22,5,3,0.8,1.1876651394501108,207.18467779331968,60.09110372141464,35.039627168369705,1.7149470065040795,132,54.54545454545454,0
2.0,21,0.28,5,1,0.8,1.1872883954416869,248.96604362425433,68.88443110420421,33.31173268703289,2.0678729548949146,117,49.572649572649574,0
2.0,14,0.22,5,3,0.8,1.1872779503500932,270.74116234287465,73.38428786171755,39.201683534704955,1.8719677637505285,85,50.588235294117645,0
2.0,10,0.28,8,1,0,1.1856230375674335,289.07516188229243,77.27311760820292,38.074787611895,2.029508828673332,67,59.70149253731343,0
2.0,10,0.3,8,1,0,1.1856230375674335,289.07516188229243,77.27311760820292,38.074787611895,2.029508828673332,67,59.70149253731343,0
2.0,21,0.3,5,1,0.8,1.1854689606199071,246.1992636207288,68.32168830805558,32.52116900432842,2.1008374052901444,116,50.0,0
2.0,30,0.22,5,3,0,1.183715026439956,205.7689201957587,59.78131557036428,35.03214472022395,1.7064703302579336,131,48.091603053435115,0
2.0,30,0.22,5,3,0.8,1.183715026439956,205.7689201957587,59.78131557036428,35.03214472022395,1.7064703302579336,131,48.091603053435115,0
0.5,14,0.22,5,3,0,1.1812336213140082,166.85235432163176,50.916228391406904,32.7537167301643,1.554517577680458,137,52.55474452554745,0
0.5,14,0.22,5,3,0.8,1.1812336213140082,166.85235432163176,50.916228391406904,32.7537167301643,1.554517577680458,137,52.55474452554745,0
0.5,14,0.1,5,3,0,1.1809296142765626,127.21520096140327,41.0764782849224,25.443762618379157,1.614402669173271,140,45.0,0
0.5,14,0.1,5,3,0.8,1.1809296142765626,127.21520096140327,41.0764782849224,25.443762618379157,1.614402669173271,140,45.0,0
2.0,30,0.1,8,3,0.8,1.178410358751173,154.6693808963338,47.98800541785751,30.854332886952136,1.555308474621111,220,41.36363636363637,1
2.0,10,0.28,8,3,0,1.1771234037671547,283.68823464833486,76.23463637368104,38.07478761189502,2.0022340544813555,69,60.86956521739131,0
2.0,10,0.3,8,3,0,1.1771234037671547,283.68823464833486,76.23463637368104,38.07478761189502,2.0022340544813555,69,60.86956521739131,0
2.0,30,0.3,5,3,0,1.173006986618017,204.73157123610486,59.55379956773128,35.23132048040081,1.6903652419403656,130,48.46153846153846,0
2.0,30,0.3,5,3,0.8,1.173006986618017,204.73157123610486,59.55379956773128,35.23132048040081,1.6903652419403656,130,48.46153846153846,0
1.5,10,0.18,5,3,0.8,1.1725121203858573,326.6453130606213,83.73327578864578,48.35790632348257,1.7315322799238924,122,56.557377049180324,0
1.5,10,0.1,5,1,0,1.1696624792647747,194.69422329866816,57.32874129123313,25.836600580917768,2.2188964493097685,131,53.43511450381679,0
2.0,10,0.28,8,1,0.8,1.1681558751852044,278.3298836482873,75.19326091441962,39.78500636138014,1.889989918096652,66,59.09090909090909,0
2.0,10,0.3,8,1,0.8,1.1681558751852044,278.3298836482873,75.19326091441962,39.78500636138014,1.889989918096652,66,59.09090909090909,0
1.0,14,0.18,5,3,0,1.1674360892078657,234.49670243121568,65.91211880733016,39.347970884346914,1.6751084573347284,141,50.35460992907801,0
1.0,14,0.18,5,3,0.8,1.1674360892078657,234.49670243121568,65.91211880733016,39.347970884346914,1.6751084573347284,141,50.35460992907801,0
2.0,21,0.1,8,1,0.8,1.166565322380722,175.54464412021585,52.958285630072034,22.174008404202798,2.3883045710415836,147,42.857142857142854,0
0.5,21,0.22,5,3,0,1.164926428680249,192.87030111828187,56.919715107695154,30.50652616987245,1.8658209325684474,135,57.03703703703704,0
0.5,21,0.22,5,3,0.8,1.164926428680249,192.87030111828187,56.919715107695154,30.50652616987245,1.8658209325684474,135,57.03703703703704,0
1.5,30,0.3,8,3,0,1.1646073915734443,193.66884286635565,57.09897470328122,34.48843010245903,1.6555979652785084,206,54.85436893203883,0
1.5,30,0.3,8,3,0.8,1.1646073915734443,193.66884286635565,57.09897470328122,34.48843010245903,1.6555979652785084,206,54.85436893203883,0
1.5,14,0.1,8,1,0,1.162745902082209,159.72818308102435,49.21357370759749,30.335704411426722,1.6222986959570957,210,49.523809523809526,0
2.0,10,0.18,5,1,0,1.161320951762087,268.94078203199786,73.34774354590937,38.02570808466933,1.9288988224122163,68,52.94117647058824,0
1.5,30,0.35,8,3,0,1.161065508610004,193.5663596976126,57.07598474923024,34.48843010245907,1.654931366248551,206,54.85436893203883,0
1.5,30,0.35,8,3,0.8,1.161065508610004,193.5663596976126,57.07598474923024,34.48843010245907,1.654931366248551,206,54.85436893203883,0
2.0,10,0.28,8,3,0.8,1.15960920550588,273.0917298073041,74.16696366005297,39.78500636138014,1.8641938369035398,68,60.29411764705882,0
