code,name,buy_date,sell_date,buy_px,sell_px,ret,pnl,exit,hold_days,dev_at_buy
002466,天齐锂业,20200528,20200629,13.7746,18.7992,0.364773,1215911.12,trail,19,0.031678
300661,圣邦股份,20200612,20200727,62.1212,87.3512,0.406141,1353802.12,ma10,19,0.043508
300502,新易盛,20200615,20200727,12.2798,16.6175,0.353237,1177455.95,ma10,18,0.049956
300373,扬杰科技,20200629,20200727,30.7596,27.4666,-0.107057,-356856.36,trail,10,0.077536
600460,士兰微,20200727,20200807,16.8747,17.7831,0.053832,179440.11,ma10,9,0.040972
300394,天孚通信,20200730,20200807,12.0089,12.1642,0.012933,43109.68,ma10,6,0.037068
601899,紫金矿业,20200807,20200811,4.9059,4.2640,-0.130851,-436171.06,trail,2,0.084191
002371,北方华创,20200731,20200812,152.2432,154.2295,0.013047,43489.08,ma10,8,0.045955
600111,北方稀土,20200807,20200812,13.7345,12.2937,-0.104901,-349671.34,ma10,3,0.071459
688037,芯源微,20200812,20200813,66.9870,59.6953,-0.108852,-362841.66,trail,1,0.068426
300475,香农芯创,20200811,20200819,9.5810,9.1755,-0.042331,-141103.37,ma10,4,0.071038
688037,芯源微,20200813,20200819,60.1147,52.6419,-0.124310,-414368.15,trail,2,0.098105
601689,拓普集团,20200812,20200820,26.2450,25.0756,-0.044557,-148524.37,trail,4,0.083333
601088,中国神华,20200819,20200825,2.5784,2.3611,-0.084255,-280851.18,ma10,4,0.124742
300476,胜宏科技,20200819,20200826,20.3459,19.9150,-0.021177,-70591.17,ma10,5,0.070750
002384,东山精密,20200826,20200827,28.5124,26.9386,-0.055196,-183986.26,ma10,1,0.031853
300475,香农芯创,20200827,20200828,9.7416,9.5540,-0.019249,-64164.96,ma10,1,0.034605
601899,紫金矿业,20200820,20200909,4.5849,4.9613,0.082112,273707.46,trail,14,0.074846
002851,麦格米特,20200828,20200909,29.7564,28.9411,-0.027400,-91334.15,ma10,8,0.037716
601088,中国神华,20200901,20200911,2.7288,2.5504,-0.065390,-217968.07,trail,8,0.081468
300475,香农芯创,20200909,20200911,11.9387,10.5104,-0.119631,-398770.52,trail,2,0.045508
300373,扬杰科技,20200909,20200918,29.5959,38.3058,0.294296,980985.53,trail,7,0.054289
300475,香农芯创,20200911,20200922,10.5843,11.7059,0.105973,353243.74,ma10,7,0.085420
601088,中国神华,20200918,20200923,3.2405,2.8493,-0.120729,-402430.49,trail,3,0.052641
002466,天齐锂业,20200916,20200924,18.0083,15.9699,-0.113195,-377315.97,trail,6,0.045905
601088,中国神华,20200923,20200924,2.8693,2.6700,-0.069475,-231584.18,ma10,1,0.037037
002851,麦格米特,20200930,20201015,33.3982,32.4180,-0.029349,-97831.39,ma10,5,0.031948
601088,中国神华,20200930,20201023,3.0499,3.2378,0.061620,205398.79,ma10,11,0.043415
002460,赣锋锂业,20201009,20201023,38.0633,38.9235,0.022599,75329.11,ma10,10,0.038204
300620,光库科技,20201023,20201028,23.2654,22.5352,-0.031385,-104617.95,ma10,3,0.061538
300475,香农芯创,20201015,20201030,11.3969,11.3573,-0.003481,-11602.55,ma10,11,0.044118
601899,紫金矿业,20201023,20201111,5.1768,5.7583,0.112339,374464.51,ma10,13,0.034310
300394,天孚通信,20201028,20201111,10.1027,10.5403,0.043315,144382.63,ma10,10,0.043667
002050,三花智控,20201030,20201111,22.7738,23.5414,0.033706,112353.28,ma10,8,0.037227
601088,中国神华,20201111,20201113,4.5849,4.0348,-0.119969,-399896.54,trail,2,0.093268
002466,天齐锂业,20201111,20201116,19.6938,18.2712,-0.072235,-240781.82,ma10,3,0.093577
300373,扬杰科技,20201111,20201117,46.5307,41.6433,-0.105038,-350125.93,ma10,4,0.090361
603738,泰晶科技,20201119,20201130,10.8853,10.3112,-0.052739,-175795.79,ma10,7,0.036577
601899,紫金矿业,20201118,20201203,6.6917,7.0833,0.058529,195098.07,ma10,11,0.059228
600111,北方稀土,20201118,20201203,11.5073,12.1543,0.056223,187409.66,ma10,11,0.032421
601088,中国神华,20201130,20201203,6.2101,5.6189,-0.095210,-317367.85,trail,3,0.115308
601088,中国神华,20201203,20201204,5.6583,5.4395,-0.038670,-128898.46,ma10,1,0.051107
002384,东山精密,20201203,20201211,27.7298,26.1715,-0.056197,-187324.44,ma10,6,0.043651
603738,泰晶科技,20201204,20201211,12.1393,11.1381,-0.082480,-274932.91,ma10,5,0.058821
600460,士兰微,20201203,20201216,18.2692,19.6162,0.073730,245765.42,ma10,9,0.049593
688012,中微公司,20201211,20201216,114.3605,103.5303,-0.094702,-315673.41,ma10,3,0.038805
688008,澜起科技,20201211,20201222,92.1786,83.1072,-0.098411,-328038.32,ma10,7,0.044559
601088,中国神华,20201222,20201223,4.3842,4.5030,0.027108,90360.41,ma10,1,0.099469
600276,恒瑞医药,20201216,20210111,80.0192,91.3163,0.141179,470597.56,ma10,17,0.034895
603259,药明康德,20201216,20210114,92.7605,111.9088,0.206427,688089.88,ma10,20,0.033403
601899,紫金矿业,20210111,20210114,8.9490,8.6475,-0.033695,-112318.08,ma10,3,0.069301
000938,紫光股份,20210114,20210122,23.6165,23.1030,-0.021742,-72472.97,ma10,6,0.060073
002371,北方华创,20210114,20210126,159.7375,158.4237,-0.008225,-27415.61,ma10,8,0.067544
002466,天齐锂业,20201223,20210129,33.5687,55.3915,0.650091,2166971.59,trail,26,0.078568
300475,香农芯创,20210122,20210201,12.0992,11.1182,-0.081083,-270278.31,ma10,6,0.119228
300757,罗博特科,20210201,20210203,27.9305,26.7394,-0.042646,-142154.14,ma10,2,0.030927
601899,紫金矿业,20210203,20210204,8.7684,8.3685,-0.045607,-152024.99,ma10,1,0.031153
000977,浪潮信息,20210203,20210205,30.1677,27.7655,-0.079629,-265431.55,ma10,2,0.068635
600111,北方稀土,20210204,20210205,17.1957,15.3423,-0.107786,-359286.42,trail,1,0.030772
603259,药明康德,20210126,20210218,138.2880,136.7752,-0.010940,-36465.39,ma10,12,0.100640
601899,紫金矿业,20210218,20210224,11.5775,11.3074,-0.023327,-77756.39,trail,4,0.120884
