date,equity,cash,positions
20200518,10081676.92,10081676.92,0
20200519,10082677.09,10082677.09,0
20200520,10083677.35,10083677.35,0
20200521,10084677.72,10084677.72,0
20200522,10085678.18,10085678.18,0
20200525,10086678.75,10086678.75,0
20200526,10087679.41,10087679.41,0
20200527,10088680.17,10088680.17,0
20200528,10089681.03,10089681.03,0
20200601,10090681.99,10090681.99,0
20200602,10091683.05,10091683.05,0
20200603,10092684.21,10092684.21,0
20200604,10093685.47,10093685.47,0
20200605,10094686.83,10094686.83,0
20200608,10095688.28,10095688.28,0
20200609,10096689.84,10096689.84,0
20200610,10097691.50,10097691.50,0
20200611,10098693.25,10098693.25,0
20200612,10099695.11,10099695.11,0
20200615,10100697.06,10100697.06,0
20200616,10101699.11,10101699.11,0
20200617,10102701.27,10102701.27,0
20200618,10103703.52,10103703.52,0
20200619,10104705.87,10104705.87,0
20200622,10105708.32,10105708.32,0
20200623,10106710.87,10106710.87,0
20200624,10107713.52,10107713.52,0
20200629,10108716.27,10108716.27,0
20200630,10109719.12,10109719.12,0
20200701,10110722.07,10110722.07,0
20200702,10111725.11,10111725.11,0
20200703,10112728.26,10112728.26,0
20200706,10113731.51,10113731.51,0
20200707,10114734.86,10114734.86,0
20200708,10115738.30,10115738.30,0
20200709,10116741.85,10116741.85,0
20200710,10117745.49,10117745.49,0
20200727,10118749.24,10118749.24,0
20200728,10119753.08,10119753.08,0
20200729,10120757.02,10120757.02,0
20200730,10121761.07,10121761.07,0
20200731,10122765.21,10122765.21,0
20200803,10123769.45,10123769.45,0
20200804,10124773.80,10124773.80,0
20200805,10125778.24,10125778.24,0
20200806,10126782.78,10126782.78,0
20200807,10127787.42,10127787.42,0
20200810,10128792.16,10128792.16,0
20200811,10129797.00,10129797.00,0
20200812,10130801.94,10130801.94,0
20200813,10131806.98,10131806.98,0
20200814,10132812.12,10132812.12,0
20200819,10133817.36,10133817.36,0
20200820,10134822.70,10134822.70,0
20200821,10135828.14,10135828.14,0
20200824,10136833.68,10136833.68,0
20200825,10137839.31,10137839.31,0
20200826,10138845.05,10138845.05,0
20200827,10139850.89,10139850.89,0
20200828,10140856.83,10140856.83,0
20200831,10141862.87,10141862.87,0
20200901,10142869.00,10142869.00,0
20200902,10143875.24,10143875.24,0
20200903,10144881.58,10144881.58,0
20200904,10145888.01,10145888.01,0
20200907,10146894.55,10146894.55,0
20200908,10147901.19,10147901.19,0
20200909,10148907.92,10148907.92,0
20200910,10149914.76,10149914.76,0
20200911,10150921.69,10150921.69,0
20200914,10151928.73,10151928.73,0
20200915,10152935.87,10152935.87,0
20200916,10153943.10,10153943.10,0
20200917,10154950.44,10154950.44,0
20200918,10155957.87,10155957.87,0
20200921,10156965.41,10156965.41,0
20200922,10157973.04,10157973.04,0
20200923,10158980.78,10158980.78,0
20200924,10159988.61,10159988.61,0
20200925,10160996.55,10160996.55,0
20200928,10162004.59,10162004.59,0
20200929,10163012.72,10163012.72,0
20200930,10164020.96,10164020.96,0
20201009,10165029.29,10165029.29,0
20201012,10166037.73,10166037.73,0
20201013,10167046.26,10167046.26,0
20201014,10168054.90,10168054.90,0
20201015,10169063.63,10169063.63,0
20201016,10170072.47,10170072.47,0
20201019,10171081.41,10171081.41,0
20201020,10172090.44,10172090.44,0
20201021,10173099.58,10173099.58,0
20201022,10174108.81,10174108.81,0
20201023,10175118.15,10175118.15,0
20201026,10176127.59,10176127.59,0
20201027,10177137.12,10177137.12,0
20201028,10178146.76,10178146.76,0
20201029,10179156.50,10179156.50,0
20201030,10180166.33,10180166.33,0
20201102,10181176.27,10181176.27,0
20201103,10182186.31,10182186.31,0
20201104,10183196.44,10183196.44,0
20201105,10184206.68,10184206.68,0
20201106,10185217.02,10185217.02,0
20201109,10186227.46,10186227.46,0
20201110,10187238.00,10187238.00,0
20201111,10188248.64,10188248.64,0
20201112,10189259.37,10189259.37,0
20201113,10190270.21,10190270.21,0
20201116,10191281.15,10191281.15,0
20201117,10192292.19,10192292.19,0
20201118,10193303.33,10193303.33,0
20201119,10194314.57,10194314.57,0
20201120,10195325.91,10195325.91,0
20201123,10196337.36,10196337.36,0
20201124,10197348.90,10197348.90,0
20201125,10198360.54,10198360.54,0
20201126,10199372.28,10199372.28,0
20201127,10200384.12,10200384.12,0
20201130,10201396.07,10201396.07,0
20201201,10202408.11,10202408.11,0
20201202,10203420.25,10203420.25,0
20201203,10204432.50,10204432.50,0
20201204,10205444.84,10205444.84,0
20201207,10206457.29,10206457.29,0
20201208,10207469.83,10207469.83,0
20201209,10208482.48,10208482.48,0
20201210,10209495.22,10209495.22,0
20201211,10210508.07,10210508.07,0
20201214,10211521.02,10211521.02,0
20201215,10212534.07,10212534.07,0
20201216,10213547.21,10213547.21,0
20201217,10214560.46,10214560.46,0
20201218,10215573.81,10215573.81,0
20201221,10216587.26,10216587.26,0
20201222,10217600.81,10217600.81,0
20201223,10218614.46,10218614.46,0
20201224,10219628.21,10219628.21,0
20201225,10220642.07,10220642.07,0
20201228,10221656.02,10221656.02,0
20201229,10222670.07,10222670.07,0
20201230,10223684.23,10223684.23,0
20201231,10224698.48,10224698.48,0
20210104,10225712.84,10225712.84,0
20210105,10226727.29,10226727.29,0
20210106,10227741.85,10227741.85,0
20210107,10228756.50,10228756.50,0
20210108,10229771.26,10229771.26,0
20210111,10230786.12,10230786.12,0
20210112,10231801.08,10231801.08,0
20210113,10232816.14,10232816.14,0
20210114,10233831.30,10233831.30,0
20210115,10234846.56,10234846.56,0
20210118,10235861.92,10235861.92,0
20210119,10236877.38,10236877.38,0
20210120,10237892.95,10237892.95,0
20210121,10238908.61,10238908.61,0
20210122,10239924.38,10239924.38,0
20210125,10240940.24,10240940.24,0
20210126,10241956.21,10241956.21,0
20210127,10242972.27,10242972.27,0
20210128,10243988.44,10243988.44,0
20210129,10245004.71,10245004.71,0
20210201,10246021.08,10246021.08,0
20210202,10247037.55,10247037.55,0
20210203,10248054.12,10248054.12,0
20210204,10249070.79,10249070.79,0
20210205,10250087.57,10250087.57,0
20210208,10251104.44,10251104.44,0
20210209,10252121.42,10252121.42,0
20210210,10253138.49,10253138.49,0
20210218,10254155.67,10254155.67,0
20210219,10255172.95,10255172.95,0
20210222,10256190.32,10256190.32,0
20210223,10257207.80,10257207.80,0
20210224,10258225.38,10258225.38,0
20210225,10259243.06,10259243.06,0
20210226,10260260.85,10260260.85,0
20210301,10261278.73,10261278.73,0
20210302,10262296.71,10262296.71,0
20210303,10263314.80,10263314.80,0
20210304,10264332.98,10264332.98,0
20210305,10265351.27,10265351.27,0
20210308,10266369.66,10266369.66,0
20210309,10267388.15,10267388.15,0
20210310,10268406.74,10268406.74,0
20210311,10269425.43,10269425.43,0
20210312,10270444.22,10270444.22,0
20210315,10271463.11,10271463.11,0
20210316,10272482.11,10272482.11,0
20210317,10273501.20,10273501.20,0
20210318,10274520.40,10274520.40,0
20210319,10275539.70,10275539.70,0
20210322,10276559.10,10276559.10,0
20210323,10277578.60,10277578.60,0
20210324,10278598.20,10278598.20,0
20210325,10279617.90,10279617.90,0
20210326,10280637.70,10280637.70,0
20210329,10281657.61,10281657.61,0
20210330,10282677.61,10282677.61,0
20210331,10283697.72,10283697.72,0
20210401,10284717.93,10284717.93,0
20210402,10285738.24,10285738.24,0
20210406,10286758.65,10286758.65,0
20210407,10287779.16,10287779.16,0
20210408,10288799.77,10288799.77,0
20210409,10289820.49,10289820.49,0
20210412,10290841.30,10290841.30,0
20210413,10291862.22,10291862.22,0
20210414,10292883.24,10292883.24,0
20210415,10293904.36,10293904.36,0
20210416,10294925.58,10294925.58,0
20210419,10295946.90,10295946.90,0
20210420,10296968.32,10296968.32,0
20210421,10297989.85,10297989.85,0
20210422,10299011.47,10299011.47,0
20210423,10300033.20,10300033.20,0
20210426,10301055.03,10301055.03,0
20210427,10302076.96,10302076.96,0
20210428,10294752.30,7802850.98,1
20210429,10384750.48,7803625.07,1
20210430,10321793.16,7804399.24,1
20210506,10586292.57,2804677.45,3
20210507,10702957.44,2804955.69,3
20210510,10916856.00,2805233.96,3
20210511,11034281.31,2805512.26,3
20210512,11061547.06,305542.57,4
20210513,10661665.47,305572.88,4
20210514,10884121.76,305603.20,4
20210517,10992703.73,305633.51,4
20210518,11024584.06,305663.83,4
20210519,10950388.29,305694.16,4
20210520,10909320.34,305724.48,4
20210521,10961788.28,305754.81,4
20210524,10868611.51,305785.15,4
20210525,11164833.65,305815.48,4
20210526,11183531.40,305845.82,4
20210527,11385590.24,305876.16,4
20210528,11465755.03,305906.51,4
20210531,11649341.60,305936.86,4
20210601,11673087.30,305967.21,4
20210602,11511786.51,305997.56,4
20210603,11602034.21,306027.92,4
20210604,11620826.02,306058.28,4
20210607,11619344.65,306088.64,4
20210608,11367316.44,306119.01,4
20210609,11383142.35,306149.38,4
20210610,11374731.35,306179.75,4
20210611,11346717.62,306210.12,4
20210615,11005385.51,306240.50,4
20210616,10782091.42,306270.88,4
20210617,10871394.45,306301.27,4
20210618,10864025.02,306331.65,4
20210621,10735828.46,306362.04,4
20210622,10802307.38,306392.44,4
20210623,11036377.82,306422.83,4
20210624,11033337.32,306453.23,4
20210625,11179228.14,306483.63,4
20210628,11187502.10,306514.04,4
20210629,11059225.25,306544.45,4
20210701,10855796.23,306574.86,4
20210702,10764233.57,306605.27,4
20210705,11157957.09,306635.69,4
20210706,11252542.87,306666.11,4
20210707,11500806.35,306696.53,4
20210708,11645795.03,306726.96,4
20210709,12332530.64,306757.39,4
20210712,12865296.29,306787.82,4
20210713,12856912.34,306818.26,4
20210714,12497691.38,306848.69,4
20210715,12688888.23,306879.14,4
20210716,12560300.12,306909.58,4
20210719,12704686.12,306940.03,4
20210720,12790756.51,306970.48,4
20210721,13350046.44,307000.93,4
20210722,13792807.85,307031.39,4
20210723,13708240.99,307061.85,4
20210726,13698133.66,307092.31,4
20210727,13579406.29,307122.77,4
20210728,13392999.35,307153.24,4
20210729,14168086.40,307183.71,4
20210730,15004893.27,307214.19,4
20210802,15263055.66,307244.67,4
20210803,14437488.62,307275.15,4
20210804,14992615.26,307305.63,4
20210805,14650529.31,307336.12,4
20210806,14806671.26,307366.61,4
20210809,14656283.51,307397.10,4
20210810,14584531.31,307427.60,4
20210811,14835020.34,307458.09,4
20210812,14847163.64,307488.60,4
20210813,14894662.12,307519.10,4
20210816,14242484.34,307549.61,4
20210817,13932045.84,307580.12,4
20210818,14068587.84,307610.63,4
20210819,14060075.69,307641.15,4
20210820,14177816.87,307671.67,4
20210823,14745489.10,307702.19,4
20210824,14956790.56,307732.72,4
20210825,15255434.09,307763.25,4
20210826,15638872.91,307793.78,4
20210827,15745869.39,307824.32,4
20210830,16390012.60,307854.85,4
20210831,17228162.84,307885.40,4
20210901,16636862.21,307915.94,4
20210902,17133591.07,307946.49,4
20210903,16521503.88,307977.04,4
20210906,16934354.34,308007.59,4
20210907,17663493.93,308038.15,4
20210908,17983242.22,308068.71,4
20210909,18554059.24,308099.27,4
20210910,18737635.05,308129.83,4
20210913,18918058.83,308160.40,4
20210914,18344195.50,308190.97,4
20210915,17920751.88,308221.55,4
20210916,17650845.82,308252.13,4
20210917,17305019.61,308282.71,4
20210922,17486719.80,308313.29,4
20210923,17321182.11,308343.88,4
20210924,16802085.69,308374.47,4
20210927,15655638.14,308405.06,4
20210928,15852655.02,308435.65,4
20210929,15211251.67,2732585.64,4
20210930,15120145.28,2732856.73,4
20211008,15334786.85,2733127.85,4
20211011,15452456.97,2733399.00,4
20211012,15095482.87,4430692.65,4
20211013,15229354.48,4431132.21,4
20211014,15356402.71,4431571.80,4
20211015,15390321.20,4432011.44,4
20211018,15179269.26,4432451.13,4
20211019,15318162.87,4432890.85,4
20211020,15335686.96,4433330.63,4
20211021,15401491.43,4433770.44,4
20211022,15268230.80,4434210.30,4
20211025,15505889.32,4434650.20,4
20211026,15627752.59,4435090.15,4
20211027,15382558.29,4435530.13,4
20211028,15371550.76,4435970.17,4
20211029,15642235.22,4436410.24,4
20211101,15907859.23,4436850.36,4
20211102,15847837.44,4437290.53,4
20211103,15868455.59,4437730.73,4
20211104,16127726.86,4438170.99,4
20211105,16149539.51,4438611.28,4
20211108,16158635.13,4439051.62,4
20211109,16354405.69,4439492.00,4
20211110,16141386.57,4439932.43,4
20211111,16246207.88,4440372.90,4
20211112,16395175.64,4440813.41,4
20211115,16508739.99,4441253.97,4
20211116,16275937.59,4441694.57,4
20211117,16107678.68,4442135.21,4
20211118,15868335.59,4442575.90,4
20211119,16118096.61,4443016.63,4
20211122,16831804.69,4443457.41,4
20211123,16812079.32,4443898.23,4
20211124,16742882.49,4444339.09,4
20211125,16697283.79,4444780.00,4
20211126,16782567.00,4445220.95,4
20211213,16572908.05,4445661.94,4
20211214,16538008.79,4446102.98,4
20211215,16480723.51,4446544.06,4
20211216,16350127.57,4446985.18,4
20211217,16118879.19,4447426.35,4
20211220,16092649.23,4447867.57,4
20211221,16421045.93,4448308.82,4
20211222,16531367.41,4448750.12,4
20211223,16869671.37,4449191.47,4
20211224,16798552.64,4449632.86,4
20211227,16724352.87,4450074.29,4
20211228,16714311.76,4450515.76,4
20211229,16619670.81,4450957.28,4
20211230,16812549.96,4451398.85,4
20211231,16670674.40,4451840.45,4
20220104,16525821.22,4452282.10,4
20220105,16326480.33,4452723.80,4
20220106,16195526.44,4453165.54,4
20220107,16229571.03,4453607.32,4
20220210,16116451.24,4454049.15,4
20220211,15784540.70,4454491.02,4
20220214,15674048.04,4454932.93,4
20220215,15884177.71,4455374.89,4
20220216,15857779.70,4455816.89,4
20220217,15959625.68,4456258.93,4
20220218,15991892.47,4456701.02,4
20220221,16086099.02,4457143.16,4
20220222,15962298.70,4457585.33,4
20220223,16327881.49,4458027.55,4
20220224,16037974.27,4458469.82,4
20220225,16078240.77,4458912.13,4
20220228,16260889.64,4459354.48,4
20220301,16284596.26,4459796.88,4
20220302,16149778.14,4460239.32,4
20220303,15731463.98,4460681.80,4
20220304,15514872.77,4461124.33,4
20220307,14918936.59,3825757.51,4
20220308,14793188.69,3826137.04,4
20220309,14933028.62,3826516.62,4
20220310,15033831.23,3826896.24,4
20220311,14978131.76,3827275.89,4
20220314,14673347.59,3827655.58,4
20220315,14310014.73,3828035.31,4
20220316,15078172.53,3828415.07,4
20220317,15055784.27,3828794.88,4
20220318,15035335.78,3829174.72,4
20220321,14991717.85,3829554.59,4
20220322,15022754.94,3829934.51,4
20220323,15068914.68,3830314.46,4
20220324,14907816.71,3830694.46,4
20220325,14535280.96,3831074.49,4
20220328,14550534.25,3831454.55,4
20220329,14483695.53,6054587.84,3
20220330,14834831.87,3554940.48,4
20220331,14741765.56,3555293.15,4
20220401,14944389.06,3555645.86,4
20220406,14787784.23,3555998.60,4
20220407,14560449.25,3556351.38,4
20220408,14671751.69,3556704.19,4
20220411,14136592.83,3557057.04,4
20220412,14395183.34,3557409.92,4
20220413,14360221.99,3557762.84,4
20220414,14322738.28,3558115.79,4
20220415,14411092.35,3558468.78,4
20220418,14260822.38,3558821.80,4
20220419,14258063.49,3559174.86,4
20220420,14187214.72,3559527.95,4
20220421,14197077.82,3559881.08,4
20220422,14484709.80,3560234.24,4
20220425,13999882.80,3560587.44,4
20220426,13774175.13,5530277.79,3
20220427,13951804.01,5530826.43,3
20220428,14093801.16,5531375.12,3
20220429,14196506.73,5531923.87,3
20220505,14290080.45,5532472.67,3
20220506,14107131.45,5533021.53,3
20220509,14060209.72,5533570.44,3
20220510,14217840.74,5534119.40,3
20220511,14266828.06,5534668.42,3
20220512,14098204.27,5535217.50,3
20220513,14465531.42,5535766.63,3
20220516,14314749.86,3036067.79,4
20220517,14399049.69,3036368.99,4
20220518,14281271.75,3036670.22,4
20220519,14388470.77,3036971.48,4
20220520,14463625.50,3037272.76,4
20220523,14386464.60,3037574.08,4
20220524,14112727.12,3037875.43,4
20220525,14205086.10,3038176.80,4
20220526,14190282.67,3038478.21,4
20220527,14328452.68,3038779.65,4
20220530,14449295.49,3039081.11,4
20220531,14624152.65,3039382.61,4
20220601,14455677.67,3039684.13,4
20220602,14386764.86,3039985.69,4
20220606,14682824.78,3040287.28,4
20220607,14618232.58,3040588.89,4
20220608,14700032.18,3040890.54,4
20220609,14484099.18,3041192.21,4
20220610,14961298.05,3041493.92,4
20220613,14837976.07,3041795.65,4
20220614,15241415.89,3042097.42,4
20220615,15237348.60,3042399.21,4
20220616,15071263.69,3042701.04,4
20220617,15255574.29,3043002.90,4
20220620,15349826.43,3043304.78,4
20220621,15403554.02,3043606.70,4
20220622,15147076.85,3043908.64,4
20220623,15554116.54,3044210.62,4
20220624,15748021.69,3044512.62,4
20220627,15724053.47,3044814.66,4
20220628,15753812.88,3045116.72,4
20220629,15295235.11,3045418.82,4
20220630,15619007.47,3045720.94,4
20220701,15924856.59,3046023.10,4
20220704,16233817.78,3046325.28,4
20220705,16333999.29,3046627.50,4
20220706,16288162.17,3046929.74,4
20220707,16324633.51,3047232.01,4
20220708,16119874.95,3047534.32,4
20220711,16243017.48,3047836.65,4
20220712,16349783.98,3048139.02,4
20220713,16240974.18,3048441.41,4
20220714,16628055.32,3048743.84,4
20220715,16798161.36,3049046.29,4
20220718,17150337.12,3049348.78,4
20220719,17156000.66,3049651.29,4
20220720,17207521.23,3049953.84,4
20220721,17109097.86,3050256.41,4
20220722,17157753.49,3050559.02,4
20220725,16944527.10,3050861.65,4
20220726,16953470.00,3051164.32,4
20220727,16991842.14,3051467.01,4
20220728,16968575.00,3051769.74,4
20220729,17242508.73,3052072.49,4
20220801,16916813.61,3052375.28,4
20220802,16812634.85,3052678.09,4
20220803,16447339.16,3052980.94,4
20220804,16512347.49,3053283.81,4
20220805,16651353.41,3053586.72,4
20220808,16663217.08,3053889.65,4
20220809,16603692.32,3054192.62,4
20220810,16295860.99,3054495.61,4
20220811,16377555.38,3054798.64,4
20220812,16393827.50,3055101.69,4
20220815,16502045.42,3055404.78,4
20220816,16395250.15,3055707.89,4
20220817,16401268.09,3056011.04,4
20220818,16582495.47,3056314.22,4
20220819,16363569.26,3056617.42,4
20220822,16404308.20,3056920.66,4
20220823,16568752.67,3057223.92,4
20220824,16158099.95,3057527.22,4
20220825,16151122.14,3057830.55,4
20220826,16444968.83,3058133.90,4
